"analysis_version","stage","analysis_taxon_id","species","analysis_role","outcome","comparison","primary_comparison","estimate","standard_error","conf_low","conf_high","ratio","ratio_conf_low","ratio_conf_high","p_value","q_value","n","full_fixed_effect_covariance_used","status","multiplicity_family"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_15dd5efcd8d6","Black Turnstone","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.114293271428098,0.0667554256706301,-0.0165449586589775,0.245131501515174,1.12108085766197,0.983591157457179,1.2777893333906,0.0868746335468932,0.173061110160588,4421,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_1812dd827ede","Surfbird","core_species","checklist_reporting","active_minus_pre14",TRUE,0.334701003696741,0.178708321197559,-0.0155608695880903,0.684962876981573,1.39752246869597,0.984559575191955,1.98369819330567,0.0610835949045961,0.13961964549622,217200,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_1812dd827ede","Surfbird","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,,,,,,,,,,1063,TRUE,"failed_insufficient_support","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_1930f23cc4f8","Surf Scoter","core_species","checklist_reporting","active_minus_pre14",TRUE,0.0051767529182007,0.0372449888270914,-0.0678220837874952,0.0781755896238966,1.00519017545531,0.934426708449666,1.08131250925851,0.889456525263701,0.913332157946295,217183,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_1930f23cc4f8","Surf Scoter","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.283004055942472,0.0365176902931867,0.211430698169238,0.354577413715706,1.32711054449026,1.23544434410702,1.4255780972232,9.2052086741056e-15,6.04913712869797e-14,16632,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_3083477933a8","White-winged Scoter","core_species","checklist_reporting","active_minus_pre14",TRUE,0.0820718617869548,0.0525876549814315,-0.0209980480080693,0.185141771581979,1.08553381542648,0.979220875998842,1.20338903440184,0.118602143602674,0.219489215456277,217199,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_3083477933a8","White-winged Scoter","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.151359294502654,0.0537634343862799,0.0459848994203629,0.256733689584945,1.16341459146376,1.04705859964579,1.29270082122307,0.00487342641959306,0.0124543119611823,4706,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_35518e24dfdd","Common Merganser","core_species","checklist_reporting","active_minus_pre14",TRUE,0.164178245094096,0.0300444177473304,0.105292268372852,0.22306422181534,1.178424344732,1.11103528338202,1.24990084205954,4.64167718193747e-08,4.45601009465997e-07,217093,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_35518e24dfdd","Common Merganser","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.111740558268842,0.0203183477378284,0.0719173284773372,0.151563788060346,1.11822270937246,1.07456650434249,1.16365252657991,3.80890449198245e-08,1.94677340701325e-07,27776,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_35707a9578d5","Pelagic Cormorant","core_species","checklist_reporting","active_minus_pre14",TRUE,0.0550401069849648,0.0422650525679485,-0.0277978738529064,0.137878087822836,1.05658299018381,0.972584931780099,1.14783560660611,0.192827361847201,0.308523778955522,217200,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_35707a9578d5","Pelagic Cormorant","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0251939980097939,0.023088520510821,-0.0200586706477296,0.0704466666673174,1.02551404891245,0.980141166102698,1.07298734191379,0.275188614316899,0.421955875285912,18881,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_40f730f5ad72","Long-tailed Duck","core_species","checklist_reporting","active_minus_pre14",TRUE,0.118110434431838,0.0613135094778889,-0.00206183591057921,0.238282704774256,1.12536838392332,0.997940288212966,1.26906791367452,0.0540624049182399,0.136578707161869,217200,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_40f730f5ad72","Long-tailed Duck","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.393751385822644,0.0570898155908193,0.281857403380605,0.505645368264683,1.48253192439925,1.32558968190167,1.65805523147244,5.30930202971158e-12,3.05284866708416e-11,2946,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_4ae57d328ec6","Greater Scaup","core_species","checklist_reporting","active_minus_pre14",TRUE,0.116781220716043,0.0471541673106315,0.0243607510662292,0.209201690365856,1.1238735225473,1.0246598983742,1.23269359588191,0.013264668786731,0.0424469401175391,216227,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_4ae57d328ec6","Greater Scaup","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.187156312862488,0.0546653045894647,0.0800142846632248,0.294298341061751,1.20581575483169,1.08330254217642,1.34218427262171,0.00061780142119767,0.00189459102500619,4514,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_59441ff7abde","Brant","core_species","checklist_reporting","active_minus_pre14",TRUE,0.154205314739659,0.056182929753809,0.0440887958762494,0.264321833603068,1.16673040913907,1.04507514913212,1.30254733235238,0.00605661464219932,0.0223628848327359,217200,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_59441ff7abde","Brant","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0856316473590693,0.0538053466951427,-0.0198248943391017,0.19108818905724,1.08940496919138,0.980370326671556,1.2105662060664,0.111495264490891,0.20515128666324,3796,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_5a9a3495d0ea","Western Gull","core_species","checklist_reporting","active_minus_pre14",TRUE,0.206207654940324,0.134018677455839,-0.0564641261288102,0.468879436009459,1.22900838716267,0.945100388296604,1.59820230149154,0.123890098745669,0.220249064436745,216824,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_5a9a3495d0ea","Western Gull","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0819140930406425,0.0390741473704537,0.0053301714679428,0.158498014613342,1.08536256562663,1.00534440210456,1.17174959784687,0.0360488762851317,0.0789642051960028,712,TRUE,"completed_with_singular_warning","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_6b4cfd1ab927","Horned Grebe","core_species","checklist_reporting","active_minus_pre14",TRUE,-0.0651785928173614,0.037958980146265,-0.139576826793912,0.00921964115918893,0.93690012480224,0.869726202361907,1.00926227296667,0.0859646175741934,0.187559165616422,217142,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_6b4cfd1ab927","Horned Grebe","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.02314426524402,0.022196048768579,-0.0203591909414895,0.0666477214295295,1.0234141719931,0.979846658046575,1.06891885463423,0.297077965647704,0.440825368380463,13054,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_6cbe5bbd310c","Rhinoceros Auklet","core_species","checklist_reporting","active_minus_pre14",TRUE,-0.278007626177219,0.141491691529507,-0.555326245686704,-0.000689006667733694,0.757291046256589,0.573885003145091,0.999311230642854,0.0494335027605827,0.13182267402822,217200,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_6cbe5bbd310c","Rhinoceros Auklet","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,,,,,,,,,,1816,TRUE,"failed_insufficient_support","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_725074cbfcb6","Glaucous-winged Gull","core_species","checklist_reporting","active_minus_pre14",TRUE,0.125309783891051,0.0281943948539429,0.0700497854114215,0.180569782370681,1.13349953858127,1.07256157784445,1.19789971084558,8.80994733345592e-06,7.04795786676474e-05,217037,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_725074cbfcb6","Glaucous-winged Gull","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.179188111159659,0.0151569852893739,0.149480965878283,0.208895256441035,1.19624575017945,1.16123136758245,1.23231591461535,2.99919378278488e-32,1.37962914008105e-30,85053,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_7571c026ae99","American Herring Gull","core_species","checklist_reporting","active_minus_pre14",TRUE,0.355026953077971,0.0622698050379417,0.232980377879274,0.477073528276667,1.4262190947579,1.2623567089685,1.61135191962829,1.18806314387115e-08,1.42567577264538e-07,217179,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_7571c026ae99","American Herring Gull","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0680025081159775,0.040146582683717,-0.0106833480464673,0.146688364278422,1.07036799308247,0.989373516235814,1.15799303479873,0.0902927531272632,0.173061110160588,1851,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_7b80ddaff058","Great Blue Heron","core_species","checklist_reporting","active_minus_pre14",TRUE,0.00571400073722803,0.0284170336484569,-0.0499823617612103,0.0614103632356664,1.00573035677741,0.951246202660415,1.06333517833207,0.840638672494071,0.90805059398875,217200,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_7b80ddaff058","Great Blue Heron","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.013190131050937,0.0139184652228518,-0.0140895595059258,0.0404698216077998,1.01327750456291,0.986009233808582,1.04129988447203,0.343296778707766,0.478534903653249,50285,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_7d980a7c8c37","Northern Pintail","core_species","checklist_reporting","active_minus_pre14",TRUE,0.159721542666788,0.0463282402933482,0.0689198602247082,0.250523225108868,1.17318414377608,1.0713503479318,1.28469742681713,0.000565577365675464,0.00301641261693581,217200,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_7d980a7c8c37","Northern Pintail","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0787997114752725,0.0410364816809132,-0.00163031467155507,0.1592297376221,1.08198759066832,0.998371013569494,1.17260730775289,0.054828151526168,0.114640680463806,14278,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_815c98107028","Mallard","core_species","checklist_reporting","active_minus_pre14",TRUE,0.0172900498479785,0.0278322042958775,-0.0372600681823023,0.0718401678782593,1.01744038796116,0.963425546434719,1.07448359334604,0.534451858913937,0.777384522056635,217200,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_815c98107028","Mallard","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0680899275427716,0.0150488643275517,0.0385946954525407,0.0975851596330024,1.07046156812897,1.03934914533576,1.10250532651465,6.05129553686941e-06,2.53054176996357e-05,81526,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_82312e6f2848","Common Goldeneye","core_species","checklist_reporting","active_minus_pre14",TRUE,0.00608051067354237,0.032435746947276,-0.0574923851547736,0.0696534065018584,1.00609903450432,0.944129079755865,1.07213652130307,0.851297431864453,0.90805059398875,216892,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_82312e6f2848","Common Goldeneye","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.181955949182746,0.0209856808413362,0.140824770542675,0.223087127822817,1.19956135105813,1.15122290214495,1.24992947262548,4.30298362467306e-18,4.94843116837402e-17,21195,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_8608f2ed61cf","Pigeon Guillemot","core_species","checklist_reporting","active_minus_pre14",TRUE,-0.0182024176074577,0.0616173312173637,-0.138970167616966,0.102565332402051,0.981962245791622,0.870253989821366,1.10800968847963,0.767680177036282,0.90805059398875,217200,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_8608f2ed61cf","Pigeon Guillemot","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0132710505557505,0.0402765259525916,-0.0656694897337219,0.0922115908452229,1.01335950179436,0.936440316288561,1.09659682738443,0.741779008800409,0.793531032670205,6342,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_86eda7ed9025","Red-necked Grebe","core_species","checklist_reporting","active_minus_pre14",TRUE,0.060900819220703,0.0466149539042269,-0.0304628115725766,0.152264450013983,1.06279350027218,0.969996504041068,1.16446813933358,0.191394375717189,0.308523778955522,217200,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_86eda7ed9025","Red-necked Grebe","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0289570183208736,0.0313818377493138,-0.032550253436461,0.0904642900782082,1.0293803490284,0.967973804598936,1.09468241592021,0.356147011387113,0.481845956582565,8109,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_87b306550dba","Harlequin Duck","core_species","checklist_reporting","active_minus_pre14",TRUE,0.141310764503657,0.0477121959182931,0.0477965788804838,0.234824950126831,1.15178252549891,1.04895725356115,1.26468736599218,0.00305913365296046,0.013348946849282,217200,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_87b306550dba","Harlequin Duck","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.192218124413856,0.0234522982288479,0.146252464530621,0.23818378429709,1.21193484071288,1.15748837592523,1.26894238307982,2.48246394439991e-16,2.28386682884792e-15,12030,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_98ca0000b734","Brandt's Cormorant","core_species","checklist_reporting","active_minus_pre14",TRUE,0.0161062257600517,0.0796978553890076,-0.140098700447485,0.172311151967588,1.01623663018117,0.869272433586356,1.18804743900737,0.83984552023773,0.90805059398875,217200,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_98ca0000b734","Brandt's Cormorant","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0459951083641969,0.0715280482055193,-0.0941972900030658,0.18618750673146,1.04706928906279,0.910103190266274,1.2046481188333,0.520200755561841,0.639477626605093,2573,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_99238953638b","Bufflehead","core_species","checklist_reporting","active_minus_pre14",TRUE,-0.061701002989512,0.0285471059350176,-0.117652302484996,-0.00574970349402781,0.940163950981031,0.889005103748747,0.994266794416598,0.0306663785246774,0.0865874217167362,217200,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_99238953638b","Bufflehead","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.112836941064109,0.0138140987386583,0.0857618050574586,0.13991207707076,1.11944938184071,1.089546772863,1.15017266786134,3.12908315239203e-16,2.39896375016722e-15,50039,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_9ae1aa9b7fdf","Common Loon","core_species","checklist_reporting","active_minus_pre14",TRUE,-0.0633617454694581,0.0376950412875012,-0.137242668788711,0.0105191778497946,0.938603876569012,0.871758651845818,1.01057469890897,0.0927815639886337,0.193631090063235,217199,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_9ae1aa9b7fdf","Common Loon","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0562060134282531,0.0184152570652618,0.0201127728142931,0.092299254042213,1.05781558550572,1.02031639749057,1.09669296278183,0.00227213191663763,0.00653237926033317,15359,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_a113baee5693","American Wigeon","core_species","checklist_reporting","active_minus_pre14",TRUE,0.0950066288449567,0.0300478111743038,0.0361140011290611,0.153899256560852,1.09966614461832,1.03677403316445,1.16637337639407,0.00156771064774319,0.00752501110916733,217190,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_a113baee5693","American Wigeon","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0659568797337884,0.0234086528724121,0.0200767631772606,0.111836996290316,1.06818065593867,1.02027965692895,1.11833055375818,0.0048379801060667,0.0124543119611823,34665,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_a444854c6b66","Double-crested Cormorant","core_species","checklist_reporting","active_minus_pre14",TRUE,0.00970225029941918,0.0346484181186554,-0.0582074013344305,0.0776119019332688,1.00974946971784,0.943454253472761,1.08070315846523,0.779462154970568,0.90805059398875,217200,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_a444854c6b66","Double-crested Cormorant","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.096547411382747,0.0222492197437051,0.0529397420009675,0.140155080764527,1.10136179699167,1.05436610921311,1.15045219803015,1.42897180416844e-05,5.47772524931234e-05,29011,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_aa5353f6d6d2","Iceland Gull","core_species","checklist_reporting","active_minus_pre14",TRUE,0.2813774471632,0.0466098564469424,0.190023807202611,0.372731087123789,1.32495360954777,1.20927838685012,1.45169390815486,1.57136321662106e-09,2.5141811465937e-08,217184,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_aa5353f6d6d2","Iceland Gull","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.204900714755,0.0523879634975489,0.102222193076405,0.307579236433595,1.22740319588636,1.10762955200593,1.36012857596994,9.18320614371099e-05,0.000301733916150504,4317,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_acf526bb8010","Marbled Murrelet","core_species","checklist_reporting","active_minus_pre14",TRUE,-0.0432686787482038,0.103541940860846,-0.246207153724838,0.159669796228431,0.957654054205744,0.781760263600075,1.17312343724579,0.676030813174441,0.90805059398875,217200,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_acf526bb8010","Marbled Murrelet","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0716657064148049,0.0755043294680496,-0.0763200600194186,0.219651472849028,1.07429615371686,0.926519617212041,1.24564251468699,0.342539127249068,0.478534903653249,3103,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_b3d3ea90f9cb","Canada Goose","core_species","checklist_reporting","active_minus_pre14",TRUE,-0.00669366639738695,0.0269702922885501,-0.0595544679354634,0.0461671351406895,0.993328686285924,0.942184213364661,1.04724942851131,0.803989997768626,0.90805059398875,217083,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_b3d3ea90f9cb","Canada Goose","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0420486777835096,0.0187813552223205,0.0052378979669082,0.0788594576001111,1.04294524577803,1.00525163973665,1.08205223716516,0.0251655368553043,0.0578807347671999,68271,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_c12b832d2b03","California Gull","core_species","checklist_reporting","active_minus_pre14",TRUE,0.291290272374968,0.0419962296482961,0.208979174777835,0.373601369972102,1.33815295641714,1.2324193328566,1.45295784237448,4.03057128999855e-12,9.67337109599651e-11,217200,TRUE,"completed","fixed_49_species__checklist_reporting__active_minus_pre14"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_c12b832d2b03","California Gull","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.177957952810347,0.0414361911880445,0.0967445104252635,0.25917139519543,1.19477508324411,1.1015788957416,1.29585588926879,1.74892762971048e-05,6.18851315128324e-05,6644,TRUE,"completed","fixed_49_species__conditional_positive_numeric_count__active_minus_pre14"
