"source_record_id","geometry_quality_tier","source_point_available","edge100_snap_distance_band","edge100_core_eligible","edge150_sensitivity_available","observed_length_available","actual_alongshore_geometry_constructed","safe_primary_complex_id","provisional_2km_7d_complex_id","antichain_complex_id","support_label"
"hsr_c7662206120fe720","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_c7662206120fe720","compl_0f2550bfe71170f3","ac2_60f0aff4f5cf2ace","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_88a44c8d34841f41","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_88a44c8d34841f41","compl_0f2550bfe71170f3","ac2_60f0aff4f5cf2ace","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_bff93851bb8eb580","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_bff93851bb8eb580","compl_0f2550bfe71170f3","ac2_60f0aff4f5cf2ace","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_7a07cbc399dec0c5","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_7a07cbc399dec0c5","compl_0f2550bfe71170f3","ac2_60f0aff4f5cf2ace","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_f006a4d27cb88cc7","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_f006a4d27cb88cc7","compl_0f2550bfe71170f3","ac2_60f0aff4f5cf2ace","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_1376bac32d60b458","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_1376bac32d60b458","compl_0f2550bfe71170f3","ac2_60f0aff4f5cf2ace","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_658fc05e64403e54","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_658fc05e64403e54","compl_0f2550bfe71170f3","ac2_60f0aff4f5cf2ace","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_377fd099847499a3","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_377fd099847499a3","compl_0f2550bfe71170f3","ac2_60f0aff4f5cf2ace","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_fca503c641bd9047","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_fca503c641bd9047","compl_0f2550bfe71170f3","ac2_60f0aff4f5cf2ace","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_418fe32b5a4bddae","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_418fe32b5a4bddae","compl_0f2550bfe71170f3","ac2_60f0aff4f5cf2ace","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_9e6c3705721201b5","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_9e6c3705721201b5","compl_0f2550bfe71170f3","ac2_60f0aff4f5cf2ace","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_2d8a3a9b196af95e","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_2d8a3a9b196af95e","compl_0f2550bfe71170f3","ac2_60f0aff4f5cf2ace","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_26e2a87a6e8314c0","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_26e2a87a6e8314c0","compl_0f2550bfe71170f3","ac2_60f0aff4f5cf2ace","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_7d85b51c3e1ef09a","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_7d85b51c3e1ef09a","compl_0f2550bfe71170f3","ac2_60f0aff4f5cf2ace","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_adbd53e3230e543f","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_adbd53e3230e543f","compl_0f2550bfe71170f3","ac2_60f0aff4f5cf2ace","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_ddefcb8803079431","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_ddefcb8803079431","compl_0f2550bfe71170f3","ac2_60f0aff4f5cf2ace","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_862ae674ed92d054","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_862ae674ed92d054","compl_0f2550bfe71170f3","ac2_60f0aff4f5cf2ace","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_30e12cb60ab41b34","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_30e12cb60ab41b34","compl_0f2550bfe71170f3","ac2_60f0aff4f5cf2ace","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_d5d3d3e713512b02","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_d5d3d3e713512b02","compl_24b1bb507cbb03f3","ac2_465fd41a3017fc69","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_fb9d3219a5792b26","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_fb9d3219a5792b26","compl_24b1bb507cbb03f3","ac2_465fd41a3017fc69","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_8c708e353acbe839","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_8c708e353acbe839","compl_24b1bb507cbb03f3","ac2_465fd41a3017fc69","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_469c4c3854cf1409","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_469c4c3854cf1409","compl_24b1bb507cbb03f3","ac2_465fd41a3017fc69","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_fb890eb7e3d631ff","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_fb890eb7e3d631ff","compl_24b1bb507cbb03f3","ac2_465fd41a3017fc69","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_f91ca10161b7cb95","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_f91ca10161b7cb95","compl_0f2550bfe71170f3","ac2_60f0aff4f5cf2ace","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_0f522b923633f6c9","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_0f522b923633f6c9","compl_0f2550bfe71170f3","ac2_60f0aff4f5cf2ace","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_c883c10b4f2bff29","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_c883c10b4f2bff29","compl_0f2550bfe71170f3","ac2_60f0aff4f5cf2ace","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_745415e06972b8e9","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_745415e06972b8e9","compl_0f2550bfe71170f3","ac2_60f0aff4f5cf2ace","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_fbcfec1b816b2dee","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_fbcfec1b816b2dee","compl_9ad60b3c25d8813e","ac2_8c59d819304b9444","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_5dad2283717071b7","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_5dad2283717071b7","compl_9ad60b3c25d8813e","ac2_8c59d819304b9444","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_30fea7fac6135cce","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_30fea7fac6135cce","compl_9ad60b3c25d8813e","ac2_8c59d819304b9444","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_d68862749b8c7ca8","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_d68862749b8c7ca8","compl_9ad60b3c25d8813e","ac2_8c59d819304b9444","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_a5ba223561123363","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_a5ba223561123363","compl_9ad60b3c25d8813e","ac2_8c59d819304b9444","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_be101c5c019cd8c1","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_be101c5c019cd8c1","compl_9ad60b3c25d8813e","ac2_8c59d819304b9444","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_99a91936085e12ab","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_99a91936085e12ab","compl_9ad60b3c25d8813e","ac2_8c59d819304b9444","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_690e48a19eb87a21","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_690e48a19eb87a21","compl_9ad60b3c25d8813e","ac2_8c59d819304b9444","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_17171b5994f0c52b","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_17171b5994f0c52b","compl_9ad60b3c25d8813e","ac2_8c59d819304b9444","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_9c1a7a9224032361","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_9c1a7a9224032361","compl_9ad60b3c25d8813e","ac2_8c59d819304b9444","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_6a258d352e0a8c74","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_6a258d352e0a8c74","compl_9ad60b3c25d8813e","ac2_8c59d819304b9444","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_cfb0548e2a85d6d4","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_cfb0548e2a85d6d4","compl_9ad60b3c25d8813e","ac2_8c59d819304b9444","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_f5a90b7388e0c0d6","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_f5a90b7388e0c0d6","compl_9ad60b3c25d8813e","ac2_8c59d819304b9444","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_7dc6d35ebcd87a8f","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_7dc6d35ebcd87a8f","compl_9ad60b3c25d8813e","ac2_8c59d819304b9444","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_d426cba9bb0fb74d","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_d426cba9bb0fb74d","compl_9ad60b3c25d8813e","ac2_8c59d819304b9444","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_bbec82255da0c980","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_bbec82255da0c980","compl_14effd46b261b79e","ac2_bb26f850e693125a","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_4e16992dbbbfdc62","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_4e16992dbbbfdc62","compl_0f2550bfe71170f3","ac2_60f0aff4f5cf2ace","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_460043baef76a234","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_460043baef76a234","compl_0f2550bfe71170f3","ac2_60f0aff4f5cf2ace","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_579af99df1a21032","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_579af99df1a21032","compl_0f2550bfe71170f3","ac2_60f0aff4f5cf2ace","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_0edfef029849736a","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_0edfef029849736a","compl_0f2550bfe71170f3","ac2_60f0aff4f5cf2ace","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_c1163edcd6b3ba38","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_c1163edcd6b3ba38","compl_0f2550bfe71170f3","ac2_60f0aff4f5cf2ace","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_2445f431253ba106","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_2445f431253ba106","compl_ade6c0d7abacc8e6","ac2_269c12ba34f4bccd","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_cb25f8f82f809769","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_cb25f8f82f809769","compl_17db0aa5b9fa4d2c","ac2_fc02795abd178d5b","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_f41c99af128ee0e6","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_f41c99af128ee0e6","compl_17db0aa5b9fa4d2c","ac2_fc02795abd178d5b","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_2f5873bfab0f9af1","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_2f5873bfab0f9af1","compl_17db0aa5b9fa4d2c","ac2_fc02795abd178d5b","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_069c8af79a7207fa","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_069c8af79a7207fa","compl_17db0aa5b9fa4d2c","ac2_fc02795abd178d5b","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_b7d49d202b952653","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_b7d49d202b952653","compl_17db0aa5b9fa4d2c","ac2_fc02795abd178d5b","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_6c3f54f23cbe89fe","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_6c3f54f23cbe89fe","compl_9d0c5e6ca2cd0652","ac2_5791b90848dd385f","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_c255b18f05d887b3","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_c255b18f05d887b3","compl_3b53ed4def160e47","ac2_00a8c74cf83a69d3","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_46e55b46ba5b17e5","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_46e55b46ba5b17e5","compl_006cdee94cc7fb47","ac2_7865e7ba803318a7","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_e7de751130fbd31e","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_e7de751130fbd31e","compl_dc7890e4a35c74af","ac2_00eb675e9a166d28","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_d69c91541f04e0ed","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_d69c91541f04e0ed","compl_9d0c5e6ca2cd0652","ac2_5791b90848dd385f","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_980800e114e4e3a9","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_980800e114e4e3a9","compl_9d0c5e6ca2cd0652","ac2_5791b90848dd385f","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_83729d75568a45ed","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_83729d75568a45ed","compl_7b7f220b9667370b","ac2_1d8e9e2f3a75522a","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_679445765692e17c","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_679445765692e17c","compl_85da339801c7c85c","ac2_df440569741ef79d","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_217617086bb2781f","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_217617086bb2781f","compl_128ea8ea06a41c36","ac2_f59a95974ce3213e","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_b4f8255a13bba6cb","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_b4f8255a13bba6cb","compl_dced147f1d919807","ac2_9c14a3fdf32c348c","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_9d49673798383242","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_9d49673798383242","compl_dced147f1d919807","ac2_9c14a3fdf32c348c","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_8727222505d65344","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_8727222505d65344","compl_dced147f1d919807","ac2_9c14a3fdf32c348c","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_d45061ca06d4cee1","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_d45061ca06d4cee1","compl_dced147f1d919807","ac2_9c14a3fdf32c348c","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_f5e7334ba3e6310f","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_f5e7334ba3e6310f","compl_ae2bfed769a8217f","ac2_2bcbda1c84d5ba9c","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_3de29c35d0d59c99","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_3de29c35d0d59c99","compl_e98702241516b07f","ac2_da31e62037163ba9","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_3a2ba291666824ee","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_3a2ba291666824ee","compl_d01a207df61b9779","ac2_f0f97510d9e2806e","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_c4f165d9ee1d0d0a","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_c4f165d9ee1d0d0a","compl_99456b21819329de","ac2_5ca56661bd39c7c6","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_2d7190c7fec8a055","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_2d7190c7fec8a055","compl_da60157ce3b73aa4","ac2_d095254a69a815a9","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_a2c151dabef53759","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_a2c151dabef53759","compl_da60157ce3b73aa4","ac2_d095254a69a815a9","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_62f72ef54ff98c8b","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_62f72ef54ff98c8b","compl_da60157ce3b73aa4","ac2_d095254a69a815a9","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_ec88f944f15cbe94","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_ec88f944f15cbe94","compl_da60157ce3b73aa4","ac2_d095254a69a815a9","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_9dbe9868ea23066d","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_9dbe9868ea23066d","compl_da60157ce3b73aa4","ac2_d095254a69a815a9","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_63d9bd6e9ec50a0b","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_63d9bd6e9ec50a0b","compl_da60157ce3b73aa4","ac2_d095254a69a815a9","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_b1e127279ea2ec6c","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_b1e127279ea2ec6c","compl_da60157ce3b73aa4","ac2_d095254a69a815a9","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_d827039ec76e6828","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_d827039ec76e6828","compl_da60157ce3b73aa4","ac2_d095254a69a815a9","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_860545f82d64a0fc","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_860545f82d64a0fc","compl_99456b21819329de","ac2_5ca56661bd39c7c6","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_f05d31343bbf9398","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_f05d31343bbf9398","compl_99456b21819329de","ac2_5ca56661bd39c7c6","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_0de6dd8a5d553810","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_0de6dd8a5d553810","compl_71bee22c38902ff6","ac2_57c4aeb13beb4b08","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_5ceaa443b84fc6c2","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_5ceaa443b84fc6c2","compl_99456b21819329de","ac2_5ca56661bd39c7c6","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_f580cf58645a30ae","C",TRUE,"over_5km",FALSE,TRUE,FALSE,FALSE,"hsr_f580cf58645a30ae","compl_28f636c72d665197","ac2_fbc2789990715492","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_db7c8701eb8335f1","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_db7c8701eb8335f1","compl_fb686205a2426dd6","ac2_9fdd4b37a768e020","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_52a4e1d21a694dfd","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_52a4e1d21a694dfd","compl_befabbaeb6c7011e","ac2_41f1736bdbbcd2f2","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_0c5894bb14a314cd","C",TRUE,"over_5km",FALSE,TRUE,FALSE,FALSE,"hsr_0c5894bb14a314cd","compl_12a1a3f10cef434f","ac2_f3c4881104907745","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_5b90c4171e9aaca8","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_5b90c4171e9aaca8","compl_e2add85e177ad356","ac2_22db0cbe16191aa3","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_a47d91897fcda6a7","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_a47d91897fcda6a7","compl_e2add85e177ad356","ac2_22db0cbe16191aa3","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_49a747b30c383df6","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_49a747b30c383df6","compl_69d2c69e61a4e4bd","ac2_059c701990bc1b90","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_21a876412587c3c9","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_21a876412587c3c9","compl_69d2c69e61a4e4bd","ac2_059c701990bc1b90","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_1561dcd02b057082","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_1561dcd02b057082","compl_d705a64732059af9","ac2_e0bf47061c939cd1","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_028cec3d95fd3efd","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_028cec3d95fd3efd","compl_15680bcc0db18bba","ac2_f922302dbde9bf9f","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_56730644aa19ea83","C",TRUE,"over_5km",FALSE,TRUE,FALSE,FALSE,"hsr_56730644aa19ea83","compl_733b7a5a604dd528","ac2_ab696639e8eb2b53","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_bd5fd2cbc53fcbd7","C",TRUE,"over_5km",FALSE,TRUE,FALSE,FALSE,"hsr_bd5fd2cbc53fcbd7","compl_a175624f45452b69","ac2_2c2c20a4ca41ff54","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_776e912ebc9b954f","C",TRUE,"over_5km",FALSE,TRUE,FALSE,FALSE,"hsr_776e912ebc9b954f","compl_6235396baf02822f","ac2_1200a8e737b87501","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_ad9a55c9f9ff9085","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_ad9a55c9f9ff9085","compl_2d8824f842ec62a3","ac2_d4f610ab8a345777","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_e54a4f19eeb420ed","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_e54a4f19eeb420ed","compl_5ce85529fc47a481","ac2_dfeff88f0d17ed27","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_33ad8e7947a2d7ef","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_33ad8e7947a2d7ef","compl_befabbaeb6c7011e","ac2_41f1736bdbbcd2f2","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_9b05c9b7ab19b594","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_9b05c9b7ab19b594","compl_e6d843548e2728a6","ac2_f226a6d57742c31c","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_21e402aa5bd7b504","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_21e402aa5bd7b504","compl_d3ce0098d020fb0b","ac2_8d99f66037b22393","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_acc1e4fb307c5ddc","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_acc1e4fb307c5ddc","compl_d3ce0098d020fb0b","ac2_8d99f66037b22393","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_872a1f5cbf39df17","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_872a1f5cbf39df17","compl_d3ce0098d020fb0b","ac2_8d99f66037b22393","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_2b1630867c91ad5f","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_2b1630867c91ad5f","compl_d3ce0098d020fb0b","ac2_8d99f66037b22393","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_bc64555602b68643","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_bc64555602b68643","compl_6267dc22ec87b0ab","ac2_03a0c9d88eebf0ef","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"hsr_0880471826504094","C",TRUE,"over_5km",FALSE,TRUE,TRUE,FALSE,"hsr_0880471826504094","compl_7eeb28035180f619","ac2_d13ad3a62a955557","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
