"analysis_taxon_id","common_name","contrast","short_label","minimum_day","maximum_day","role","estimate_link","standard_error","ratio","conf_low_link","conf_high_link","ratio_conf_low","ratio_conf_high"
"atx_59441ff7abde","Brant","did_early_pre","Early pre",-14,-8,"disjoint_period",0.0220117725550077,0.0756886862308565,1.02225581896246,-0.126338052457471,0.170361597567486,0.881316865087478,1.18573353217164
"atx_5a9a3495d0ea","Western Gull","did_early_pre","Early pre",-14,-8,"disjoint_period",-0.0422400662984478,0.0574467026953155,0.958639615882067,-0.154835603581266,0.0703554709843706,0.856555980645192,1.07288949456205
"atx_6b4cfd1ab927","Horned Grebe","did_early_pre","Early pre",-14,-8,"disjoint_period",-0.0469220334537426,0.0281074744184677,0.954161787389509,-0.102012683313939,0.00816861640645409,0.90301809833421,1.00820207058286
"atx_725074cbfcb6","Glaucous-winged Gull","did_early_pre","Early pre",-14,-8,"disjoint_period",0.0357275354843861,0.0196059638810109,1.03637343303342,-0.00270015372239527,0.0741552246911675,0.99730348841382,1.07697396547339
"atx_7571c026ae99","American Herring Gull","did_early_pre","Early pre",-14,-8,"disjoint_period",-0.0691203627321924,0.066403695446666,0.933214349089328,-0.199271605807658,0.061030880343273,0.819327329048475,1.06293173737732
"atx_7b80ddaff058","Great Blue Heron","did_early_pre","Early pre",-14,-8,"disjoint_period",0.00911552662156896,0.0181240585699705,1.00915719956172,-0.0264076281755732,0.0446386814187111,0.973938004110892,1.04564997887822
"atx_7d980a7c8c37","Northern Pintail","did_early_pre","Early pre",-14,-8,"disjoint_period",-0.00010581181535757,0.0539874143648173,0.999894193782515,-0.105921143970399,0.105709520339684,0.899495575929104,1.11149896176786
"atx_815c98107028","Mallard","did_early_pre","Early pre",-14,-8,"disjoint_period",0.0285042341035347,0.0200458169751101,1.02891436735526,-0.0107855671676811,0.0677940353747505,0.989272388513114,1.07014487379079
"atx_82312e6f2848","Common Goldeneye","did_early_pre","Early pre",-14,-8,"disjoint_period",0.0381954294770128,0.0248433907761796,1.03893425141735,-0.0104976164442992,0.0868884753983248,0.989557291230011,1.09077502468449
"atx_8608f2ed61cf","Pigeon Guillemot","did_early_pre","Early pre",-14,-8,"disjoint_period",-0.0404687550957382,0.0530556947166734,0.960339169748073,-0.144457916740418,0.0635204065489417,0.865491334333213,1.06558123041513
"atx_86eda7ed9025","Red-necked Grebe","did_early_pre","Early pre",-14,-8,"disjoint_period",0.0284565339251356,0.0389109150842184,1.02886528912691,-0.0478088596399325,0.104721927490204,0.953315986825067,1.11040179520712
"atx_87b306550dba","Harlequin Duck","did_early_pre","Early pre",-14,-8,"disjoint_period",-0.0203065431818334,0.027622678023981,0.979898246135914,-0.0744469921088362,0.0338339057451694,0.928256677683824,1.03441278243871
"atx_98ca0000b734","Brandt's Cormorant","did_early_pre","Early pre",-14,-8,"disjoint_period",0.0456091331477237,0.092600434196419,1.0466652242518,-0.135887717877258,0.227105984172705,0.872940642614605,1.2549628670935
"atx_99238953638b","Bufflehead","did_early_pre","Early pre",-14,-8,"disjoint_period",-0.016333201597481,0.0172433282622186,0.983799461884584,-0.0501301249914295,0.0174637217964675,0.951105653833007,1.01761710416068
"atx_9ae1aa9b7fdf","Common Loon","did_early_pre","Early pre",-14,-8,"disjoint_period",-0.0241249894014399,0.0219473036631891,0.976163692017033,-0.0671417045812905,0.0188917257784107,0.935062689281351,1.01907130349162
"atx_a113baee5693","American Wigeon","did_early_pre","Early pre",-14,-8,"disjoint_period",0.0126879985062338,0.0304574700848474,1.01276883267209,-0.0470086428600671,0.0723846398725347,0.954079151582137,1.07506877886503
"atx_a444854c6b66","Double-crested Cormorant","did_early_pre","Early pre",-14,-8,"disjoint_period",-0.0115266637494601,0.0290854624376677,0.988539513726581,-0.0685341701272888,0.0454808426283686,0.933761552807271,1.04653095563947
"atx_aa5353f6d6d2","Iceland Gull","did_early_pre","Early pre",-14,-8,"disjoint_period",0.131999813647154,0.0665678159431064,1.14110810661847,0.00152689439866543,0.262472732895643,1.00152806069545,1.30014101660438
"atx_acf526bb8010","Marbled Murrelet","did_early_pre","Early pre",-14,-8,"disjoint_period",0.0660574723271353,0.0933642351649966,1.06828811240558,-0.116936428596258,0.249051373250529,0.889641747140478,1.28280793339038
"atx_b3d3ea90f9cb","Canada Goose","did_early_pre","Early pre",-14,-8,"disjoint_period",-0.0508293976798446,0.0260611486455315,0.950440804108203,-0.101909249025086,0.000250453665397138,0.903111506199737,1.00025048503154
"atx_c12b832d2b03","California Gull","did_early_pre","Early pre",-14,-8,"disjoint_period",0.0323303324763739,0.0646853361592511,1.03285863570967,-0.0944529263957583,0.159113591348506,0.909870564504808,1.17247112169261
"atx_c2d1fbbaf6d3","Red-breasted Merganser","did_early_pre","Early pre",-14,-8,"disjoint_period",-0.046620150810928,0.032766179380246,0.95444987575381,-0.11084186239621,0.0176015607743542,0.895080283589006,1.0177573811298
"atx_c34f23342a55","Pacific Loon","did_early_pre","Early pre",-14,-8,"disjoint_period",-0.0613733277295263,0.0640977074031035,0.940472069926818,-0.187004834239609,0.0642581787805566,0.829439726665332,1.06636767673091
"atx_c9db024faf12","American Crow","did_early_pre","Early pre",-14,-8,"disjoint_period",0.0170331470164271,0.017004886535726,1.01717903821674,-0.0162964305935959,0.0503627246264501,0.983835637843529,1.05165248745754
"atx_d002764a39e8","Lesser Scaup","did_early_pre","Early pre",-14,-8,"disjoint_period",0.0543083947186606,0.0816469536879205,1.05581015822932,-0.105719634509664,0.214336423946985,0.899676851061257,1.23903942721798
"atx_d7dd9536145c","Barrow's Goldeneye","did_early_pre","Early pre",-14,-8,"disjoint_period",-0.0112339458610921,0.0513880382908367,0.988828919280632,-0.111954500911132,0.0894866091889478,0.894084936624906,1.09361268885342
"atx_e0e678a61ad7","Short-billed Gull","did_early_pre","Early pre",-14,-8,"disjoint_period",0.0605552832261956,0.0380930490134776,1.06242633030198,-0.0141070928402205,0.135217659292612,0.985991945930626,1.14478593053167
"atx_ebf17f77fb66","Western Grebe","did_early_pre","Early pre",-14,-8,"disjoint_period",-0.277290028340659,0.177544912872926,0.757834671701922,-0.625278057571594,0.0706980008902759,0.53511261571623,1.07325705424616
"atx_fadb8da1a816","Bonaparte's Gull","did_early_pre","Early pre",-14,-8,"disjoint_period",0.0437040193485074,0.292119360648416,1.04467310609833,-0.528849927522388,0.616257966219403,0.589282297467536,1.85198486921332
"atx_fc0a9b777dcd","Bald Eagle","did_early_pre","Early pre",-14,-8,"disjoint_period",-0.0143048651788538,0.0111602588461717,0.985796963279329,-0.0361789725173503,0.00756924215964273,0.964467664829814,1.00759796128803
"atx_v2_000002","Black Oystercatcher","did_early_pre","Early pre",-14,-8,"disjoint_period",0.0153079612068881,0.0268193427145157,1.01542572820188,-0.0372579505135627,0.0678738729273389,0.963427586653042,1.07023031494909
"atx_v2_000003","Dunlin","did_early_pre","Early pre",-14,-8,"disjoint_period",-0.0648898119450448,0.0835348293489669,0.937170722707423,-0.22861807746902,0.0988384535789303,0.795632345404183,1.10388795600533
"atx_v2_000006","Black-bellied Plover","did_early_pre","Early pre",-14,-8,"disjoint_period",0.0786409784561459,0.0657665538413358,1.08181585714165,-0.0502614670728723,0.207543423985164,0.95098074184004,1.23065115545734
"atx_v2_000007","Common Raven","did_early_pre","Early pre",-14,-8,"disjoint_period",0.00779590425050566,0.0119031695398236,1.00782637143367,-0.0155343080475486,0.0311261165485599,0.984585726958341,1.03161559948159
"atx_04afbeb21fb0","Hooded Merganser","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.0152742496150644,0.0249871101462983,1.0153914971612,-0.0337004862716803,0.0642489855018091,0.966861049431704,1.06635787336068
"atx_04cf65098f13","Red-throated Loon","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",-0.0816559825974251,0.125174793318775,0.921588946804231,-0.326998577502224,0.163686612307374,0.721084768767357,1.17784513507835
"atx_08bb40b40c0a","Ring-billed Gull","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",-0.200367898819219,0.0798583554616068,0.818429598401288,-0.356890275523968,-0.0438455221144697,0.699849284117862,0.957101797115631
"atx_1328b44be502","Black Scoter","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.0756712936044093,0.083020409928305,1.07860797054199,-0.0870487098550685,0.238391297063887,0.916632445512139,1.26920573214784
"atx_136b0e66254b","Common Murre","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.191224728376833,0.160773929962518,1.2107315072373,-0.123892174349702,0.506341631103368,0.883475097023989,1.65921007570551
"atx_15dd5efcd8d6","Black Turnstone","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.0568105423295877,0.0731112663131848,1.0584552589305,-0.0864875396442545,0.20010862430343,0.917146976691108,1.22153543939006
"atx_1930f23cc4f8","Surf Scoter","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",-0.0265911883151772,0.0430764338447064,0.97375924432198,-0.111020998650802,0.0578386220204473,0.894919956620061,1.05954399484364
"atx_3083477933a8","White-winged Scoter","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.106800773492494,0.0649813524118586,1.1127125505601,-0.0205626772347488,0.234164224219737,0.979647292966885,1.26385203027946
"atx_35518e24dfdd","Common Merganser","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.00592844080079254,0.0259011696769188,1.00594604878472,-0.0448378517659683,0.0566947333675534,0.956152507704764,1.05833268742318
"atx_35707a9578d5","Pelagic Cormorant","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.00163781350527809,0.0304475297431561,1.00163915545434,-0.0580393447913079,0.0613149718018641,0.94361282045693,1.06323375010256
"atx_40f730f5ad72","Long-tailed Duck","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.0480728690822142,0.0691607589909303,1.04924711021277,-0.0874822185400092,0.183627956704438,0.916235163504933,1.20156870434708
"atx_4ae57d328ec6","Greater Scaup","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.00586053284402455,0.0709045593270255,1.00587773936333,-0.133112403436945,0.144833469124995,0.875366692353831,1.15584707001591
"atx_59441ff7abde","Brant","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",-0.0575714395864479,0.0683928453978119,0.944054445118176,-0.191621416566159,0.0764785373932634,0.825619375151118,1.07947902165481
"atx_5a9a3495d0ea","Western Gull","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.0549523617987063,0.0468238643497448,1.05649028417985,-0.0368224123267935,0.146727135924206,0.963847287548465,1.15803793296488
"atx_6b4cfd1ab927","Horned Grebe","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",-0.0388300472917177,0.0280656400611857,0.961914175174432,-0.0938387018116417,0.0161786072282063,0.910429601043308,1.01631018954259
"atx_725074cbfcb6","Glaucous-winged Gull","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.0398280162668926,0.0192986265200223,1.04063178706186,0.0020027082876489,0.0776533242461363,1.00200471504732,1.08074792461673
"atx_7571c026ae99","American Herring Gull","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",-0.082717673643012,0.0567917083514309,0.920611023289875,-0.194029422011817,0.0285940747257926,0.823633670952483,1.02900680981476
"atx_7b80ddaff058","Great Blue Heron","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.0639286173120848,0.0180927295843784,1.06601630093658,0.0284668673267031,0.0993903672974665,1.02887592086003,1.10449737506988
"atx_7d980a7c8c37","Northern Pintail","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.00397954506188032,0.0542587587311152,1.00398747396565,-0.102367622051105,0.110326712174866,0.90269763910581,1.11664283167775
"atx_815c98107028","Mallard","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.0415749083782137,0.0195000491420356,1.04245124725911,0.00335481205982392,0.0797950046966035,1.00336044574002,1.08306502167383
"atx_82312e6f2848","Common Goldeneye","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.00877402820479881,0.0241521869156082,1.00881263281364,-0.0385642581497933,0.0561123145593909,0.962169875497336,1.05771647402529
"atx_8608f2ed61cf","Pigeon Guillemot","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",-0.00431827565903773,0.0558103796581135,0.995691034686928,-0.11370661978894,0.105070068470865,0.892519765112771,1.11078843887638
"atx_86eda7ed9025","Red-necked Grebe","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",-0.0298794940338652,0.0403592673678122,0.970562485071646,-0.108983658074777,0.0492246700070467,0.896745071919404,1.0504563302614
"atx_87b306550dba","Harlequin Duck","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.0523755106827868,0.0285631111091336,1.05377137063431,-0.00360818709111506,0.108359208456689,0.996398314593811,1.11444799263956
"atx_98ca0000b734","Brandt's Cormorant","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.0348462279784805,0.0847850000017449,1.03546047170689,-0.131332372024939,0.2010248279819,0.876926260191322,1.22265512750587
"atx_99238953638b","Bufflehead","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",-0.0221918974923451,0.017098983507359,0.978052531213716,-0.0557059051667687,0.0113221101820785,0.945817254959566,1.01138644785504
"atx_9ae1aa9b7fdf","Common Loon","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",-0.0368489703095878,0.0235688892438153,0.963821690048697,-0.0830439932274658,0.00934605260829019,0.920310658893369,1.0093898633374
"atx_a113baee5693","American Wigeon","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.0864067827216895,0.0295718911474129,1.09024973286801,0.0284458760727602,0.144367689370619,1.02885432369098,1.15530882521304
"atx_a444854c6b66","Double-crested Cormorant","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.065389449227781,0.0291099256684875,1.06757470958104,0.00833399491754551,0.122444903538017,1.00836881932812,1.13025684520516
"atx_aa5353f6d6d2","Iceland Gull","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.225463588632434,0.0631967349240637,1.25290341335913,0.101597988181269,0.349329189083599,1.1069383799565,1.41811594180035
"atx_acf526bb8010","Marbled Murrelet","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.0504004842525421,0.0900140303485674,1.05169219821197,-0.12602701523065,0.226827983735734,0.881591030076694,1.254614035358
"atx_b3d3ea90f9cb","Canada Goose","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",-0.0167030337734949,0.0246236436104382,0.983435688460539,-0.0649653752499538,0.031559307702964,0.937099909665818,1.03206258304171
"atx_c12b832d2b03","California Gull","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.0959862018988976,0.0573216763301802,1.10074387571391,-0.0163642837082556,0.208336687506051,0.983768883795948,1.2316277734324
"atx_c2d1fbbaf6d3","Red-breasted Merganser","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.00516896265778332,0.0360503179145389,1.00518234479258,-0.0654896604547129,0.0758275857702796,0.936608730817952,1.07877656169222
"atx_c34f23342a55","Pacific Loon","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",-0.0222492225230276,0.0727496114740826,0.977996465929343,-0.164838461012229,0.120340015966174,0.848030683042034,1.12788028369355
"atx_c9db024faf12","American Crow","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",-0.0254226356802604,0.0160690094117074,0.974897798353304,-0.0569178941272069,0.00607262276668611,0.944671629271042,1.00609109852015
"atx_d002764a39e8","Lesser Scaup","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.0268534603915799,0.0861879494123413,1.0272172637182,-0.142074920456609,0.195781841239769,0.867556256340165,1.21626153827999
"atx_d7dd9536145c","Barrow's Goldeneye","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.0213502665031794,0.0484649020370104,1.02157981416698,-0.073640941489361,0.11634147449572,0.929005201187293,1.12337941206321
"atx_e0e678a61ad7","Short-billed Gull","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.0304166715637199,0.0358795134944056,1.03088398451923,-0.0399071748853151,0.100740518012755,0.960878628681651,1.10598962014206
"atx_ebf17f77fb66","Western Grebe","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",-0.0970311153904002,0.241203972324704,0.90752776761316,-0.56979090114682,0.37572867036602,0.56564370178412,1.45605201011017
"atx_fadb8da1a816","Bonaparte's Gull","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.44142208803741,0.258086539075358,1.55491687566349,-0.0644275285502917,0.947271704625112,0.937604061325486,2.57866469435418
"atx_fc0a9b777dcd","Bald Eagle","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.0218145619243626,0.0108331370061757,1.02205423912522,0.000581613392258228,0.043047510456467,1.00058178256212,1.04398749399475
"atx_v2_000002","Black Oystercatcher","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.0440810522973369,0.0261863902454094,1.04506705654157,-0.00724427258366553,0.0954063771783393,0.99278190391094,1.10010582220124
"atx_v2_000003","Dunlin","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",-0.00605764611205377,0.081091639905229,0.993960664434562,-0.164997260326303,0.152881968102195,0.847896027043177,1.16518744154097
"atx_v2_000006","Black-bellied Plover","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.0681581880447544,0.0616115273813122,1.07053464086692,-0.0526004056226175,0.188916781712126,0.9487590555296,1.20794042556605
"atx_v2_000007","Common Raven","did_immediate_pre","Immediate pre",-7,-1,"disjoint_period",0.0203538055636339,0.0117938775469739,1.02056235679799,-0.00276219442843494,0.0434698055557027,0.997241616920559,1.04442845789902
"atx_04afbeb21fb0","Hooded Merganser","did_spawn_start","Spawn start",0,3,"disjoint_period",-0.015702169098952,0.0291917085889916,0.98442046723374,-0.0729179179333755,0.0415135797354715,0.92967713671472,1.04238731709939
"atx_04cf65098f13","Red-throated Loon","did_spawn_start","Spawn start",0,3,"disjoint_period",-0.0538899689383413,0.16495584149926,0.947536359197738,-0.377203418276891,0.269423480400208,0.685776560220473,1.30920944821016
"atx_08bb40b40c0a","Ring-billed Gull","did_spawn_start","Spawn start",0,3,"disjoint_period",-0.124448194170047,0.0811000384035043,0.88298400390067,-0.283404269440915,0.0345078811008214,0.753215224403358,1.03511018615171
"atx_1328b44be502","Black Scoter","did_spawn_start","Spawn start",0,3,"disjoint_period",-0.022337286534649,0.0891549747075003,0.977910343429404,-0.19708103696135,0.152406463892052,0.821124089215348,1.16463352171296
"atx_136b0e66254b","Common Murre","did_spawn_start","Spawn start",0,3,"disjoint_period",0.136089307842069,0.174936125859835,1.14578421654153,-0.206785498843208,0.478964114527346,0.813194062348146,1.61440120096897
"atx_15dd5efcd8d6","Black Turnstone","did_spawn_start","Spawn start",0,3,"disjoint_period",0.0519898740012489,0.089465352504936,1.05336507608592,-0.123362216908426,0.227341964910923,0.883943425311909,1.25525904910256
"atx_1930f23cc4f8","Surf Scoter","did_spawn_start","Spawn start",0,3,"disjoint_period",0.0474301497648476,0.0467662417678371,1.04857295549569,-0.0442316841001131,0.139091983629808,0.956732272138035,1.14922980547094
"atx_3083477933a8","White-winged Scoter","did_spawn_start","Spawn start",0,3,"disjoint_period",0.102243367112954,0.0666824095379255,1.10765300524285,-0.02845415558138,0.232940889807288,0.971946851463112,1.26230686192009
"atx_35518e24dfdd","Common Merganser","did_spawn_start","Spawn start",0,3,"disjoint_period",0.125085511530178,0.0278663165223771,1.133245354468,0.0704675311463189,0.179703491914037,1.0730097294692,1.19686243111569
"atx_35707a9578d5","Pelagic Cormorant","did_spawn_start","Spawn start",0,3,"disjoint_period",0.0248764826922658,0.0319907379374784,1.02518848418221,-0.0378253636651919,0.0875783290497235,0.962881080231861,1.09152775942668
"atx_40f730f5ad72","Long-tailed Duck","did_spawn_start","Spawn start",0,3,"disjoint_period",0.199349273000559,0.0697872605079902,1.22060821695099,0.0625662424048982,0.33613230359622,1.0645649759264,1.39952417464397
"atx_4ae57d328ec6","Greater Scaup","did_spawn_start","Spawn start",0,3,"disjoint_period",0.000192603798300306,0.0711277864499817,1.0001926223476,-0.139217857643664,0.139603065240264,0.870038463280383,1.14981730580822
"atx_59441ff7abde","Brant","did_spawn_start","Spawn start",0,3,"disjoint_period",0.0150930637545172,0.0714437299782527,1.01520753924479,-0.124936647002858,0.155122774511892,0.882552813179376,1.16780132854211
"atx_5a9a3495d0ea","Western Gull","did_spawn_start","Spawn start",0,3,"disjoint_period",0.116989345392893,0.0485023122985936,1.12410745270348,0.0219248132876495,0.212053877498136,1.02216692821038,1.23621448742805
"atx_6b4cfd1ab927","Horned Grebe","did_spawn_start","Spawn start",0,3,"disjoint_period",-0.0572906434919256,0.0294530262742472,0.944319569140535,-0.11501857498945,0.000437288005598911,0.891349586943885,1.00043738362994
"atx_725074cbfcb6","Glaucous-winged Gull","did_spawn_start","Spawn start",0,3,"disjoint_period",0.238306511876278,0.0219746589442583,1.26909812686346,0.195236180345532,0.281376843407024,1.21559805295684,1.32495280959908
"atx_7571c026ae99","American Herring Gull","did_spawn_start","Spawn start",0,3,"disjoint_period",-0.0759351810612007,0.0541026079093042,0.926876283749402,-0.181976292563437,0.0301059304410355,0.833621103200894,1.03056369623847
"atx_7b80ddaff058","Great Blue Heron","did_spawn_start","Spawn start",0,3,"disjoint_period",0.0367253195582404,0.0194831199354701,1.03740802600383,-0.001461595515281,0.0749122346317618,0.998539472095243,1.07778955413643
"atx_7d980a7c8c37","Northern Pintail","did_spawn_start","Spawn start",0,3,"disjoint_period",0.0682255694069397,0.0560255592745721,1.07060677737959,-0.0415845267712216,0.178035665585101,0.959268248066753,1.19486793613891
"atx_815c98107028","Mallard","did_spawn_start","Spawn start",0,3,"disjoint_period",0.0848305535738326,0.0219688296957254,1.08853260311113,0.0417716473702108,0.127889459777454,1.0426563582427,1.1364273748188
"atx_82312e6f2848","Common Goldeneye","did_spawn_start","Spawn start",0,3,"disjoint_period",0.097008110859007,0.0274780353101043,1.10186931069139,0.0431511616512026,0.150865060066811,1.04409571015406,1.16283973397838
"atx_8608f2ed61cf","Pigeon Guillemot","did_spawn_start","Spawn start",0,3,"disjoint_period",-0.0433740761951233,0.0538208284605942,0.95755312523232,-0.148862899977888,0.0621147475876413,0.861687244141238,1.0640844388453
"atx_86eda7ed9025","Red-necked Grebe","did_spawn_start","Spawn start",0,3,"disjoint_period",0.00396120795926595,0.0425652020670355,1.00396906391311,-0.0794665880921236,0.0873890040106555,0.923608878987853,1.09132112545209
"atx_87b306550dba","Harlequin Duck","did_spawn_start","Spawn start",0,3,"disjoint_period",0.132814853679534,0.031309910528544,1.14203853452313,0.0714474290435878,0.19418227831548,1.07406168476708,1.21431760655215
"atx_98ca0000b734","Brandt's Cormorant","did_spawn_start","Spawn start",0,3,"disjoint_period",0.0654489156900293,0.0817907348130772,1.06763819635986,-0.094860924543602,0.225758755923661,0.909499414719074,1.25327328405
"atx_99238953638b","Bufflehead","did_spawn_start","Spawn start",0,3,"disjoint_period",0.0588141945352363,0.0197318781229703,1.06057816121334,0.0201397134142145,0.0974886756562581,1.0203438857967,1.1023989575479
"atx_9ae1aa9b7fdf","Common Loon","did_spawn_start","Spawn start",0,3,"disjoint_period",0.0287034195766969,0.0264275494025156,1.02911933256273,-0.0230945772522337,0.0805014164056275,0.977170061343449,1.08383038178462
"atx_a113baee5693","American Wigeon","did_spawn_start","Spawn start",0,3,"disjoint_period",0.0648709486480372,0.0327742598773577,1.06702131495532,0.000633399288416117,0.129108498007658,1.0006335999281,1.13781356797412
"atx_a444854c6b66","Double-crested Cormorant","did_spawn_start","Spawn start",0,3,"disjoint_period",0.14383102037562,0.030670627238912,1.15468897312947,0.0837165909873525,0.203945449763888,1.08732069365332,1.22623126042693
"atx_aa5353f6d6d2","Iceland Gull","did_spawn_start","Spawn start",0,3,"disjoint_period",0.228414492343698,0.0632504938084045,1.25660607109786,0.104443524479225,0.352385460208171,1.11009269903259,1.42245671852098
"atx_acf526bb8010","Marbled Murrelet","did_spawn_start","Spawn start",0,3,"disjoint_period",-0.0142175945988474,0.0886766635123734,0.985882998106183,-0.188023855083099,0.159588665885404,0.828594940795748,1.17302826519964
"atx_b3d3ea90f9cb","Canada Goose","did_spawn_start","Spawn start",0,3,"disjoint_period",0.0372983580646032,0.028063952934066,1.03800267111054,-0.0177069896861662,0.0923037058153726,0.982448857836485,1.09669784502099
"atx_c12b832d2b03","California Gull","did_spawn_start","Spawn start",0,3,"disjoint_period",0.162329776052817,0.0552076342071114,1.1762480758158,0.0541228130068787,0.270536739098755,1.05561423735307,1.31066774859878
"atx_c2d1fbbaf6d3","Red-breasted Merganser","did_spawn_start","Spawn start",0,3,"disjoint_period",0.137693129912352,0.0397181381262447,1.14762332496292,0.0598455791849124,0.215540680639792,1.06167258953987,1.24053244755029
"atx_c34f23342a55","Pacific Loon","did_spawn_start","Spawn start",0,3,"disjoint_period",0.139155443679557,0.0730565745402869,1.14930273796569,-0.00403544241940532,0.282346329778519,0.99597268903667,1.32623795615624
