"analysis_taxon_id","species","outcome","term","exposed_rows","finite_numeric_rows","unquantified_x_rows"
"atx_1328b44be502","Black Scoter","conditional_positive_numeric_count","es_reference_late_egg",205,,
"atx_136b0e66254b","Common Murre","checklist_reporting","es_near_baseline",8077,,
"atx_136b0e66254b","Common Murre","checklist_reporting","es_reference_baseline",25992,,
"atx_136b0e66254b","Common Murre","checklist_reporting","es_near_early_pre",4512,,
"atx_136b0e66254b","Common Murre","checklist_reporting","es_reference_early_pre",15467,,
"atx_136b0e66254b","Common Murre","checklist_reporting","es_near_immediate_pre",4587,,
"atx_136b0e66254b","Common Murre","checklist_reporting","es_reference_immediate_pre",15169,,
"atx_136b0e66254b","Common Murre","checklist_reporting","es_near_spawn_start",2992,,
"atx_136b0e66254b","Common Murre","checklist_reporting","es_reference_spawn_start",9759,,
"atx_136b0e66254b","Common Murre","checklist_reporting","es_near_early_egg",7018,,
"atx_136b0e66254b","Common Murre","checklist_reporting","es_reference_early_egg",22927,,
"atx_136b0e66254b","Common Murre","checklist_reporting","es_near_late_egg",8712,,
"atx_136b0e66254b","Common Murre","checklist_reporting","es_reference_late_egg",28655,,
"atx_136b0e66254b","Common Murre","conditional_positive_numeric_count","es_near_baseline",151,,
"atx_136b0e66254b","Common Murre","conditional_positive_numeric_count","es_reference_baseline",361,,
"atx_136b0e66254b","Common Murre","conditional_positive_numeric_count","es_near_early_pre",66,,
"atx_136b0e66254b","Common Murre","conditional_positive_numeric_count","es_reference_early_pre",203,,
"atx_136b0e66254b","Common Murre","conditional_positive_numeric_count","es_near_immediate_pre",40,,
"atx_136b0e66254b","Common Murre","conditional_positive_numeric_count","es_reference_immediate_pre",158,,
"atx_136b0e66254b","Common Murre","conditional_positive_numeric_count","es_near_spawn_start",42,,
"atx_136b0e66254b","Common Murre","conditional_positive_numeric_count","es_reference_spawn_start",108,,
"atx_136b0e66254b","Common Murre","conditional_positive_numeric_count","es_near_early_egg",81,,
"atx_136b0e66254b","Common Murre","conditional_positive_numeric_count","es_reference_early_egg",202,,
"atx_136b0e66254b","Common Murre","conditional_positive_numeric_count","es_near_late_egg",62,,
"atx_136b0e66254b","Common Murre","conditional_positive_numeric_count","es_reference_late_egg",188,,
"atx_15dd5efcd8d6","Black Turnstone","checklist_reporting","es_near_baseline",8077,,
"atx_15dd5efcd8d6","Black Turnstone","checklist_reporting","es_reference_baseline",25992,,
"atx_15dd5efcd8d6","Black Turnstone","checklist_reporting","es_near_early_pre",4512,,
"atx_15dd5efcd8d6","Black Turnstone","checklist_reporting","es_reference_early_pre",15467,,
"atx_15dd5efcd8d6","Black Turnstone","checklist_reporting","es_near_immediate_pre",4587,,
"atx_15dd5efcd8d6","Black Turnstone","checklist_reporting","es_reference_immediate_pre",15169,,
"atx_15dd5efcd8d6","Black Turnstone","checklist_reporting","es_near_spawn_start",2992,,
"atx_15dd5efcd8d6","Black Turnstone","checklist_reporting","es_reference_spawn_start",9759,,
"atx_15dd5efcd8d6","Black Turnstone","checklist_reporting","es_near_early_egg",7018,,
"atx_15dd5efcd8d6","Black Turnstone","checklist_reporting","es_reference_early_egg",22927,,
"atx_15dd5efcd8d6","Black Turnstone","checklist_reporting","es_near_late_egg",8712,,
"atx_15dd5efcd8d6","Black Turnstone","checklist_reporting","es_reference_late_egg",28655,,
"atx_15dd5efcd8d6","Black Turnstone","conditional_positive_numeric_count","es_near_baseline",287,,
"atx_15dd5efcd8d6","Black Turnstone","conditional_positive_numeric_count","es_reference_baseline",893,,
"atx_15dd5efcd8d6","Black Turnstone","conditional_positive_numeric_count","es_near_early_pre",168,,
"atx_15dd5efcd8d6","Black Turnstone","conditional_positive_numeric_count","es_reference_early_pre",490,,
"atx_15dd5efcd8d6","Black Turnstone","conditional_positive_numeric_count","es_near_immediate_pre",146,,
"atx_15dd5efcd8d6","Black Turnstone","conditional_positive_numeric_count","es_reference_immediate_pre",408,,
"atx_15dd5efcd8d6","Black Turnstone","conditional_positive_numeric_count","es_near_spawn_start",101,,
"atx_15dd5efcd8d6","Black Turnstone","conditional_positive_numeric_count","es_reference_spawn_start",303,,
"atx_15dd5efcd8d6","Black Turnstone","conditional_positive_numeric_count","es_near_early_egg",168,,
"atx_15dd5efcd8d6","Black Turnstone","conditional_positive_numeric_count","es_reference_early_egg",459,,
"atx_15dd5efcd8d6","Black Turnstone","conditional_positive_numeric_count","es_near_late_egg",115,,
"atx_15dd5efcd8d6","Black Turnstone","conditional_positive_numeric_count","es_reference_late_egg",437,,
"atx_1812dd827ede","Surfbird","checklist_reporting","es_near_baseline",8077,,
"atx_1812dd827ede","Surfbird","checklist_reporting","es_reference_baseline",25992,,
"atx_1812dd827ede","Surfbird","checklist_reporting","es_near_early_pre",4512,,
"atx_1812dd827ede","Surfbird","checklist_reporting","es_reference_early_pre",15467,,
"atx_1812dd827ede","Surfbird","checklist_reporting","es_near_immediate_pre",4587,,
"atx_1812dd827ede","Surfbird","checklist_reporting","es_reference_immediate_pre",15169,,
"atx_1812dd827ede","Surfbird","checklist_reporting","es_near_spawn_start",2992,,
"atx_1812dd827ede","Surfbird","checklist_reporting","es_reference_spawn_start",9759,,
"atx_1812dd827ede","Surfbird","checklist_reporting","es_near_early_egg",7018,,
"atx_1812dd827ede","Surfbird","checklist_reporting","es_reference_early_egg",22927,,
"atx_1812dd827ede","Surfbird","checklist_reporting","es_near_late_egg",8712,,
"atx_1812dd827ede","Surfbird","checklist_reporting","es_reference_late_egg",28655,,
"atx_1812dd827ede","Surfbird","conditional_positive_numeric_count","es_near_baseline",45,,
"atx_1812dd827ede","Surfbird","conditional_positive_numeric_count","es_reference_baseline",181,,
"atx_1812dd827ede","Surfbird","conditional_positive_numeric_count","es_near_early_pre",22,,
"atx_1812dd827ede","Surfbird","conditional_positive_numeric_count","es_reference_early_pre",100,,
"atx_1812dd827ede","Surfbird","conditional_positive_numeric_count","es_near_immediate_pre",,,
"atx_1812dd827ede","Surfbird","conditional_positive_numeric_count","es_reference_immediate_pre",71,,
"atx_1812dd827ede","Surfbird","conditional_positive_numeric_count","es_near_spawn_start",,,
"atx_1812dd827ede","Surfbird","conditional_positive_numeric_count","es_reference_spawn_start",53,,
"atx_1812dd827ede","Surfbird","conditional_positive_numeric_count","es_near_early_egg",24,,
"atx_1812dd827ede","Surfbird","conditional_positive_numeric_count","es_reference_early_egg",95,,
"atx_1812dd827ede","Surfbird","conditional_positive_numeric_count","es_near_late_egg",22,,
"atx_1812dd827ede","Surfbird","conditional_positive_numeric_count","es_reference_late_egg",70,,
"atx_1930f23cc4f8","Surf Scoter","checklist_reporting","es_near_baseline",8075,,
"atx_1930f23cc4f8","Surf Scoter","checklist_reporting","es_reference_baseline",25987,,
"atx_1930f23cc4f8","Surf Scoter","checklist_reporting","es_near_early_pre",4511,,
"atx_1930f23cc4f8","Surf Scoter","checklist_reporting","es_reference_early_pre",15466,,
"atx_1930f23cc4f8","Surf Scoter","checklist_reporting","es_near_immediate_pre",4586,,
"atx_1930f23cc4f8","Surf Scoter","checklist_reporting","es_reference_immediate_pre",15167,,
"atx_1930f23cc4f8","Surf Scoter","checklist_reporting","es_near_spawn_start",2991,,
"atx_1930f23cc4f8","Surf Scoter","checklist_reporting","es_reference_spawn_start",9758,,
"atx_1930f23cc4f8","Surf Scoter","checklist_reporting","es_near_early_egg",7017,,
"atx_1930f23cc4f8","Surf Scoter","checklist_reporting","es_reference_early_egg",22923,,
"atx_1930f23cc4f8","Surf Scoter","checklist_reporting","es_near_late_egg",8710,,
"atx_1930f23cc4f8","Surf Scoter","checklist_reporting","es_reference_late_egg",28651,,
"atx_1930f23cc4f8","Surf Scoter","conditional_positive_numeric_count","es_near_baseline",1510,,
"atx_1930f23cc4f8","Surf Scoter","conditional_positive_numeric_count","es_reference_baseline",3174,,
"atx_1930f23cc4f8","Surf Scoter","conditional_positive_numeric_count","es_near_early_pre",841,,
"atx_1930f23cc4f8","Surf Scoter","conditional_positive_numeric_count","es_reference_early_pre",1878,,
"atx_1930f23cc4f8","Surf Scoter","conditional_positive_numeric_count","es_near_immediate_pre",851,,
"atx_1930f23cc4f8","Surf Scoter","conditional_positive_numeric_count","es_reference_immediate_pre",1751,,
"atx_1930f23cc4f8","Surf Scoter","conditional_positive_numeric_count","es_near_spawn_start",567,,
"atx_1930f23cc4f8","Surf Scoter","conditional_positive_numeric_count","es_reference_spawn_start",1180,,
"atx_1930f23cc4f8","Surf Scoter","conditional_positive_numeric_count","es_near_early_egg",985,,
"atx_1930f23cc4f8","Surf Scoter","conditional_positive_numeric_count","es_reference_early_egg",1895,,
"atx_1930f23cc4f8","Surf Scoter","conditional_positive_numeric_count","es_near_late_egg",974,,
"atx_1930f23cc4f8","Surf Scoter","conditional_positive_numeric_count","es_reference_late_egg",1913,,
"atx_3083477933a8","White-winged Scoter","checklist_reporting","es_near_baseline",8077,,
"atx_3083477933a8","White-winged Scoter","checklist_reporting","es_reference_baseline",25992,,
"atx_3083477933a8","White-winged Scoter","checklist_reporting","es_near_early_pre",4512,,
"atx_3083477933a8","White-winged Scoter","checklist_reporting","es_reference_early_pre",15467,,
"atx_3083477933a8","White-winged Scoter","checklist_reporting","es_near_immediate_pre",4587,,
"atx_3083477933a8","White-winged Scoter","checklist_reporting","es_reference_immediate_pre",15169,,
"atx_3083477933a8","White-winged Scoter","checklist_reporting","es_near_spawn_start",2992,,
"atx_3083477933a8","White-winged Scoter","checklist_reporting","es_reference_spawn_start",9759,,
"atx_3083477933a8","White-winged Scoter","checklist_reporting","es_near_early_egg",7018,,
"atx_3083477933a8","White-winged Scoter","checklist_reporting","es_reference_early_egg",22927,,
"atx_3083477933a8","White-winged Scoter","checklist_reporting","es_near_late_egg",8712,,
"atx_3083477933a8","White-winged Scoter","checklist_reporting","es_reference_late_egg",28655,,
"atx_3083477933a8","White-winged Scoter","conditional_positive_numeric_count","es_near_baseline",499,,
"atx_3083477933a8","White-winged Scoter","conditional_positive_numeric_count","es_reference_baseline",902,,
"atx_3083477933a8","White-winged Scoter","conditional_positive_numeric_count","es_near_early_pre",273,,
"atx_3083477933a8","White-winged Scoter","conditional_positive_numeric_count","es_reference_early_pre",618,,
"atx_3083477933a8","White-winged Scoter","conditional_positive_numeric_count","es_near_immediate_pre",304,,
"atx_3083477933a8","White-winged Scoter","conditional_positive_numeric_count","es_reference_immediate_pre",626,,
"atx_3083477933a8","White-winged Scoter","conditional_positive_numeric_count","es_near_spawn_start",259,,
"atx_3083477933a8","White-winged Scoter","conditional_positive_numeric_count","es_reference_spawn_start",457,,
"atx_3083477933a8","White-winged Scoter","conditional_positive_numeric_count","es_near_early_egg",387,,
"atx_3083477933a8","White-winged Scoter","conditional_positive_numeric_count","es_reference_early_egg",641,,
"atx_3083477933a8","White-winged Scoter","conditional_positive_numeric_count","es_near_late_egg",343,,
"atx_3083477933a8","White-winged Scoter","conditional_positive_numeric_count","es_reference_late_egg",626,,
"atx_35518e24dfdd","Common Merganser","checklist_reporting","es_near_baseline",8072,,
"atx_35518e24dfdd","Common Merganser","checklist_reporting","es_reference_baseline",25966,,
"atx_35518e24dfdd","Common Merganser","checklist_reporting","es_near_early_pre",4510,,
"atx_35518e24dfdd","Common Merganser","checklist_reporting","es_reference_early_pre",15456,,
"atx_35518e24dfdd","Common Merganser","checklist_reporting","es_near_immediate_pre",4584,,
"atx_35518e24dfdd","Common Merganser","checklist_reporting","es_reference_immediate_pre",15164,,
"atx_35518e24dfdd","Common Merganser","checklist_reporting","es_near_spawn_start",2990,,
"atx_35518e24dfdd","Common Merganser","checklist_reporting","es_reference_spawn_start",9751,,
"atx_35518e24dfdd","Common Merganser","checklist_reporting","es_near_early_egg",7016,,
"atx_35518e24dfdd","Common Merganser","checklist_reporting","es_reference_early_egg",22910,,
"atx_35518e24dfdd","Common Merganser","checklist_reporting","es_near_late_egg",8706,,
"atx_35518e24dfdd","Common Merganser","checklist_reporting","es_reference_late_egg",28634,,
"atx_35518e24dfdd","Common Merganser","conditional_positive_numeric_count","es_near_baseline",1552,,
"atx_35518e24dfdd","Common Merganser","conditional_positive_numeric_count","es_reference_baseline",4885,,
"atx_35518e24dfdd","Common Merganser","conditional_positive_numeric_count","es_near_early_pre",761,,
"atx_35518e24dfdd","Common Merganser","conditional_positive_numeric_count","es_reference_early_pre",2718,,
"atx_35518e24dfdd","Common Merganser","conditional_positive_numeric_count","es_near_immediate_pre",860,,
"atx_35518e24dfdd","Common Merganser","conditional_positive_numeric_count","es_reference_immediate_pre",2668,,
"atx_35518e24dfdd","Common Merganser","conditional_positive_numeric_count","es_near_spawn_start",643,,
"atx_35518e24dfdd","Common Merganser","conditional_positive_numeric_count","es_reference_spawn_start",1729,,
"atx_35518e24dfdd","Common Merganser","conditional_positive_numeric_count","es_near_early_egg",1224,,
"atx_35518e24dfdd","Common Merganser","conditional_positive_numeric_count","es_reference_early_egg",3340,,
"atx_35518e24dfdd","Common Merganser","conditional_positive_numeric_count","es_near_late_egg",1318,,
"atx_35518e24dfdd","Common Merganser","conditional_positive_numeric_count","es_reference_late_egg",3581,,
"atx_35707a9578d5","Pelagic Cormorant","checklist_reporting","es_near_baseline",8077,,
"atx_35707a9578d5","Pelagic Cormorant","checklist_reporting","es_reference_baseline",25992,,
"atx_35707a9578d5","Pelagic Cormorant","checklist_reporting","es_near_early_pre",4512,,
"atx_35707a9578d5","Pelagic Cormorant","checklist_reporting","es_reference_early_pre",15467,,
"atx_35707a9578d5","Pelagic Cormorant","checklist_reporting","es_near_immediate_pre",4587,,
"atx_35707a9578d5","Pelagic Cormorant","checklist_reporting","es_reference_immediate_pre",15169,,
"atx_35707a9578d5","Pelagic Cormorant","checklist_reporting","es_near_spawn_start",2992,,
"atx_35707a9578d5","Pelagic Cormorant","checklist_reporting","es_reference_spawn_start",9759,,
"atx_35707a9578d5","Pelagic Cormorant","checklist_reporting","es_near_early_egg",7018,,
"atx_35707a9578d5","Pelagic Cormorant","checklist_reporting","es_reference_early_egg",22927,,
"atx_35707a9578d5","Pelagic Cormorant","checklist_reporting","es_near_late_egg",8712,,
"atx_35707a9578d5","Pelagic Cormorant","checklist_reporting","es_reference_late_egg",28655,,
"atx_35707a9578d5","Pelagic Cormorant","conditional_positive_numeric_count","es_near_baseline",1008,,
"atx_35707a9578d5","Pelagic Cormorant","conditional_positive_numeric_count","es_reference_baseline",2507,,
"atx_35707a9578d5","Pelagic Cormorant","conditional_positive_numeric_count","es_near_early_pre",538,,
"atx_35707a9578d5","Pelagic Cormorant","conditional_positive_numeric_count","es_reference_early_pre",1507,,
"atx_35707a9578d5","Pelagic Cormorant","conditional_positive_numeric_count","es_near_immediate_pre",581,,
"atx_35707a9578d5","Pelagic Cormorant","conditional_positive_numeric_count","es_reference_immediate_pre",1500,,
"atx_35707a9578d5","Pelagic Cormorant","conditional_positive_numeric_count","es_near_spawn_start",418,,
"atx_35707a9578d5","Pelagic Cormorant","conditional_positive_numeric_count","es_reference_spawn_start",1014,,
"atx_35707a9578d5","Pelagic Cormorant","conditional_positive_numeric_count","es_near_early_egg",900,,
"atx_35707a9578d5","Pelagic Cormorant","conditional_positive_numeric_count","es_reference_early_egg",2198,,
"atx_35707a9578d5","Pelagic Cormorant","conditional_positive_numeric_count","es_near_late_egg",916,,
"atx_35707a9578d5","Pelagic Cormorant","conditional_positive_numeric_count","es_reference_late_egg",2543,,
"atx_40f730f5ad72","Long-tailed Duck","checklist_reporting","es_near_baseline",8077,,
"atx_40f730f5ad72","Long-tailed Duck","checklist_reporting","es_reference_baseline",25992,,
"atx_40f730f5ad72","Long-tailed Duck","checklist_reporting","es_near_early_pre",4512,,
"atx_40f730f5ad72","Long-tailed Duck","checklist_reporting","es_reference_early_pre",15467,,
"atx_40f730f5ad72","Long-tailed Duck","checklist_reporting","es_near_immediate_pre",4587,,
"atx_40f730f5ad72","Long-tailed Duck","checklist_reporting","es_reference_immediate_pre",15169,,
"atx_40f730f5ad72","Long-tailed Duck","checklist_reporting","es_near_spawn_start",2992,,
"atx_40f730f5ad72","Long-tailed Duck","checklist_reporting","es_reference_spawn_start",9759,,
"atx_40f730f5ad72","Long-tailed Duck","checklist_reporting","es_near_early_egg",7018,,
"atx_40f730f5ad72","Long-tailed Duck","checklist_reporting","es_reference_early_egg",22927,,
"atx_40f730f5ad72","Long-tailed Duck","checklist_reporting","es_near_late_egg",8712,,
"atx_40f730f5ad72","Long-tailed Duck","checklist_reporting","es_reference_late_egg",28655,,
"atx_40f730f5ad72","Long-tailed Duck","conditional_positive_numeric_count","es_near_baseline",381,,
"atx_40f730f5ad72","Long-tailed Duck","conditional_positive_numeric_count","es_reference_baseline",721,,
"atx_40f730f5ad72","Long-tailed Duck","conditional_positive_numeric_count","es_near_early_pre",227,,
"atx_40f730f5ad72","Long-tailed Duck","conditional_positive_numeric_count","es_reference_early_pre",490,,
"atx_40f730f5ad72","Long-tailed Duck","conditional_positive_numeric_count","es_near_immediate_pre",215,,
"atx_40f730f5ad72","Long-tailed Duck","conditional_positive_numeric_count","es_reference_immediate_pre",453,,
"atx_40f730f5ad72","Long-tailed Duck","conditional_positive_numeric_count","es_near_spawn_start",206,,
"atx_40f730f5ad72","Long-tailed Duck","conditional_positive_numeric_count","es_reference_spawn_start",361,,
"atx_40f730f5ad72","Long-tailed Duck","conditional_positive_numeric_count","es_near_early_egg",330,,
"atx_40f730f5ad72","Long-tailed Duck","conditional_positive_numeric_count","es_reference_early_egg",461,,
"atx_40f730f5ad72","Long-tailed Duck","conditional_positive_numeric_count","es_near_late_egg",227,,
"atx_40f730f5ad72","Long-tailed Duck","conditional_positive_numeric_count","es_reference_late_egg",341,,
"atx_4ae57d328ec6","Greater Scaup","checklist_reporting","es_near_baseline",8027,,
"atx_4ae57d328ec6","Greater Scaup","checklist_reporting","es_reference_baseline",25851,,
"atx_4ae57d328ec6","Greater Scaup","checklist_reporting","es_near_early_pre",4484,,
"atx_4ae57d328ec6","Greater Scaup","checklist_reporting","es_reference_early_pre",15376,,
"atx_4ae57d328ec6","Greater Scaup","checklist_reporting","es_near_immediate_pre",4560,,
"atx_4ae57d328ec6","Greater Scaup","checklist_reporting","es_reference_immediate_pre",15079,,
"atx_4ae57d328ec6","Greater Scaup","checklist_reporting","es_near_spawn_start",2971,,
"atx_4ae57d328ec6","Greater Scaup","checklist_reporting","es_reference_spawn_start",9690,,
"atx_4ae57d328ec6","Greater Scaup","checklist_reporting","es_near_early_egg",6959,,
"atx_4ae57d328ec6","Greater Scaup","checklist_reporting","es_reference_early_egg",22770,,
"atx_4ae57d328ec6","Greater Scaup","checklist_reporting","es_near_late_egg",8646,,
"atx_4ae57d328ec6","Greater Scaup","checklist_reporting","es_reference_late_egg",28507,,
"atx_4ae57d328ec6","Greater Scaup","conditional_positive_numeric_count","es_near_baseline",374,,
"atx_4ae57d328ec6","Greater Scaup","conditional_positive_numeric_count","es_reference_baseline",982,,
