"analysis_version","analysis_taxon_id","species","outcome","engine","n","event_blocks","observer_clusters","generalized_locations","converged","singular_fit","rank_deficient","optimizer_code","convergence_message","maximum_absolute_gradient","event_block_variance","observer_variance","location_variance","residual_variance","reproduction_max_abs_estimate_difference","status"
"editorial_requested_analysis_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","checklist_reporting","lme4_glmer_nAGQ0",217200,58,29248,22980,TRUE,FALSE,FALSE,0,"",,1.97911576299874,1.19827284495111,14.7040010703611,,4.85722573273506e-17,"completed"
"editorial_requested_analysis_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","conditional_positive_numeric_count","lme4_lmer_REML",1816,,,,FALSE,,,,"failed_insufficient_support",,,,,,,"failed_insufficient_support"
"editorial_requested_analysis_v1","atx_725074cbfcb6","Glaucous-winged Gull","checklist_reporting","lme4_glmer_nAGQ0",217037,58,29206,22967,TRUE,FALSE,FALSE,0,"",,0.281839708447423,2.07339564914761,4.87386664907499,,4.16333634234434e-16,"completed"
"editorial_requested_analysis_v1","atx_725074cbfcb6","Glaucous-winged Gull","conditional_positive_numeric_count","lme4_lmer_REML",85053,57,13084,7897,TRUE,FALSE,FALSE,0,"",0.0491636455990374,0.0289995062362813,0.282372197668038,0.553052205406286,0.939934592164577,4.85722573273506e-17,"completed"
"editorial_requested_analysis_v1","atx_7571c026ae99","American Herring Gull","checklist_reporting","lme4_glmer_nAGQ0",217179,58,29244,22979,TRUE,FALSE,FALSE,0,"",,0.305995110862288,2.3113106239951,3.69792541535043,,3.88578058618805e-16,"completed"
"editorial_requested_analysis_v1","atx_7571c026ae99","American Herring Gull","conditional_positive_numeric_count","lme4_lmer_REML",1851,47,806,498,TRUE,FALSE,FALSE,0,"",0.00201428974833107,0.0137001732429071,0.102906297769446,0.0138712328717345,0.515002954398888,2.77555756156289e-17,"completed"
"editorial_requested_analysis_v1","atx_7b80ddaff058","Great Blue Heron","checklist_reporting","lme4_glmer_nAGQ0",217200,58,29248,22980,TRUE,FALSE,FALSE,0,"",,0.0304082596806974,0.210432384357796,2.96221946661361,,3.46944695195361e-18,"completed"
"editorial_requested_analysis_v1","atx_7b80ddaff058","Great Blue Heron","conditional_positive_numeric_count","lme4_lmer_REML",50285,56,9694,4469,TRUE,FALSE,FALSE,0,"",0.0361233833245933,0.0169921338795634,0.0341763679375509,0.124500108521624,0.443449873757244,2.77555756156289e-17,"completed"
"editorial_requested_analysis_v1","atx_7d980a7c8c37","Northern Pintail","checklist_reporting","lme4_glmer_nAGQ0",217200,58,29248,22980,TRUE,FALSE,FALSE,0,"",,0.189891766725664,0.367953383997862,10.725757175228,,5.55111512312578e-17,"completed"
"editorial_requested_analysis_v1","atx_7d980a7c8c37","Northern Pintail","conditional_positive_numeric_count","lme4_lmer_REML",14278,52,3788,1166,TRUE,FALSE,FALSE,0,"",0.00356598320649937,0.0532930497432929,0.162013982374788,0.560276495558749,1.32240364997835,4.16333634234434e-17,"completed"
"editorial_requested_analysis_v1","atx_815c98107028","Mallard","checklist_reporting","lme4_glmer_nAGQ0",217200,58,29248,22980,TRUE,FALSE,FALSE,0,"",,0.0878423059931633,0.530909555539262,4.86950584934426,,3.46944695195361e-17,"completed"
"editorial_requested_analysis_v1","atx_815c98107028","Mallard","conditional_positive_numeric_count","lme4_lmer_REML",81526,57,14049,6454,TRUE,FALSE,FALSE,0,"",0.073063129093498,0.967305864980063,0.145269198168229,0.786084856248443,1.04472746183806,4.85722573273506e-16,"completed"
"editorial_requested_analysis_v1","atx_82312e6f2848","Common Goldeneye","checklist_reporting","lme4_glmer_nAGQ0",216892,58,29206,22960,TRUE,FALSE,FALSE,0,"",,0.972978544726387,0.611223708803528,6.7679078093003,,4.85722573273506e-17,"completed"
"editorial_requested_analysis_v1","atx_82312e6f2848","Common Goldeneye","conditional_positive_numeric_count","lme4_lmer_REML",21195,55,4512,2398,TRUE,FALSE,FALSE,0,"",0.0449482467956841,0.0564474138019954,0.0999126667247083,0.292039319879087,0.777084423223689,1.38777878078145e-16,"completed"
"editorial_requested_analysis_v1","atx_8608f2ed61cf","Pigeon Guillemot","checklist_reporting","lme4_glmer_nAGQ0",217200,58,29248,22980,TRUE,FALSE,FALSE,0,"",,0.792710860576787,0.863884285861911,11.2810407675561,,2.77555756156289e-17,"completed"
"editorial_requested_analysis_v1","atx_8608f2ed61cf","Pigeon Guillemot","conditional_positive_numeric_count","lme4_lmer_REML",6342,53,2021,1094,TRUE,FALSE,FALSE,0,"",0.00565235495741945,0.0304915075602235,0.0648449712843579,0.157700679922507,0.532845708495122,2.42861286636753e-17,"completed"
"editorial_requested_analysis_v1","atx_86eda7ed9025","Red-necked Grebe","checklist_reporting","lme4_glmer_nAGQ0",217200,58,29248,22980,TRUE,FALSE,FALSE,0,"",,1.15295488665039,1.24253172465439,9.69440944592932,,3.33066907387547e-16,"completed"
"editorial_requested_analysis_v1","atx_86eda7ed9025","Red-necked Grebe","conditional_positive_numeric_count","lme4_lmer_REML",8109,53,2049,1275,TRUE,FALSE,FALSE,0,"",0.0140085830935277,0.0205994606884944,0.13859068630007,0.134324811605612,0.708411291346276,3.81639164714898e-17,"completed"
"editorial_requested_analysis_v1","atx_87b306550dba","Harlequin Duck","checklist_reporting","lme4_glmer_nAGQ0",217200,58,29248,22980,TRUE,FALSE,FALSE,0,"",,1.34715243284395,0.524722369332291,13.9381866639973,,4.85722573273506e-17,"completed"
"editorial_requested_analysis_v1","atx_87b306550dba","Harlequin Duck","conditional_positive_numeric_count","lme4_lmer_REML",12030,56,2980,1529,TRUE,FALSE,FALSE,0,"",0.0175808600033633,0.079839467137927,0.0400194993458725,0.287757646937914,0.57044912972368,2.77555756156289e-16,"completed"
"editorial_requested_analysis_v1","atx_98ca0000b734","Brandt's Cormorant","checklist_reporting","lme4_glmer_nAGQ0",217200,58,29248,22980,TRUE,FALSE,FALSE,0,"",,0.191517855379442,1.39706836897535,10.7328284653567,,1.38777878078145e-17,"completed"
"editorial_requested_analysis_v1","atx_98ca0000b734","Brandt's Cormorant","conditional_positive_numeric_count","lme4_lmer_REML",2573,44,1055,581,TRUE,FALSE,FALSE,0,"",0.000438240022049285,0.0450150244712196,0.157879770848723,0.32870895159694,0.955138441811237,3.46944695195361e-17,"completed"
"editorial_requested_analysis_v1","atx_99238953638b","Bufflehead","checklist_reporting","lme4_glmer_nAGQ0",217200,58,29248,22980,TRUE,FALSE,FALSE,0,"",,3.8345367694858,0.548375778019822,7.06613937230251,,4.68375338513738e-17,"completed"
"editorial_requested_analysis_v1","atx_99238953638b","Bufflehead","conditional_positive_numeric_count","lme4_lmer_REML",50039,56,9201,4277,TRUE,FALSE,FALSE,0,"",0.03869688953273,0.104498692250264,0.0883924184694557,0.474733822835008,0.703845590980361,4.5102810375397e-17,"completed"
"editorial_requested_analysis_v1","atx_9ae1aa9b7fdf","Common Loon","checklist_reporting","lme4_glmer_nAGQ0",217199,58,29248,22980,TRUE,FALSE,FALSE,0,"",,1.42543613628363,0.698114337933649,7.79226788511133,,8.32667268468867e-17,"completed"
"editorial_requested_analysis_v1","atx_9ae1aa9b7fdf","Common Loon","conditional_positive_numeric_count","lme4_lmer_REML",15359,56,3457,2117,TRUE,FALSE,FALSE,0,"",0.0108400854514912,0.0360780935543393,0.0808288650677659,0.0942455806171408,0.396117780785877,3.46944695195361e-17,"completed"
"editorial_requested_analysis_v1","atx_a113baee5693","American Wigeon","checklist_reporting","lme4_glmer_nAGQ0",217190,58,29247,22979,TRUE,FALSE,FALSE,0,"",,0.165485379423671,0.406423053145448,7.1557481570119,,4.16333634234434e-16,"completed"
"editorial_requested_analysis_v1","atx_a113baee5693","American Wigeon","conditional_positive_numeric_count","lme4_lmer_REML",34665,56,6758,2933,TRUE,FALSE,FALSE,0,"",0.00396059476770461,0.0461651548738875,0.128787687163209,0.647763366913133,1.33509032337217,1.52655665885959e-16,"completed"
"editorial_requested_analysis_v1","atx_a444854c6b66","Double-crested Cormorant","checklist_reporting","lme4_glmer_nAGQ0",217200,58,29248,22980,TRUE,FALSE,FALSE,0,"",,0.132609099089932,0.598206828233603,6.25935095236824,,1.73472347597681e-17,"completed"
"editorial_requested_analysis_v1","atx_a444854c6b66","Double-crested Cormorant","conditional_positive_numeric_count","lme4_lmer_REML",29011,54,5863,2819,TRUE,FALSE,FALSE,0,"",0.0190699938684702,0.0100508858646691,0.080534401362331,0.203863478819006,0.724180707327716,2.77555756156289e-16,"completed"
"editorial_requested_analysis_v1","atx_aa5353f6d6d2","Iceland Gull","checklist_reporting","lme4_glmer_nAGQ0",217184,58,29243,22979,TRUE,FALSE,FALSE,0,"",,0.641082104616094,1.7668220076923,4.65417075034589,,1.38777878078145e-16,"completed"
"editorial_requested_analysis_v1","atx_aa5353f6d6d2","Iceland Gull","conditional_positive_numeric_count","lme4_lmer_REML",4317,47,1201,846,TRUE,FALSE,FALSE,0,"",0.022256090232986,0.20101874435854,0.326708635859261,0.534236397655874,1.68906061204494,3.88578058618805e-16,"completed"
"editorial_requested_analysis_v1","atx_acf526bb8010","Marbled Murrelet","checklist_reporting","lme4_glmer_nAGQ0",217200,58,29248,22980,TRUE,FALSE,FALSE,0,"",,0.393482869444141,0.977898494429968,11.0109936385801,,1.11022302462516e-16,"completed"
"editorial_requested_analysis_v1","atx_acf526bb8010","Marbled Murrelet","conditional_positive_numeric_count","lme4_lmer_REML",3103,48,999,643,TRUE,FALSE,FALSE,0,"",0.000273253135674167,0.0107842344619722,0.0490087865307168,0.0597815211489031,0.556500012292139,2.22044604925031e-16,"completed"
"editorial_requested_analysis_v1","atx_b3d3ea90f9cb","Canada Goose","checklist_reporting","lme4_glmer_nAGQ0",217083,58,29230,22972,TRUE,FALSE,FALSE,0,"",,0.830535846224889,0.336523766618504,3.18580758460738,,6.93889390390723e-17,"completed"
"editorial_requested_analysis_v1","atx_b3d3ea90f9cb","Canada Goose","conditional_positive_numeric_count","lme4_lmer_REML",68271,58,11888,6186,TRUE,FALSE,FALSE,0,"",0.0852000084705651,0.0438056000662187,0.0783527725695242,0.487352382342656,1.15954624830983,4.85722573273506e-17,"completed"
"editorial_requested_analysis_v1","atx_c12b832d2b03","California Gull","checklist_reporting","lme4_glmer_nAGQ0",217200,58,29248,22980,TRUE,FALSE,FALSE,0,"",,0.122762938948734,1.16158445378413,4.55215571419745,,2.22044604925031e-16,"completed"
"editorial_requested_analysis_v1","atx_c12b832d2b03","California Gull","conditional_positive_numeric_count","lme4_lmer_REML",6644,55,1913,1050,TRUE,FALSE,FALSE,0,"",0.00822730726213194,0.0540619952163981,0.210716307882842,0.331233060898158,1.60960262594646,4.44089209850063e-16,"completed"
"editorial_requested_analysis_v1","atx_c2d1fbbaf6d3","Red-breasted Merganser","checklist_reporting","lme4_glmer_nAGQ0",217092,58,29240,22974,TRUE,FALSE,FALSE,0,"",,0.781495150997022,0.777511817383289,8.40055247675767,,1.04083408558608e-17,"completed"
"editorial_requested_analysis_v1","atx_c2d1fbbaf6d3","Red-breasted Merganser","conditional_positive_numeric_count","lme4_lmer_REML",13364,55,3349,1938,TRUE,FALSE,FALSE,0,"",0.00986157829174772,0.0280168703845852,0.109571038502555,0.172517176438118,0.859886709674135,3.81639164714898e-17,"completed"
"editorial_requested_analysis_v1","atx_c34f23342a55","Pacific Loon","checklist_reporting","lme4_glmer_nAGQ0",217200,58,29248,22980,TRUE,FALSE,FALSE,0,"",,1.51277574548879,1.06470976629996,9.7904970985754,,4.16333634234434e-17,"completed"
"editorial_requested_analysis_v1","atx_c34f23342a55","Pacific Loon","conditional_positive_numeric_count","lme4_lmer_REML",6049,50,1728,1053,FALSE,FALSE,FALSE,0,"Model failed to converge with max|grad| = 0.00377949 (tol = 0.002, component 1)   See ?lme4::convergence and ?lme4::troubleshooting.",0.107783198473044,0.19705645260364,0.355085875451035,0.218412223938963,1.79816788366009,5.55111512312578e-17,"completed_with_convergence_warning"
"editorial_requested_analysis_v1","atx_c9db024faf12","American Crow","checklist_reporting","lme4_glmer_nAGQ0",217200,58,29248,22980,TRUE,FALSE,FALSE,0,"",,1.155117147677,0.891663696594344,2.39261691855946,,2.5050933267004e-08,"completed"
"editorial_requested_analysis_v1","atx_c9db024faf12","American Crow","conditional_positive_numeric_count","lme4_lmer_REML",112180,58,15644,11090,TRUE,FALSE,FALSE,0,"",0.00968808308243752,0.066629725317888,0.119415756164871,0.234964601617734,0.724251465100615,2.88321207186915e-11,"completed"
"editorial_requested_analysis_v1","atx_d002764a39e8","Lesser Scaup","checklist_reporting","lme4_glmer_nAGQ0",216290,58,29119,22938,TRUE,FALSE,FALSE,0,"",,0.337871239493168,0.457978241966102,9.73963069948411,,2.61775018328692e-10,"completed"
"editorial_requested_analysis_v1","atx_d002764a39e8","Lesser Scaup","conditional_positive_numeric_count","lme4_lmer_REML",9378,49,2680,753,TRUE,FALSE,FALSE,0,"",0.00441215888713486,0.230050890416782,0.0984775411840814,0.577620257750854,1.09154434477069,1.76360592796243e-11,"completed"
"editorial_requested_analysis_v1","atx_d7dd9536145c","Barrow's Goldeneye","checklist_reporting","lme4_glmer_nAGQ0",216814,58,29202,22963,TRUE,FALSE,FALSE,0,"",,0.510929172102667,0.677578670607913,9.24616784342785,,4.80231479582649e-12,"completed"
"editorial_requested_analysis_v1","atx_d7dd9536145c","Barrow's Goldeneye","conditional_positive_numeric_count","lme4_lmer_REML",10960,55,2474,1522,TRUE,FALSE,FALSE,0,"",0.00167026882991195,0.0974939115518102,0.12175314021171,0.312195432940875,1.23991208292954,6.0525716383264e-12,"completed"
"editorial_requested_analysis_v1","atx_e0e678a61ad7","Short-billed Gull","checklist_reporting","lme4_glmer_nAGQ0",217200,58,29248,22980,TRUE,FALSE,FALSE,0,"",,0.48709085635854,1.37489314339514,6.84360154494196,,1.63506853889661e-10,"completed"
"editorial_requested_analysis_v1","atx_e0e678a61ad7","Short-billed Gull","conditional_positive_numeric_count","lme4_lmer_REML",22003,57,4526,2458,TRUE,FALSE,FALSE,0,"",0.16193043848034,0.0476393442510277,0.284628442832903,0.487461011188605,1.57813504478652,1.14449721921872e-09,"completed"
"editorial_requested_analysis_v1","atx_ebf17f77fb66","Western Grebe","checklist_reporting","lme4_glmer_nAGQ0",217186,58,29245,22980,TRUE,FALSE,FALSE,0,"",,0.149137972562891,0.725196460452914,7.73448751906897,,5.97853988537622e-11,"completed"
"editorial_requested_analysis_v1","atx_ebf17f77fb66","Western Grebe","conditional_positive_numeric_count","lme4_lmer_REML",1346,48,639,449,TRUE,FALSE,FALSE,0,"",0.000350969457940664,0.0188006516132674,0.349655913707714,0.430707030193398,1.60192934787228,5.22287213478023e-11,"completed"
"editorial_requested_analysis_v1","atx_fadb8da1a816","Bonaparte's Gull","checklist_reporting","lme4_glmer_nAGQ0",217200,58,29248,22980,TRUE,FALSE,FALSE,0,"",,0.690621370849221,0.42451116423021,8.13776384530127,,2.16848761169786e-10,"completed"
"editorial_requested_analysis_v1","atx_fadb8da1a816","Bonaparte's Gull","conditional_positive_numeric_count","lme4_lmer_REML",4025,47,1362,741,TRUE,FALSE,FALSE,0,"",0.00567311872146092,0.129523600670305,0.0878452979359113,0.480243137409478,2.09108323815616,1.10811915199349e-11,"completed"
"editorial_requested_analysis_v1","atx_fc0a9b777dcd","Bald Eagle","checklist_reporting","lme4_glmer_nAGQ0",217199,58,29248,22980,TRUE,FALSE,FALSE,0,"",,0.391611475258171,0.359087257313474,1.27322959458584,,7.20005444154737e-11,"completed"
"editorial_requested_analysis_v1","atx_fc0a9b777dcd","Bald Eagle","conditional_positive_numeric_count","lme4_lmer_REML",83359,58,14529,9421,TRUE,FALSE,FALSE,0,"",0.00457221176475286,0.0236170185879269,0.0413115267952318,0.105934833175279,0.347770668550557,3.76778434840741e-11,"completed"
"editorial_requested_analysis_v1","atx_v2_000002","Black Oystercatcher","checklist_reporting","lme4_glmer_nAGQ0",217200,58,29248,22980,TRUE,FALSE,FALSE,0,"",,1.22408773241984,0.229133935289114,11.1117211510037,,7.41231465095638e-10,"completed"
"editorial_requested_analysis_v1","atx_v2_000002","Black Oystercatcher","conditional_positive_numeric_count","lme4_lmer_REML",13626,54,3244,1692,TRUE,FALSE,FALSE,0,"",0.0308124617731664,0.0247254900887434,0.0196638976120682,0.117152792978968,0.457021134753638,2.80054035517452e-11,"completed"
"editorial_requested_analysis_v1","atx_v2_000003","Dunlin","checklist_reporting","lme4_glmer_nAGQ0",217200,58,29248,22980,TRUE,FALSE,FALSE,0,"",,0.83138171293981,0.361909417888212,11.7771247773074,,2.52521212273926e-10,"completed"
"editorial_requested_analysis_v1","atx_v2_000003","Dunlin","conditional_positive_numeric_count","lme4_lmer_REML",5908,43,1859,652,TRUE,FALSE,FALSE,0,"",0.00324806023854762,0.544446672371167,0.0891993402460695,0.614753598939751,2.19663650204114,1.1438214091164e-11,"completed"
"editorial_requested_analysis_v1","atx_v2_000006","Black-bellied Plover","checklist_reporting","lme4_glmer_nAGQ0",217200,58,29248,22980,TRUE,FALSE,FALSE,0,"",,0.919489032211359,0.425322102697226,13.5339315822089,,5.94500955408694e-08,"completed"
"editorial_requested_analysis_v1","atx_v2_000006","Black-bellied Plover","conditional_positive_numeric_count","lme4_lmer_REML",3973,35,1218,485,TRUE,FALSE,FALSE,0,"",0.00407255356549285,0.253697655853773,0.0269752485503113,0.201854810316744,1.00431664884834,7.58902662933991e-12,"completed"
"editorial_requested_analysis_v1","atx_v2_000007","Common Raven","checklist_reporting","lme4_glmer_nAGQ0",217200,58,29248,22980,TRUE,FALSE,FALSE,0,"",,0.55136537987804,0.596983734438774,1.38340855380006,,6.18399845220274e-11,"completed"
"editorial_requested_analysis_v1","atx_v2_000007","Common Raven","conditional_positive_numeric_count","lme4_lmer_REML",60940,57,10295,8121,TRUE,FALSE,FALSE,0,"",0.00197294866666198,0.0141767395420468,0.0378484323720291,0.093387836443492,0.287000737262199,2.18406646934621e-11,"completed"
"editorial_requested_analysis_v1","atx_v2_000011","Glaucous Gull","checklist_reporting","lme4_glmer_nAGQ0",217200,,,,FALSE,,,,"Error : Downdated VtV is not positive definite ",,,,,,,"failed_numerical_fit_no_fallback"
"editorial_requested_analysis_v1","atx_v2_000011","Glaucous Gull","conditional_positive_numeric_count","lme4_lmer_REML",185,,,,FALSE,,,,"failed_insufficient_support",,,,,,,"failed_insufficient_support"
"editorial_requested_analysis_v1","atx_04afbeb21fb0","Hooded Merganser","finite_numeric_vs_x","lme4_glmer_nAGQ0",20638,54,4858,2069,TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",,0,12.5624714673461,1.25292990108968,,,"completed_with_singular_warning"
