"analysis_version","stage","analysis_taxon_id","species","analysis_role","outcome","engine","n","converged","singular_fit","rank_deficient","convergence_message","maximum_absolute_gradient","event_block_variance","observer_variance","location_variance","residual_variance","status","analysis_variant","offset_days"
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_15dd5efcd8d6","Black Turnstone","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,TRUE,FALSE,FALSE,"",,1.91547289288853,0.326115967819714,12.2277125641648,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_15dd5efcd8d6","Black Turnstone","core_species","conditional_positive_numeric_count","lme4_lmer_REML",4421,TRUE,FALSE,FALSE,"",0.0318859838444041,0.108377285629397,0.021525138569501,0.268441518526472,1.07940923428223,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_1812dd827ede","Surfbird","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,TRUE,FALSE,FALSE,"",,0.202028576766784,0.281723897674619,17.716730510504,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_1812dd827ede","Surfbird","core_species","conditional_positive_numeric_count","lme4_lmer_REML",1063,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_1930f23cc4f8","Surf Scoter","core_species","checklist_reporting","lme4_glmer_nAGQ0",217183,TRUE,FALSE,FALSE,"",,0.730380708177831,0.761576302677359,11.6118204892398,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_1930f23cc4f8","Surf Scoter","core_species","conditional_positive_numeric_count","lme4_lmer_REML",16632,TRUE,FALSE,FALSE,"",0.0257477222476155,0.225228520807052,0.137169262066571,0.614602599498936,2.07055944654472,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_3083477933a8","White-winged Scoter","core_species","checklist_reporting","lme4_glmer_nAGQ0",217199,TRUE,FALSE,FALSE,"",,0.820920417617708,0.797428544892254,9.62362502715631,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_3083477933a8","White-winged Scoter","core_species","conditional_positive_numeric_count","lme4_lmer_REML",4706,TRUE,FALSE,FALSE,"",0.0139508301799651,0.0981411641848518,0.209732107587671,0.522367886491822,1.6131578808693,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_35518e24dfdd","Common Merganser","core_species","checklist_reporting","lme4_glmer_nAGQ0",217093,TRUE,FALSE,FALSE,"",,0.204399387878692,0.227038527479834,3.99875420002569,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_35518e24dfdd","Common Merganser","core_species","conditional_positive_numeric_count","lme4_lmer_REML",27776,TRUE,FALSE,FALSE,"",0.0531000114278868,0.0418877993715346,0.0260125860676063,0.15450815367575,0.793944906039003,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_35707a9578d5","Pelagic Cormorant","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,TRUE,FALSE,FALSE,"",,0.099512075150513,0.982933650660763,11.6792027937598,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_35707a9578d5","Pelagic Cormorant","core_species","conditional_positive_numeric_count","lme4_lmer_REML",18881,TRUE,FALSE,FALSE,"",0.0250063021667302,0.023200176656983,0.0993864046556771,0.257331839326959,0.594710072192762,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_40f730f5ad72","Long-tailed Duck","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,TRUE,FALSE,FALSE,"",,1.49313548612796,1.01473759518068,10.4784565623296,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_40f730f5ad72","Long-tailed Duck","core_species","conditional_positive_numeric_count","lme4_lmer_REML",2946,TRUE,FALSE,FALSE,"",0.000447207639808767,0.163930195748599,0.131547814535389,0.500334697748689,1.3166555295188,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_4ae57d328ec6","Greater Scaup","core_species","checklist_reporting","lme4_glmer_nAGQ0",216227,TRUE,FALSE,FALSE,"",,0.388612283674599,0.795094098522185,6.14628422596651,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_4ae57d328ec6","Greater Scaup","core_species","conditional_positive_numeric_count","lme4_lmer_REML",4514,TRUE,FALSE,FALSE,"",0.00101295881904662,0.176217743501271,0.200764938025399,0.905319056944931,1.56550358844421,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_59441ff7abde","Brant","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,TRUE,FALSE,FALSE,"",,2.81976597718975,0.357725869674435,10.6558492504931,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_59441ff7abde","Brant","core_species","conditional_positive_numeric_count","lme4_lmer_REML",3796,TRUE,FALSE,FALSE,"",0.00558728970645461,0.231521247885889,0.0949464752288579,0.578586866221786,1.67660612889638,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_5a9a3495d0ea","Western Gull","core_species","checklist_reporting","lme4_glmer_nAGQ0",216824,TRUE,FALSE,FALSE,"",,1.43783433214891,1.27149483510177,7.18068334063676,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_5a9a3495d0ea","Western Gull","core_species","conditional_positive_numeric_count","lme4_lmer_REML",712,TRUE,TRUE,FALSE,"boundary (singular) fit: see help('isSingular')",0.000291481683234451,0,0.0594001012558587,0.000754958280676285,0.076489610044286,"completed_with_singular_warning","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_6b4cfd1ab927","Horned Grebe","core_species","checklist_reporting","lme4_glmer_nAGQ0",217142,TRUE,FALSE,FALSE,"",,1.70469394214976,0.963414238955397,10.8254661021341,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_6b4cfd1ab927","Horned Grebe","core_species","conditional_positive_numeric_count","lme4_lmer_REML",13054,TRUE,FALSE,FALSE,"",0.00602769432589412,0.015817660064942,0.118073435191712,0.196177630920382,0.588875374574466,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_6cbe5bbd310c","Rhinoceros Auklet","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,TRUE,FALSE,FALSE,"",,2.19135568360122,1.17820271197435,16.3385030627656,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_6cbe5bbd310c","Rhinoceros Auklet","core_species","conditional_positive_numeric_count","lme4_lmer_REML",1816,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_725074cbfcb6","Glaucous-winged Gull","core_species","checklist_reporting","lme4_glmer_nAGQ0",217037,TRUE,FALSE,FALSE,"",,0.221480822222294,2.15593643889761,4.83011776328157,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_725074cbfcb6","Glaucous-winged Gull","core_species","conditional_positive_numeric_count","lme4_lmer_REML",85053,TRUE,FALSE,FALSE,"",0.0331441697198898,0.0176855171025065,0.282995617527465,0.556365881764997,0.913811959826123,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_7571c026ae99","American Herring Gull","core_species","checklist_reporting","lme4_glmer_nAGQ0",217179,TRUE,FALSE,FALSE,"",,0.238920838703972,2.19846163568191,3.37918536488807,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_7571c026ae99","American Herring Gull","core_species","conditional_positive_numeric_count","lme4_lmer_REML",1851,TRUE,FALSE,FALSE,"",0.00116612227429869,0.0179170230817141,0.102993858156914,0.013640662021006,0.513162420706942,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_7b80ddaff058","Great Blue Heron","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,TRUE,FALSE,FALSE,"",,0.0260061525301197,0.202440231032926,3.12404999606078,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_7b80ddaff058","Great Blue Heron","core_species","conditional_positive_numeric_count","lme4_lmer_REML",50285,TRUE,FALSE,FALSE,"",0.178163172677159,0.0206122530302906,0.0340094028151185,0.125073632483229,0.441310471353936,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_7d980a7c8c37","Northern Pintail","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,TRUE,FALSE,FALSE,"",,0.18642537514392,0.381596143418716,11.7044392410893,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_7d980a7c8c37","Northern Pintail","core_species","conditional_positive_numeric_count","lme4_lmer_REML",14278,TRUE,FALSE,FALSE,"",0.0108618769445457,0.0199561347666983,0.167586145132019,0.692535773154471,1.09863907243905,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_815c98107028","Mallard","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,TRUE,FALSE,FALSE,"",,0.0397879516736723,0.553298749178756,5.06565344307869,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_815c98107028","Mallard","core_species","conditional_positive_numeric_count","lme4_lmer_REML",81526,TRUE,FALSE,FALSE,"",0.087391963461414,0.00688127189531263,0.129286545433736,0.754866746967405,0.877324499252517,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_82312e6f2848","Common Goldeneye","core_species","checklist_reporting","lme4_glmer_nAGQ0",216892,TRUE,FALSE,FALSE,"",,0.318375067416318,0.640864169667063,7.52153558919593,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_82312e6f2848","Common Goldeneye","core_species","conditional_positive_numeric_count","lme4_lmer_REML",21195,TRUE,FALSE,FALSE,"",0.00212567101698369,0.0374428136392581,0.116905438813346,0.308723509291536,0.731469231422096,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_8608f2ed61cf","Pigeon Guillemot","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,TRUE,FALSE,FALSE,"",,0.423342160846294,0.887849101850552,12.0157466080326,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_8608f2ed61cf","Pigeon Guillemot","core_species","conditional_positive_numeric_count","lme4_lmer_REML",6342,FALSE,FALSE,FALSE,"Model failed to converge with max|grad| = 0.00253932 (tol = 0.002, component 1)   See ?lme4::convergence and ?lme4::troubleshooting.",0.122370774988667,0.0303123185295349,0.0656272564191576,0.158299382955193,0.528072339395171,"completed_with_convergence_warning","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_86eda7ed9025","Red-necked Grebe","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,TRUE,FALSE,FALSE,"",,1.26145120661015,1.22335525581529,9.47693249037346,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_86eda7ed9025","Red-necked Grebe","core_species","conditional_positive_numeric_count","lme4_lmer_REML",8109,TRUE,FALSE,FALSE,"",0.00620686478214338,0.0239503934587179,0.142462507298533,0.131599733823904,0.695523124823701,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_87b306550dba","Harlequin Duck","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,TRUE,FALSE,FALSE,"",,1.88168609056346,0.45895311630387,14.6649336852842,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_87b306550dba","Harlequin Duck","core_species","conditional_positive_numeric_count","lme4_lmer_REML",12030,TRUE,FALSE,FALSE,"",0.0409292260883376,0.0771681060724807,0.0394502869900869,0.296085288312271,0.566389367264416,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_98ca0000b734","Brandt's Cormorant","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,TRUE,FALSE,FALSE,"",,0.291618611292696,1.39685657316809,10.3829955681041,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_98ca0000b734","Brandt's Cormorant","core_species","conditional_positive_numeric_count","lme4_lmer_REML",2573,TRUE,FALSE,FALSE,"",0.00124499365483643,0.0448094761901973,0.157957956874268,0.326369973804241,0.945789371589618,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_99238953638b","Bufflehead","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,TRUE,FALSE,FALSE,"",,0.471672690947197,0.505509070435086,8.03780379527555,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_99238953638b","Bufflehead","core_species","conditional_positive_numeric_count","lme4_lmer_REML",50039,TRUE,FALSE,FALSE,"",0.0145495141623542,0.0868712733292778,0.09174215193466,0.503023814280831,0.665022884820637,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_9ae1aa9b7fdf","Common Loon","core_species","checklist_reporting","lme4_glmer_nAGQ0",217199,TRUE,FALSE,FALSE,"",,1.74963913024291,0.664704923552943,7.70867394434104,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_9ae1aa9b7fdf","Common Loon","core_species","conditional_positive_numeric_count","lme4_lmer_REML",15359,TRUE,FALSE,FALSE,"",0.0260838532994967,0.028063217751568,0.0793704219206261,0.0906850716320092,0.389151375825458,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_a113baee5693","American Wigeon","core_species","checklist_reporting","lme4_glmer_nAGQ0",217190,TRUE,FALSE,FALSE,"",,0.0465375251939805,0.381414436836882,7.32408566765593,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_a113baee5693","American Wigeon","core_species","conditional_positive_numeric_count","lme4_lmer_REML",34665,TRUE,FALSE,FALSE,"",0.169758277479559,0.0281201952491527,0.124733857872898,0.671072257202176,1.19597313673012,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_a444854c6b66","Double-crested Cormorant","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,TRUE,FALSE,FALSE,"",,0.18382352841453,0.591107941986659,6.11630612659936,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_a444854c6b66","Double-crested Cormorant","core_species","conditional_positive_numeric_count","lme4_lmer_REML",29011,TRUE,FALSE,FALSE,"",0.0121849006973207,0.00731511887580054,0.081924401229584,0.20488117204034,0.718387757461724,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_aa5353f6d6d2","Iceland Gull","core_species","checklist_reporting","lme4_glmer_nAGQ0",217184,TRUE,FALSE,FALSE,"",,0.671040954401391,1.79110019096573,4.29663405659771,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_aa5353f6d6d2","Iceland Gull","core_species","conditional_positive_numeric_count","lme4_lmer_REML",4317,TRUE,FALSE,FALSE,"",0.00358606484951451,0.21010570657372,0.334558167541237,0.5346707288927,1.63227408035162,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_acf526bb8010","Marbled Murrelet","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,TRUE,FALSE,FALSE,"",,0.398019993528893,0.96585418777587,11.3039496024032,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_acf526bb8010","Marbled Murrelet","core_species","conditional_positive_numeric_count","lme4_lmer_REML",3103,TRUE,FALSE,FALSE,"",0.00151108906720765,0.0141607517682177,0.0499666299326647,0.0611409343620774,0.550303260485366,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_b3d3ea90f9cb","Canada Goose","core_species","checklist_reporting","lme4_glmer_nAGQ0",217083,TRUE,FALSE,FALSE,"",,0.0627277664719154,0.324395377597046,3.38656992058663,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_b3d3ea90f9cb","Canada Goose","core_species","conditional_positive_numeric_count","lme4_lmer_REML",68271,TRUE,FALSE,FALSE,"",0.00503554474562407,0.0120957816635777,0.0657873450010712,0.429291457888402,1.04618408620013,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_c12b832d2b03","California Gull","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,TRUE,FALSE,FALSE,"",,0.145620617887655,1.19893735639628,4.79273976604791,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_c12b832d2b03","California Gull","core_species","conditional_positive_numeric_count","lme4_lmer_REML",6644,TRUE,FALSE,FALSE,"",0.00587360773351975,0.0474878886630387,0.202073971262477,0.32821762089882,1.57501792862847,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_c2d1fbbaf6d3","Red-breasted Merganser","core_species","checklist_reporting","lme4_glmer_nAGQ0",217092,TRUE,FALSE,FALSE,"",,0.775891690733944,0.744203326447352,8.06762637523452,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_c2d1fbbaf6d3","Red-breasted Merganser","core_species","conditional_positive_numeric_count","lme4_lmer_REML",13364,TRUE,FALSE,FALSE,"",0.00372303475160152,0.0250896958618028,0.10956083007064,0.170572665866441,0.856178474828476,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_c34f23342a55","Pacific Loon","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,TRUE,FALSE,FALSE,"",,1.9641900063079,1.04805787513945,9.49240677806804,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_c34f23342a55","Pacific Loon","core_species","conditional_positive_numeric_count","lme4_lmer_REML",6049,TRUE,FALSE,FALSE,"",0.0371726855519228,0.193795959935377,0.353355304994486,0.211310703478317,1.78207424066115,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_c9db024faf12","American Crow","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,TRUE,FALSE,FALSE,"",,0.650258529136786,0.876830157302701,2.5880624132975,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_c9db024faf12","American Crow","core_species","conditional_positive_numeric_count","lme4_lmer_REML",112180,TRUE,FALSE,FALSE,"",0.041390594560653,0.0324860162437407,0.114208651106826,0.21467297577945,0.688298090063949,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_d002764a39e8","Lesser Scaup","core_species","checklist_reporting","lme4_glmer_nAGQ0",216290,TRUE,FALSE,FALSE,"",,0.144276320974503,0.50606368355099,9.36801874446928,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_d002764a39e8","Lesser Scaup","core_species","conditional_positive_numeric_count","lme4_lmer_REML",9378,TRUE,FALSE,FALSE,"",0.00658114004181698,0.168557129621324,0.0915210048452957,0.645647751293966,0.976344082476076,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_d7dd9536145c","Barrow's Goldeneye","core_species","checklist_reporting","lme4_glmer_nAGQ0",216814,TRUE,FALSE,FALSE,"",,0.642700594433698,0.661557454274046,9.65683793329845,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_d7dd9536145c","Barrow's Goldeneye","core_species","conditional_positive_numeric_count","lme4_lmer_REML",10960,TRUE,FALSE,FALSE,"",0.00174855813384056,0.0900171319014061,0.120814775647984,0.311156279187569,1.21383952275387,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_e0e678a61ad7","Short-billed Gull","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,TRUE,FALSE,FALSE,"",,0.378713533536818,1.4171483404195,6.86288654948188,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_e0e678a61ad7","Short-billed Gull","core_species","conditional_positive_numeric_count","lme4_lmer_REML",22003,TRUE,FALSE,FALSE,"",0.0132475543068722,0.063200924152207,0.276152642457815,0.482946752536142,1.54689591642644,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_ebf17f77fb66","Western Grebe","core_species","checklist_reporting","lme4_glmer_nAGQ0",217186,TRUE,FALSE,FALSE,"",,0.109472367021912,0.717254291797127,6.93748906688409,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_ebf17f77fb66","Western Grebe","core_species","conditional_positive_numeric_count","lme4_lmer_REML",1346,TRUE,FALSE,FALSE,"",0.0021570713215624,0.00758153526468086,0.308055772025204,0.40270738054631,1.53373461133001,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_fadb8da1a816","Bonaparte's Gull","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,TRUE,FALSE,FALSE,"",,0.833105145519196,0.403186670132715,8.86537684157693,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_fadb8da1a816","Bonaparte's Gull","core_species","conditional_positive_numeric_count","lme4_lmer_REML",4025,TRUE,FALSE,FALSE,"",0.0421678760176292,0.133807839605801,0.0876953368750041,0.480472946746196,2.08733933262749,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_fc0a9b777dcd","Bald Eagle","core_species","checklist_reporting","lme4_glmer_nAGQ0",217199,TRUE,FALSE,FALSE,"",,0.413222740236645,0.353578786083034,1.2724870381546,,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_fc0a9b777dcd","Bald Eagle","core_species","conditional_positive_numeric_count","lme4_lmer_REML",83359,TRUE,FALSE,FALSE,"",0.0227191776502877,0.0278749337717054,0.0398880333773432,0.103495516761255,0.344424522349419,"completed","real_start_anchor_s2_detectability",
"post_stage4a_staged_refit_v1_s2_detectability","s2_detectability","atx_v2_000002","Black Oystercatcher","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,TRUE,FALSE,FALSE,"",,1.31816338148435,0.226628345635401,10.9997880823752,,"completed","real_start_anchor_s2_detectability",
