"analysis_variant","analysis_taxon_id","species","outcome","s1_estimate","s2_estimate","estimate_delta","s1_ratio","s2_ratio","s1_q_value","s2_q_value","changed_direction","changed_bh_significance","s1_status","s2_status"
"placebo_p90_s2_vs_s1","atx_3083477933a8","White-winged Scoter","checklist_reporting",0.0622576233167151,0.0509454986100239,-0.0113121247066911,1.06423648154664,1.0522655417857,0.929065046351298,0.999437024583785,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_3083477933a8","White-winged Scoter","conditional_positive_numeric_count",,,,,,,,,,"failed_insufficient_support","failed_insufficient_support"
"placebo_p90_s2_vs_s1","atx_35518e24dfdd","Common Merganser","checklist_reporting",-0.157198096620889,-0.111236010601661,0.0459620860192277,0.85453476160093,0.894727558818979,0.216818676012295,0.532283389227468,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_35518e24dfdd","Common Merganser","conditional_positive_numeric_count",0.0927162439177609,0.0704719818126645,-0.0222442621050964,1.09715036800394,1.07301450508812,0.272370205483102,0.610758930239673,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_35707a9578d5","Pelagic Cormorant","checklist_reporting",-0.0933706878320168,-0.0876670379596701,0.00570364987234673,0.910855794548541,0.916065841101257,0.621272567520266,0.794626802092877,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_35707a9578d5","Pelagic Cormorant","conditional_positive_numeric_count",-0.0456677508378241,-0.0466716356986113,-0.00100388486078717,0.955359326801639,0.954400737274112,0.479398042250422,0.610758930239673,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_40f730f5ad72","Long-tailed Duck","checklist_reporting",0.937298620046464,1.47840842597996,0.541109805933493,2.55307526811202,4.38595954365355,0.621272567520266,0.337474033572411,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_40f730f5ad72","Long-tailed Duck","conditional_positive_numeric_count",,,,,,,,,,"failed_insufficient_support","failed_insufficient_support"
"placebo_p90_s2_vs_s1","atx_4ae57d328ec6","Greater Scaup","checklist_reporting",0.166800796142075,-0.0173810354872458,-0.184181831629321,1.18151887874533,0.982769143363292,0.78130969325443,0.999437024583785,TRUE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_4ae57d328ec6","Greater Scaup","conditional_positive_numeric_count",,,,,,,,,,"failed_insufficient_support","failed_insufficient_support"
"placebo_p90_s2_vs_s1","atx_59441ff7abde","Brant","checklist_reporting",0.77066598495969,0.607025229472879,-0.163640755486811,2.16120510469973,1.8349646728583,0.604647936066514,0.794626802092877,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_59441ff7abde","Brant","conditional_positive_numeric_count",,,,,,,,,,"failed_insufficient_support","failed_insufficient_support"
"placebo_p90_s2_vs_s1","atx_5a9a3495d0ea","Western Gull","checklist_reporting",-14.4802204921082,-14.9152635222529,-0.435043030144675,5.14422722534795e-07,3.32953324900884e-07,0.999385272494094,0.999437024583785,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_5a9a3495d0ea","Western Gull","conditional_positive_numeric_count",,,,,,,,,,"failed_insufficient_support","failed_insufficient_support"
"placebo_p90_s2_vs_s1","atx_6b4cfd1ab927","Horned Grebe","checklist_reporting",-0.671928497717847,-0.376100933658016,0.295827564059831,0.510722699899255,0.686533035254523,0.143716047205993,0.747092512593719,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_6b4cfd1ab927","Horned Grebe","conditional_positive_numeric_count",,,,,,,,,,"failed_insufficient_support","failed_insufficient_support"
"placebo_p90_s2_vs_s1","atx_6cbe5bbd310c","Rhinoceros Auklet","checklist_reporting",0.134965688895248,0.0995801491233941,-0.0353855397718539,1.14449751470351,1.10470700849013,0.929065046351298,0.999437024583785,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_6cbe5bbd310c","Rhinoceros Auklet","conditional_positive_numeric_count",,,,,,,,,,"failed_insufficient_support","failed_insufficient_support"
"placebo_p90_s2_vs_s1","atx_725074cbfcb6","Glaucous-winged Gull","checklist_reporting",-0.00308424481678781,0.0132284036851617,0.0163126485019495,0.996920506580178,1.01331628610434,0.999385272494094,0.999437024583785,TRUE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_725074cbfcb6","Glaucous-winged Gull","conditional_positive_numeric_count",0.0152323882422627,0.020786413378976,0.00555402513671332,1.01534899236886,1.02100395556224,0.677840639042051,0.723615895552501,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_7571c026ae99","American Herring Gull","checklist_reporting",-2.44377276772663,-2.96206847393516,-0.518295706208533,0.0868326333492268,0.0517118418726169,0.999385272494094,0.999437024583785,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_7571c026ae99","American Herring Gull","conditional_positive_numeric_count",,,,,,,,,,"failed_insufficient_support","failed_insufficient_support"
"placebo_p90_s2_vs_s1","atx_7b80ddaff058","Great Blue Heron","checklist_reporting",-0.103151334457142,-0.122675026809996,-0.0195236923528542,0.901990460915499,0.884551071241576,0.0851648863077038,0.0589280804509317,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_7b80ddaff058","Great Blue Heron","conditional_positive_numeric_count",-0.0298468343542503,-0.036461696457686,-0.00661486210343569,0.970594183849088,0.964195025273968,0.272370205483102,0.19444606629837,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_7d980a7c8c37","Northern Pintail","checklist_reporting",-0.233456090547799,-0.132541954912085,0.100914135635714,0.791792362145834,0.875866186446486,0.78130969325443,0.999437024583785,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_7d980a7c8c37","Northern Pintail","conditional_positive_numeric_count",,,,,,,,,,"failed_insufficient_support","failed_insufficient_support"
"placebo_p90_s2_vs_s1","atx_815c98107028","Mallard","checklist_reporting",0.111289360343609,0.115160228771175,0.00387086842756559,1.11771828341257,1.1220532083761,0.216818676012295,0.226649652828786,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_815c98107028","Mallard","conditional_positive_numeric_count",0.113089622270677,0.0731207501732041,-0.0399688720974729,1.1197322814014,1.07586043940607,0.00298262737545633,0.0533790225585535,FALSE,TRUE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_82312e6f2848","Common Goldeneye","checklist_reporting",0.00308095176427103,0.164841770655034,0.161760818890763,1.00308570277412,1.17920651887393,0.999385272494094,0.794626802092877,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_82312e6f2848","Common Goldeneye","conditional_positive_numeric_count",,,,,,,,,,"failed_insufficient_support","failed_insufficient_support"
"placebo_p90_s2_vs_s1","atx_8608f2ed61cf","Pigeon Guillemot","checklist_reporting",-0.13671431327852,-0.131378508343698,0.00533580493482191,0.872219372034385,0.876885802975135,0.604647936066514,0.747092512593719,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_8608f2ed61cf","Pigeon Guillemot","conditional_positive_numeric_count",-0.0252624766533612,-0.0236451401863239,0.00161733646703728,0.975053949540192,0.976632215799867,0.727999058312335,0.801309389483598,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_86eda7ed9025","Red-necked Grebe","checklist_reporting",-0.122810486794882,-0.157627268301043,-0.0348167815061615,0.884431258081962,0.854168098167952,0.903111180129791,0.794626802092877,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_86eda7ed9025","Red-necked Grebe","conditional_positive_numeric_count",,,,,,,,,,"failed_insufficient_support","failed_insufficient_support"
"placebo_p90_s2_vs_s1","atx_87b306550dba","Harlequin Duck","checklist_reporting",0.259840694203986,0.129841150012445,-0.129999544191541,1.29672349464203,1.13864749481755,0.356510328626447,0.794626802092877,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_87b306550dba","Harlequin Duck","conditional_positive_numeric_count",,,,,,,,,,"failed_insufficient_support","failed_insufficient_support"
"placebo_p90_s2_vs_s1","atx_98ca0000b734","Brandt's Cormorant","checklist_reporting",0.233729269358882,0.232335028866182,-0.00139424049270018,1.26330243122954,1.26154231112588,0.823720715589359,0.794626802092877,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_98ca0000b734","Brandt's Cormorant","conditional_positive_numeric_count",,,,,,,,,,"failed_insufficient_support","failed_insufficient_support"
"placebo_p90_s2_vs_s1","atx_99238953638b","Bufflehead","checklist_reporting",-0.308630199365282,-0.119565082027264,0.189065117338018,0.734452320747737,0.887306258249751,0.0667514172696821,0.794626802092877,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_99238953638b","Bufflehead","conditional_positive_numeric_count",0.114886535076964,0.144717259784284,0.0298307247073204,1.12174615151008,1.15571275759427,0.272370205483102,0.192830466644893,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_9ae1aa9b7fdf","Common Loon","checklist_reporting",0.00184084604415888,0.0108593709055682,0.00901852486140929,1.0018425414414,1.01091854788808,0.999385272494094,0.999437024583785,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_9ae1aa9b7fdf","Common Loon","conditional_positive_numeric_count",0.0228648668067751,0.0287441378530908,0.00587927104631572,1.02312827161471,1.0291612373813,0.727999058312335,0.785328515739724,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_a113baee5693","American Wigeon","checklist_reporting",-0.121632626265765,-0.0885381521018187,0.0330944741639463,0.885473608502774,0.915268190664663,0.623008935534845,0.794626802092877,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_a113baee5693","American Wigeon","conditional_positive_numeric_count",0.285096781177252,0.27343057642207,-0.0116662047551817,1.32989073028389,1.31446610110456,0.0213015856994482,0.0533790225585535,FALSE,TRUE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_a444854c6b66","Double-crested Cormorant","checklist_reporting",-0.0409117474282259,-0.0261229350681134,0.0147888123601125,0.959913841074913,0.97421531702042,0.835497762449086,0.999437024583785,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_a444854c6b66","Double-crested Cormorant","conditional_positive_numeric_count",0.00742101940383866,-0.0116703668571563,-0.0190913862609949,1.00744862340937,0.988397467732848,0.864010036093,0.833392070250225,TRUE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_aa5353f6d6d2","Iceland Gull","checklist_reporting",5.24127023747842,5.09942198431327,-0.141848253165149,188.90991051518,163.927127459271,0.999385272494094,0.999437024583785,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_aa5353f6d6d2","Iceland Gull","conditional_positive_numeric_count",,,,,,,,,,"failed_insufficient_support","failed_insufficient_support"
"placebo_p90_s2_vs_s1","atx_acf526bb8010","Marbled Murrelet","checklist_reporting",-0.0444913375190281,-0.0212102169441818,0.0232811205748463,0.956483885581193,0.97901313778594,0.984160206038354,0.999437024583785,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_acf526bb8010","Marbled Murrelet","conditional_positive_numeric_count",,,,,,,,,,"failed_insufficient_support","failed_insufficient_support"
"placebo_p90_s2_vs_s1","atx_b3d3ea90f9cb","Canada Goose","checklist_reporting",0.0190560569839196,0.0309949115047213,0.0119388545208017,1.01923878246806,1.03148025519076,0.929065046351298,0.794626802092877,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_b3d3ea90f9cb","Canada Goose","conditional_positive_numeric_count",0.0495856101772273,0.00532005930153521,-0.0442655508756921,1.05083555058182,1.00533423594607,0.272370205483102,0.843221667137092,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_c12b832d2b03","California Gull","checklist_reporting",-0.101162498455387,-0.10587707103978,-0.00471457258439291,0.903786157098115,0.899535220208828,0.78130969325443,0.794626802092877,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_c12b832d2b03","California Gull","conditional_positive_numeric_count",0.109058227012847,0.0525986092979328,-0.0564596177149141,1.1152272848044,1.05400649179441,0.638031699036784,0.801309389483598,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_c2d1fbbaf6d3","Red-breasted Merganser","checklist_reporting",-0.0597665852419848,-0.046529369797439,0.0132372154445458,0.941984380981778,0.954536525613876,0.999385272494094,0.999437024583785,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_c2d1fbbaf6d3","Red-breasted Merganser","conditional_positive_numeric_count",,,,,,,,,,"failed_insufficient_support","failed_insufficient_support"
"placebo_p90_s2_vs_s1","atx_c34f23342a55","Pacific Loon","checklist_reporting",0.0778484217064918,0.0431820314944179,-0.0346663902120739,1.08095879636171,1.04412794172242,0.823720715589359,0.999437024583785,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_c34f23342a55","Pacific Loon","conditional_positive_numeric_count",,,,,,,,,,"failed_insufficient_support","failed_insufficient_support"
"placebo_p90_s2_vs_s1","atx_c9db024faf12","American Crow","checklist_reporting",0.0336239956780667,0.0367189054884455,0.00309490981037878,1.03419567156982,1.03740137201768,0.78130969325443,0.794626802092877,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_c9db024faf12","American Crow","conditional_positive_numeric_count",0.0263196611895738,0.0170753373998835,-0.0092443237896903,1.02666908228497,1.01722195429572,0.272370205483102,0.610758930239673,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_d002764a39e8","Lesser Scaup","checklist_reporting",-0.141234605491154,-0.0532596402945055,0.0879749651966485,0.868285583234978,0.948133806780398,0.78130969325443,0.999437024583785,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_d002764a39e8","Lesser Scaup","conditional_positive_numeric_count",,,,,,,,,,"failed_insufficient_support","failed_insufficient_support"
"placebo_p90_s2_vs_s1","atx_d7dd9536145c","Barrow's Goldeneye","checklist_reporting",-0.356568089429753,-0.0944122033724441,0.262155886057309,0.700074802152688,0.909907617939478,0.621272567520266,0.999437024583785,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_d7dd9536145c","Barrow's Goldeneye","conditional_positive_numeric_count",,,,,,,,,,"failed_insufficient_support","failed_insufficient_support"
"placebo_p90_s2_vs_s1","atx_e0e678a61ad7","Short-billed Gull","checklist_reporting",0.166532944392629,0.115451916399154,-0.051081027993475,1.18120244922664,1.12238054515264,0.621272567520266,0.794626802092877,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_e0e678a61ad7","Short-billed Gull","conditional_positive_numeric_count",0.504073265920225,0.440370241061023,-0.0637030248592018,1.65545064682905,1.55328220091386,0.0213015856994482,0.0533790225585535,FALSE,TRUE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_ebf17f77fb66","Western Grebe","checklist_reporting",-0.4502085183864,-0.42833218276147,0.02187633562493,0.63749520828952,0.651594930241216,0.78130969325443,0.794626802092877,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_ebf17f77fb66","Western Grebe","conditional_positive_numeric_count",,,,,,,,,,"failed_insufficient_support","failed_insufficient_support"
"placebo_p90_s2_vs_s1","atx_fadb8da1a816","Bonaparte's Gull","checklist_reporting",-0.515592514461019,-0.585005439087278,-0.0694129246262589,0.597146671738026,0.557102831673009,0.00439792567789478,0.00301369856102709,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_fadb8da1a816","Bonaparte's Gull","conditional_positive_numeric_count",,,,,,,,,,"failed_insufficient_support","failed_insufficient_support"
"placebo_p90_s2_vs_s1","atx_fc0a9b777dcd","Bald Eagle","checklist_reporting",0.00229027878059889,0.00510886070110919,0.0028185819205103,1.00229290347242,1.00512193318229,0.999385272494094,0.999437024583785,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_fc0a9b777dcd","Bald Eagle","conditional_positive_numeric_count",-0.0288309957603597,-0.0273982483372907,0.00143274742306901,0.971580651841347,0.972973679206463,0.138736060675145,0.176251089463797,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_v2_000002","Black Oystercatcher","checklist_reporting",0.0311074958008776,0.027913985248828,-0.00319351055204955,1.03159639020666,1.02830723102673,0.984160206038354,0.999437024583785,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_v2_000002","Black Oystercatcher","conditional_positive_numeric_count",-0.0264212938851741,-0.0349197445233056,-0.00849845063813152,0.9739246946479,0.965682914490334,0.677840639042051,0.723615895552501,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_v2_000003","Dunlin","checklist_reporting",1.69845141593291,1.11614272301514,-0.582308692917772,5.46547708419665,3.0530549827732,0.00434204975897379,0.0609573835441345,FALSE,TRUE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_v2_000003","Dunlin","conditional_positive_numeric_count",,,,,,,,,,"failed_insufficient_support","failed_insufficient_support"
"placebo_p90_s2_vs_s1","atx_v2_000006","Black-bellied Plover","checklist_reporting",0.9617998244119,0.828824451808885,-0.132975372603015,2.6164013011543,2.2906244175308,0.621272567520266,0.794626802092877,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_v2_000006","Black-bellied Plover","conditional_positive_numeric_count",,,,,,,,,,"failed_insufficient_support","failed_insufficient_support"
"placebo_p90_s2_vs_s1","atx_v2_000007","Common Raven","checklist_reporting",-0.0906941571268838,-0.0797065572190425,0.0109875999078413,0.913296993565303,0.923387267962513,0.110272299988816,0.291594251996672,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_v2_000007","Common Raven","conditional_positive_numeric_count",-0.015602114441827,-0.00896550596192521,0.00663660847990179,0.984518968013705,0.991074564347039,0.479398042250422,0.758254136173973,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_v2_000011","Glaucous Gull","checklist_reporting",7.91613809553752,7.94315564974479,0.0270175542072719,2741.16446283617,2816.23354751088,0.999385272494094,0.999437024583785,FALSE,FALSE,"completed","completed"
"placebo_p90_s2_vs_s1","atx_v2_000011","Glaucous Gull","conditional_positive_numeric_count",,,,,,,,,,"failed_insufficient_support","failed_insufficient_support"
