"analysis_version","sensitivity","analysis_taxon_id","species","outcome","comparison","estimate","standard_error","conf_low","conf_high","ratio","ratio_conf_low","ratio_conf_high","p_value","q_value","primary_estimate","primary_standard_error","primary_q_value","sign_preserved","status","linked_candidate_events","start_anchor_window_events","positive_dose_scored_events","no_component_events_dropped_before_log","surface_only_status","surface_linked_candidate_events","surface_positive_events","surface_no_component_events_dropped_before_log","index_extent_correlation","index_extent_event_n","length_link_grand_mean"
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_35518e24dfdd","Common Merganser","checklist_reporting","dose_did_active_minus_pre",-0.0355481967646056,0.0326215153413552,-0.0994851919547828,0.0283887984255715,0.965076219557701,0.905303355542276,1.02879560078278,0.275838136826825,0.877067903800307,-0.0305306401094212,0.0242110233907938,0.462037651632741,TRUE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_35518e24dfdd","Common Merganser","conditional_positive_numeric_count","dose_did_active_minus_pre",-0.0257499510145424,0.0219768053286442,-0.068823697953933,0.0173237959248481,0.974578751571845,0.933491241987423,1.01747472316203,0.241322490028118,0.434603261807728,-0.0160568871068926,0.0157768689242848,0.758734342370173,TRUE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_35707a9578d5","Pelagic Cormorant","checklist_reporting","dose_did_active_minus_pre",0.0252134180039352,0.0462025039139064,-0.0653418256628922,0.115768661670763,1.02553396458266,0.936747204410045,1.12273611019206,0.585261582923408,0.984508202426608,0.0270552050670769,0.03448308413878,0.642481939770475,TRUE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_35707a9578d5","Pelagic Cormorant","conditional_positive_numeric_count","dose_did_active_minus_pre",-0.0357057777719758,0.025973531490211,-0.0866129640441064,0.0152014085001548,0.964924153856482,0.917031951295627,1.01531753760616,0.16922490073913,0.366168905714095,-0.0426221710985157,0.0194161451822238,0.390106575419617,TRUE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_40f730f5ad72","Long-tailed Duck","checklist_reporting","dose_did_active_minus_pre",-0.0669759256530695,0.0517938862498801,-0.168490077322199,0.0345382260160598,0.935217715821511,0.844939647441223,1.03514159695914,0.195968120318672,0.877067903800307,0.0554197643557901,0.0404006927868618,0.462037651632741,FALSE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_40f730f5ad72","Long-tailed Duck","conditional_positive_numeric_count","dose_did_active_minus_pre",-0.0604693371313967,0.047273606883267,-0.153123904041905,0.0321852297791114,0.941322632228074,0.858023402657205,1.03270877600852,0.200849431096684,0.393664884949501,0.00986073870590976,0.0371817230407727,0.99684195134258,FALSE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_4ae57d328ec6","Greater Scaup","checklist_reporting","dose_did_active_minus_pre",-0.0727948599310575,0.0452068969436082,-0.161398749793343,0.0158090299312284,0.92979154796543,0.850952686239042,1.01593465376887,0.10734109775965,0.751387684317552,0.0498447600097361,0.0342799966672273,0.420630422040978,FALSE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_4ae57d328ec6","Greater Scaup","conditional_positive_numeric_count","dose_did_active_minus_pre",-0.0788911378247047,0.0475269526795965,-0.172042253371653,0.0142599777222439,0.924140522916907,0.841943597461174,1.0143621362196,0.0969297069600538,0.25929083592982,-0.00065591244274296,0.0373151155342931,1,TRUE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_59441ff7abde","Brant","checklist_reporting","dose_did_active_minus_pre",-0.0123587076353309,0.0485429403213623,-0.107501122368878,0.0827837070982163,0.987717347554843,0.898075514478229,1.08630682268136,0.799037230280024,0.984508202426608,0.0470790177231942,0.0373458974814482,0.462037651632741,FALSE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_59441ff7abde","Brant","conditional_positive_numeric_count","dose_did_active_minus_pre",-0.0915192175680451,0.0469892800712049,-0.183616514167072,0.000578079030982184,0.912543779111333,0.83225490060198,1.00057824615087,0.0514554647643535,0.25929083592982,0.027311806943681,0.0351302437938248,0.758734342370173,FALSE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_5a9a3495d0ea","Western Gull","checklist_reporting","dose_did_active_minus_pre",-0.0795526102772301,0.128302158691028,-0.331020220450389,0.171914999895928,0.923529431551068,0.718190646755405,1.18757688476485,0.535230735185362,0.984508202426608,-0.0883925775675441,0.102299403210648,0.633008534140379,TRUE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_5a9a3495d0ea","Western Gull","conditional_positive_numeric_count","dose_did_active_minus_pre",-0.0994573244262236,0.0518848558584977,-0.201149773251931,0.00223512439948403,0.905328584460923,0.81778993932245,1.0022376241521,0.0552524880004531,0.25929083592982,-0.0868822295568023,0.0422630697633589,0.390106575419617,TRUE,"completed_with_singular_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_6b4cfd1ab927","Horned Grebe","checklist_reporting","dose_did_active_minus_pre",0.045191787873138,0.0390079003792603,-0.0312622919827386,0.121645867729015,1.04622849460625,0.969221320751378,1.12935409022728,0.246648181784577,0.877067903800307,0.00238985571641536,0.0294771535814991,0.954869562952147,TRUE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_6b4cfd1ab927","Horned Grebe","conditional_positive_numeric_count","dose_did_active_minus_pre",-0.0182597204790805,0.0212683592594071,-0.0599449386377774,0.0234254976796164,0.981905978147277,0.941816389849986,1.02370202972888,0.390594785811748,0.611723850621258,-0.00782947152232135,0.0166734098110993,0.948307880200638,TRUE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_6cbe5bbd310c","Rhinoceros Auklet","checklist_reporting","dose_did_active_minus_pre",0.012942560716853,0.169457551400938,-0.319188136937331,0.345073258371037,1.01302667816245,0.726738810029929,1.41209336353811,0.939119630796719,0.984508202426608,-0.0676072463614395,0.129976058114674,0.798511893570019,FALSE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_6cbe5bbd310c","Rhinoceros Auklet","conditional_positive_numeric_count","dose_did_active_minus_pre",,,,,,,,,,,,,,"failed_insufficient_support",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_725074cbfcb6","Glaucous-winged Gull","checklist_reporting","dose_did_active_minus_pre",0.00380326049451273,0.031777579014295,-0.0584796498893813,0.0660861708784068,1.00381050206733,0.943197434376491,1.06831877116668,0.904733656685863,0.984508202426608,0.0589570124982181,0.0239847976059039,0.171101354895646,TRUE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_725074cbfcb6","Glaucous-winged Gull","conditional_positive_numeric_count","dose_did_active_minus_pre",0.000668481773334511,0.0173483540962995,-0.0333336674464605,0.0346706309931295,1.00066870525707,0.967215777322464,1.03527866393253,0.969262829051564,1,0.0970779930917322,0.0131061274603383,6.32693350348329e-12,TRUE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_7571c026ae99","American Herring Gull","checklist_reporting","dose_did_active_minus_pre",-0.041327873658305,0.0572073253753107,-0.153452171045778,0.0707964237291684,0.959514478845338,0.857741788110472,1.07336269245082,0.470034600358493,0.984508202426608,0.0458299090777222,0.044147384551489,0.56391109585921,FALSE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_7571c026ae99","American Herring Gull","conditional_positive_numeric_count","dose_did_active_minus_pre",-0.0795133431792182,0.0367421075754105,-0.151526550743119,-0.00750013561531736,0.923565696583781,0.85939506439242,0.99252792021714,0.0304572014246108,0.236915671060267,-0.0224897938864231,0.0285579480259127,0.758734342370173,TRUE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_7b80ddaff058","Great Blue Heron","checklist_reporting","dose_did_active_minus_pre",-0.0357491826465975,0.0300283126740856,-0.0946035940043128,0.0231052287111179,0.964882272353501,0.909733486809604,1.02337422223186,0.233843698065415,0.877067903800307,-0.0206526991809854,0.0226137164981081,0.631914974438302,TRUE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_7b80ddaff058","Great Blue Heron","conditional_positive_numeric_count","dose_did_active_minus_pre",-0.0259328484468533,0.0154389453430915,-0.056192625278595,0.00432692838488829,0.974400519920151,0.945357018691674,1.00433630305581,0.0930150447365023,0.25929083592982,0.00181578101761703,0.0115221645573546,0.99684195134258,FALSE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_7d980a7c8c37","Northern Pintail","checklist_reporting","dose_did_active_minus_pre",0.0271372214070271,0.0455665209893206,-0.0621715186328297,0.116445961446884,1.02750878929188,0.939721693187575,1.12349679668545,0.551474716674279,0.984508202426608,0.0144107774096016,0.0345921841549216,0.815225287253559,TRUE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_7d980a7c8c37","Northern Pintail","conditional_positive_numeric_count","dose_did_active_minus_pre",-0.0300548689842412,0.0367085467456011,-0.102002298530424,0.0418925605619421,0.970392287648609,0.903027476030364,1.04278243677298,0.412933006579187,0.613142949163036,0.0198947264083055,0.0272006623935829,0.758734342370173,FALSE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_815c98107028","Mallard","checklist_reporting","dose_did_active_minus_pre",-0.0256700090443862,0.0300939992648814,-0.0846531637543287,0.0333131456655563,0.974656664431531,0.918830913006563,1.03387424179318,0.393662479762587,0.984508202426608,-0.033314636415463,0.0226546138644795,0.420630422040978,TRUE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_815c98107028","Mallard","conditional_positive_numeric_count","dose_did_active_minus_pre",-0.0076754010451138,0.015424905416478,-0.0379076601263475,0.0225568580361199,0.99235397962795,0.962801841787011,1.02281318766035,0.61876746124559,0.797884357921946,-0.00711615388459635,0.0113771562765492,0.814100992086626,TRUE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_82312e6f2848","Common Goldeneye","checklist_reporting","dose_did_active_minus_pre",-0.0362151485030559,0.0346455779809118,-0.104119233569217,0.0316889365631051,0.96443277489245,0.90111784751827,1.03219637680952,0.295882659477439,0.877067903800307,0.0298503725558236,0.0260440943809636,0.533661059299963,FALSE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_82312e6f2848","Common Goldeneye","conditional_positive_numeric_count","dose_did_active_minus_pre",-0.0874380448411188,0.0203512187011876,-0.127325700536945,-0.047550389145293,0.916275637895103,0.8804468638765,0.953562422726562,1.73553120982345e-05,0.000425205146406746,-0.00420935483759168,0.0156242986660434,0.99684195134258,TRUE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_8608f2ed61cf","Pigeon Guillemot","checklist_reporting","dose_did_active_minus_pre",0.0150178812045036,0.0602598790743697,-0.103089311494,0.133125073903007,1.01513121622231,0.902046406771558,1.14239287293115,0.803191711717176,0.984508202426608,-0.0490180378708669,0.0444716718995646,0.533661059299963,FALSE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_8608f2ed61cf","Pigeon Guillemot","conditional_positive_numeric_count","dose_did_active_minus_pre",0.0596735269006621,0.0404281371356744,-0.019564165847306,0.13891121964863,1.06148994205862,0.980625970473593,1.14902208489078,0.139933291455016,0.326511013395037,0.0427395821896145,0.0294423661927686,0.594526161865958,TRUE,"completed_with_convergence_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_86eda7ed9025","Red-necked Grebe","checklist_reporting","dose_did_active_minus_pre",-0.0108653424223913,0.0427103749400346,-0.0945761390710613,0.0728454542262787,0.989193472204169,0.90975846382463,1.07556430015249,0.799189751584526,0.984508202426608,-0.00966114926729348,0.0321235606902876,0.870155006573949,TRUE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_86eda7ed9025","Red-necked Grebe","conditional_positive_numeric_count","dose_did_active_minus_pre",-0.0473643480086065,0.0269212602998118,-0.100129048614666,0.00540035259745264,0.953739841066631,0.904720657554716,1.00541496078616,0.0785153758532808,0.25929083592982,-0.0197364698765906,0.0200100366773665,0.758734342370173,TRUE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_87b306550dba","Harlequin Duck","checklist_reporting","dose_did_active_minus_pre",0.0829817588696131,0.0447757569092603,-0.0047771120530575,0.170740629792284,1.0865219889782,0.995234280198819,1.18618304857557,0.0638430549966311,0.751387684317552,0.0511787537158062,0.0334965592791369,0.413370882707833,TRUE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_87b306550dba","Harlequin Duck","conditional_positive_numeric_count","dose_did_active_minus_pre",-0.0409420348819852,0.0227024680089913,-0.0854380545397808,0.0035539847758104,0.959884768169113,0.918110014040043,1.00356030766797,0.0713226244145332,0.25929083592982,-0.0301528330483373,0.0164511090027628,0.458759995988611,TRUE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_98ca0000b734","Brandt's Cormorant","checklist_reporting","dose_did_active_minus_pre",0.0254974384125328,0.0758762696138481,-0.12321731731186,0.174212194136926,1.0258252785259,0.884071517637663,1.19030811542787,0.736840933801106,0.984508202426608,0.00233062931032677,0.0568586419194176,0.967303958049467,TRUE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
"post_stage4a_stage3_dose_v1","log_length_adjusted","atx_98ca0000b734","Brandt's Cormorant","conditional_positive_numeric_count","dose_did_active_minus_pre",0.0248574429634197,0.0751746050912114,-0.122482075567376,0.172196961494215,1.02516896505728,0.884721762936991,1.18791178305338,0.740899228913771,0.830493847921453,-0.00360462085187463,0.0492460030033738,1,FALSE,"completed_with_rank_deficiency_warning",950,934,923,11,"non_estimable_insufficient_method_support_68_linked_events",68,56,12,0.876280185728269,11908,7.42290339269504
