"analysis_version","analysis_taxon_id","species","outcome","comparison","likelihood_ratio","degrees_freedom","p_value","q_value","n","status"
"post_stage4a_stage3_dose_v1","atx_a444854c6b66","Double-crested Cormorant","conditional_positive_numeric_count","total_dose_model_vs_reduced",59.6937613212212,12,2.56681501355302e-08,1.25773935664098e-07,29011,"completed"
"post_stage4a_stage3_dose_v1","atx_aa5353f6d6d2","Iceland Gull","checklist_reporting","total_dose_model_vs_reduced",37.5126820652949,12,0.000184412515112034,0.000564763327530606,217184,"completed"
"post_stage4a_stage3_dose_v1","atx_aa5353f6d6d2","Iceland Gull","conditional_positive_numeric_count","total_dose_model_vs_reduced",23.4286714307,12,0.0242994154140137,0.0384087533963442,4317,"completed"
"post_stage4a_stage3_dose_v1","atx_acf526bb8010","Marbled Murrelet","checklist_reporting","total_dose_model_vs_reduced",15.198813576586,12,0.230743577473956,0.262940355726136,217200,"completed"
"post_stage4a_stage3_dose_v1","atx_acf526bb8010","Marbled Murrelet","conditional_positive_numeric_count","total_dose_model_vs_reduced",7.0572086128559,12,0.853809905370323,0.929704119181018,3103,"completed"
"post_stage4a_stage3_dose_v1","atx_b3d3ea90f9cb","Canada Goose","checklist_reporting","total_dose_model_vs_reduced",40.6642059236474,12,5.57543000974029e-05,0.00019514005034091,217083,"completed"
"post_stage4a_stage3_dose_v1","atx_b3d3ea90f9cb","Canada Goose","conditional_positive_numeric_count","total_dose_model_vs_reduced",50.07133112679,12,1.35737245219113e-06,4.43408334382437e-06,68271,"completed"
"post_stage4a_stage3_dose_v1","atx_c12b832d2b03","California Gull","checklist_reporting","total_dose_model_vs_reduced",89.206413286207,12,7.03150307276395e-14,1.72271825282717e-12,217200,"completed"
"post_stage4a_stage3_dose_v1","atx_c12b832d2b03","California Gull","conditional_positive_numeric_count","total_dose_model_vs_reduced",67.7308456254032,12,8.49184285176217e-10,5.20125374670433e-09,6644,"completed"
"post_stage4a_stage3_dose_v1","atx_c2d1fbbaf6d3","Red-breasted Merganser","checklist_reporting","total_dose_model_vs_reduced",15.9350489334611,12,0.194229086801523,0.238522723337649,217092,"completed"
"post_stage4a_stage3_dose_v1","atx_c2d1fbbaf6d3","Red-breasted Merganser","conditional_positive_numeric_count","total_dose_model_vs_reduced",24.6196783543419,12,0.0167315554254858,0.0292802219946002,13364,"completed"
"post_stage4a_stage3_dose_v1","atx_c34f23342a55","Pacific Loon","checklist_reporting","total_dose_model_vs_reduced",19.0991133279422,12,0.0861644665515509,0.136195447129871,217200,"completed"
"post_stage4a_stage3_dose_v1","atx_c34f23342a55","Pacific Loon","conditional_positive_numeric_count","total_dose_model_vs_reduced",45.5973278901365,12,8.13848791506052e-06,2.49241192398729e-05,6049,"completed"
"post_stage4a_stage3_dose_v1","atx_c9db024faf12","American Crow","checklist_reporting","total_dose_model_vs_reduced",17.7784348244022,12,0.1225854863544,0.168500450853089,217200,"completed"
"post_stage4a_stage3_dose_v1","atx_c9db024faf12","American Crow","conditional_positive_numeric_count","total_dose_model_vs_reduced",30.3403533567325,12,0.00248103540364302,0.00506544728243784,112180,"completed"
"post_stage4a_stage3_dose_v1","atx_d002764a39e8","Lesser Scaup","checklist_reporting","total_dose_model_vs_reduced",28.0064088588188,12,0.00552011972001744,0.0112702444283689,216290,"completed"
"post_stage4a_stage3_dose_v1","atx_d002764a39e8","Lesser Scaup","conditional_positive_numeric_count","total_dose_model_vs_reduced",7.47047953234141,12,0.825022712186057,0.91877529311629,9378,"completed"
"post_stage4a_stage3_dose_v1","atx_d7dd9536145c","Barrow's Goldeneye","checklist_reporting","total_dose_model_vs_reduced",27.8368486963445,12,0.00584416965710784,0.0114545725279314,216814,"completed"
"post_stage4a_stage3_dose_v1","atx_d7dd9536145c","Barrow's Goldeneye","conditional_positive_numeric_count","total_dose_model_vs_reduced",17.5703153378126,12,0.129373683918919,0.18595541770146,10960,"completed"
"post_stage4a_stage3_dose_v1","atx_e0e678a61ad7","Short-billed Gull","checklist_reporting","total_dose_model_vs_reduced",71.5641492813156,12,1.63088990148852e-10,2.05142847732677e-09,217200,"completed"
"post_stage4a_stage3_dose_v1","atx_e0e678a61ad7","Short-billed Gull","conditional_positive_numeric_count","total_dose_model_vs_reduced",139.894893056146,12,6.28926000786192e-24,1.54086870192617e-22,22003,"completed"
"post_stage4a_stage3_dose_v1","atx_ebf17f77fb66","Western Grebe","checklist_reporting","total_dose_model_vs_reduced",22.8130105036034,12,0.0293560260273546,0.0496015612186337,217186,"completed"
"post_stage4a_stage3_dose_v1","atx_ebf17f77fb66","Western Grebe","conditional_positive_numeric_count","total_dose_model_vs_reduced",23.2935153680764,12,0.0253349560981325,0.0387941515252653,1346,"completed"
"post_stage4a_stage3_dose_v1","atx_fadb8da1a816","Bonaparte's Gull","checklist_reporting","total_dose_model_vs_reduced",25.1267051765608,12,0.0142337393392092,0.0249090438436161,217200,"completed"
"post_stage4a_stage3_dose_v1","atx_fadb8da1a816","Bonaparte's Gull","conditional_positive_numeric_count","total_dose_model_vs_reduced",39.3068274719844,12,9.36579170517371e-05,0.000254957663085284,4025,"completed"
"post_stage4a_stage3_dose_v1","atx_v2_000002","Black Oystercatcher","checklist_reporting","total_dose_model_vs_reduced",10.2993863391239,12,0.589713706018662,0.601999408227385,217200,"completed"
"post_stage4a_stage3_dose_v1","atx_v2_000002","Black Oystercatcher","conditional_positive_numeric_count","total_dose_model_vs_reduced",27.9980808484652,12,0.00553562694870659,0.010432527711024,13626,"completed"
"post_stage4a_stage3_dose_v1","atx_v2_000003","Dunlin","checklist_reporting","total_dose_model_vs_reduced",36.6717242161903,12,0.000252491859855258,0.000727770654876919,217200,"completed"
"post_stage4a_stage3_dose_v1","atx_v2_000003","Dunlin","conditional_positive_numeric_count","total_dose_model_vs_reduced",23.5679413872094,12,0.0232734979935635,0.0380133800561537,5908,"completed"
"post_stage4a_stage3_dose_v1","atx_v2_000006","Black-bellied Plover","checklist_reporting","total_dose_model_vs_reduced",18.3299446408637,12,0.106033357491631,0.157443470214845,217200,"completed"
"post_stage4a_stage3_dose_v1","atx_v2_000006","Black-bellied Plover","conditional_positive_numeric_count","total_dose_model_vs_reduced",14.9933180562657,12,0.241802071904054,0.31191354195715,3973,"completed"
"post_stage4a_stage3_dose_v1","atx_v2_000007","Common Raven","checklist_reporting","total_dose_model_vs_reduced",15.9246334811905,12,0.194712427214408,0.238522723337649,217200,"completed"
"post_stage4a_stage3_dose_v1","atx_v2_000007","Common Raven","conditional_positive_numeric_count","total_dose_model_vs_reduced",10.5524092964333,12,0.56761543595838,0.678369667364893,60940,"completed"
"post_stage4a_stage3_dose_v1","atx_v2_000011","Glaucous Gull","checklist_reporting","total_dose_model_vs_reduced",35.1760999695418,12,0.000439000674565325,0.00113215963440531,217200,"completed"
"post_stage4a_stage3_dose_v1","atx_v2_000011","Glaucous Gull","conditional_positive_numeric_count","total_dose_model_vs_reduced",,,,,185,"failed_insufficient_support"
