"analysis_version","analysis_taxon_id","species","outcome","component","comparison","estimate","standard_error","conf_low","conf_high","ratio","ratio_conf_low","ratio_conf_high","p_value","q_value","n","full_fixed_effect_covariance_used","status"
"post_stage4a_stage3_dose_v1","atx_35707a9578d5","Pelagic Cormorant","conditional_positive_numeric_count","within_location","dose_did_active_minus_pre",-0.0426221710985157,0.0194161451822238,-0.0806771163742752,-0.00456722582275628,0.958273385057037,0.922491500763611,0.995443188092835,0.0281498111943612,0.390106575419617,18881,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_40f730f5ad72","Long-tailed Duck","checklist_reporting","within_location","dose_did_active_minus_pre",0.0554197643557901,0.0404006927868618,-0.0237641384569261,0.134603667168506,1.05698420586135,0.976516005169742,1.1440832567267,0.170140398402377,0.462037651632741,217200,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_40f730f5ad72","Long-tailed Duck","conditional_positive_numeric_count","within_location","dose_did_active_minus_pre",0.00986073870590976,0.0371817230407727,-0.0630140993371479,0.0827355767489674,1.00990951598466,0.938930235301861,1.08625453961281,0.790852375207032,0.99684195134258,2946,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_4ae57d328ec6","Greater Scaup","checklist_reporting","within_location","dose_did_active_minus_pre",0.0498447600097361,0.0342799966672273,-0.0173427988481825,0.117032318867655,1.05110790972813,0.982806721870742,1.1241557605447,0.145933003565237,0.420630422040978,216227,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_4ae57d328ec6","Greater Scaup","conditional_positive_numeric_count","within_location","dose_did_active_minus_pre",-0.00065591244274296,0.0373151155342931,-0.0737921949689084,0.0724803700834225,0.9993443026208,0.928864696544272,1.07517170035222,0.985975778041181,1,4514,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_59441ff7abde","Brant","checklist_reporting","within_location","dose_did_active_minus_pre",0.0470790177231942,0.0373458974814482,-0.0261175963107693,0.120275631757158,1.04820483256666,0.974220518133482,1.12780766835128,0.207445476243272,0.462037651632741,217200,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_59441ff7abde","Brant","conditional_positive_numeric_count","within_location","dose_did_active_minus_pre",0.027311806943681,0.0351302437938248,-0.0415422056603273,0.0961658195476893,1.02768819312548,0.959308846223731,1.10094160649822,0.436896698932935,0.758734342370173,3796,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_5a9a3495d0ea","Western Gull","checklist_reporting","within_location","dose_did_active_minus_pre",-0.0883925775675441,0.102299403210648,-0.288895723500355,0.112110568365267,0.915401440103883,0.749090313846007,1.11863653962094,0.387556245392069,0.633008534140379,216824,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_5a9a3495d0ea","Western Gull","conditional_positive_numeric_count","within_location","dose_did_active_minus_pre",-0.0868822295568023,0.0422630697633589,-0.169716324169089,-0.00404813494451517,0.916785059458323,0.84390417786314,0.995960047708531,0.039806793410165,0.390106575419617,712,TRUE,"completed_with_singular_warning"
"post_stage4a_stage3_dose_v1","atx_6b4cfd1ab927","Horned Grebe","checklist_reporting","within_location","dose_did_active_minus_pre",0.00238985571641536,0.0294771535814991,-0.0553843036700787,0.0601640151029094,1.00239271369786,0.946121480121368,1.0620107180588,0.935382429014348,0.954869562952147,217142,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_6b4cfd1ab927","Horned Grebe","conditional_positive_numeric_count","within_location","dose_did_active_minus_pre",-0.00782947152232135,0.0166734098110993,-0.0405087542515528,0.0248498112069101,0.992201098954251,0.960300757760216,1.02516114124721,0.638656327482062,0.948307880200638,13054,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","checklist_reporting","within_location","dose_did_active_minus_pre",-0.0676072463614395,0.129976058114674,-0.322355639118685,0.187141146395806,0.93462747984438,0.724440505128366,1.2057974670059,0.60295796045083,0.798511893570019,217200,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","conditional_positive_numeric_count","within_location","dose_did_active_minus_pre",,,,,,,,,,1816,TRUE,"failed_insufficient_support"
"post_stage4a_stage3_dose_v1","atx_7571c026ae99","American Herring Gull","checklist_reporting","within_location","dose_did_active_minus_pre",0.0458299090777222,0.044147384551489,-0.0406973746548362,0.132357192810281,1.04689632825024,0.960119642525565,1.14151598775842,0.299218132496724,0.56391109585921,217179,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_7571c026ae99","American Herring Gull","conditional_positive_numeric_count","within_location","dose_did_active_minus_pre",-0.0224897938864231,0.0285579480259127,-0.0784623434895786,0.0334827557167324,0.977761216284437,0.924536874108494,1.03404961212811,0.430980831223571,0.758734342370173,1851,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_7b80ddaff058","Great Blue Heron","checklist_reporting","within_location","dose_did_active_minus_pre",-0.0206526991809854,0.0226137164981081,-0.0649747690738766,0.0236693707119058,0.979559107180334,0.937091106755615,1.02395171349137,0.361094271107601,0.631914974438302,217200,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_7b80ddaff058","Great Blue Heron","conditional_positive_numeric_count","within_location","dose_did_active_minus_pre",0.00181578101761703,0.0115221645573546,-0.0207672465387419,0.024398808573976,1.00181743054621,0.97944690769904,1.02469889511827,0.874779671586346,0.99684195134258,50285,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_7d980a7c8c37","Northern Pintail","checklist_reporting","within_location","dose_did_active_minus_pre",0.0144107774096016,0.0345921841549216,-0.0533886576806218,0.082210212499825,1.01451511324677,0.948011488925693,1.08568401019323,0.676977914470693,0.815225287253559,217200,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_7d980a7c8c37","Northern Pintail","conditional_positive_numeric_count","within_location","dose_did_active_minus_pre",0.0198947264083055,0.0272006623935829,-0.0334175922387501,0.073207045055361,1.02009394542045,0.967134607345387,1.07595328466189,0.464531230022555,0.758734342370173,14278,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_815c98107028","Mallard","checklist_reporting","within_location","dose_did_active_minus_pre",-0.033314636415463,0.0226546138644795,-0.0777168636735047,0.0110875908425786,0.967234184611058,0.925226354652341,1.01114928598392,0.141414120570179,0.420630422040978,217200,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_815c98107028","Mallard","conditional_positive_numeric_count","within_location","dose_did_active_minus_pre",-0.00711615388459635,0.0113771562765492,-0.0294149704331167,0.015182662663924,0.992909105985236,0.971013438983222,1.01529850480827,0.53165779075045,0.814100992086626,81526,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_82312e6f2848","Common Goldeneye","checklist_reporting","within_location","dose_did_active_minus_pre",0.0298503725558236,0.0260440943809636,-0.0211951144408269,0.0808958595524742,1.03030036120979,0.979027923446787,1.08425797557623,0.25173414401848,0.533661059299963,216892,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_82312e6f2848","Common Goldeneye","conditional_positive_numeric_count","within_location","dose_did_active_minus_pre",-0.00420935483759168,0.0156242986660434,-0.0348324175067339,0.0264137078315505,0.995799492078859,0.965767248380471,1.02676564160505,0.787613574414299,0.99684195134258,21195,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_8608f2ed61cf","Pigeon Guillemot","checklist_reporting","within_location","dose_did_active_minus_pre",-0.0490180378708669,0.0444716718995646,-0.136180913126295,0.0381448373845616,0.952163954533148,0.872684738082328,1.03888169088924,0.270361429285751,0.533661059299963,217200,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_8608f2ed61cf","Pigeon Guillemot","conditional_positive_numeric_count","within_location","dose_did_active_minus_pre",0.0427395821896145,0.0294423661927686,-0.0149663951678517,0.100445559547081,1.04366607022538,0.985145044680683,1.10566344724674,0.146602999217605,0.594526161865958,6342,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_86eda7ed9025","Red-necked Grebe","checklist_reporting","within_location","dose_did_active_minus_pre",-0.00966114926729348,0.0321235606902876,-0.0726221712754438,0.0532998727408568,0.990385369705842,0.929952126282477,1.0547458872409,0.763605413932241,0.870155006573949,217200,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_86eda7ed9025","Red-necked Grebe","conditional_positive_numeric_count","within_location","dose_did_active_minus_pre",-0.0197364698765906,0.0200100366773665,-0.0589554210935545,0.0194824813403733,0.980457019223568,0.942748794930692,1.01967350339115,0.323971928507509,0.758734342370173,8109,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_87b306550dba","Harlequin Duck","checklist_reporting","within_location","dose_did_active_minus_pre",0.0511787537158062,0.0334965592791369,-0.0144732960773131,0.116830803508925,1.05251101672399,0.985630938593341,1.12392924871692,0.126542106951377,0.413370882707833,217200,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_87b306550dba","Harlequin Duck","conditional_positive_numeric_count","within_location","dose_did_active_minus_pre",-0.0301528330483373,0.0164511090027628,-0.0623964141994951,0.00209074810282054,0.970297228732598,0.939510377707726,1.00209293524062,0.0668211023698759,0.458759995988611,12030,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_98ca0000b734","Brandt's Cormorant","checklist_reporting","within_location","dose_did_active_minus_pre",0.00233062931032677,0.0568586419194176,-0.109110261061591,0.113771519682245,1.00233334733798,0.896631548501241,1.12049608433376,0.967303958049467,0.967303958049467,217200,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_98ca0000b734","Brandt's Cormorant","conditional_positive_numeric_count","within_location","dose_did_active_minus_pre",-0.00360462085187463,0.0492460030033738,-0.100125013121039,0.0929157714172894,0.996401867994916,0.90472430855653,1.09736930151438,0.941649981079877,1,2573,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_99238953638b","Bufflehead","checklist_reporting","within_location","dose_did_active_minus_pre",-0.0529779756484001,0.024158047124163,-0.100326877948581,-0.00562907334821917,0.948400900167161,0.90454169497226,0.994386740199374,0.0283092332746089,0.231192071742639,217200,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_99238953638b","Bufflehead","conditional_positive_numeric_count","within_location","dose_did_active_minus_pre",0.0206693808070368,0.0110085597554697,-0.000906999835340858,0.0422457614494145,1.02088447183524,0.999093411364681,1.04315081350676,0.0604395246041146,0.458759995988611,50039,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_9ae1aa9b7fdf","Common Loon","checklist_reporting","within_location","dose_did_active_minus_pre",-0.0270889051819454,0.0278818475686072,-0.0817363222388512,0.0275585118749604,0.973274708512734,0.921514909652801,1.02794176014737,0.331269180344679,0.601192216181084,217199,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_9ae1aa9b7fdf","Common Loon","conditional_positive_numeric_count","within_location","dose_did_active_minus_pre",0.00573795301271668,0.0131734234224973,-0.0200814824484744,0.0315573884739078,1.00575444659648,0.980118807572735,1.03206060227911,0.663148466999858,0.955713967146854,15359,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_a113baee5693","American Wigeon","checklist_reporting","within_location","dose_did_active_minus_pre",0.0192944804942593,0.0253901825775793,-0.0304693629186926,0.0690583239072111,1.01948182192846,0.969990149279055,1.07149870131677,0.447303042775855,0.644642620471086,217190,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_a113baee5693","American Wigeon","conditional_positive_numeric_count","within_location","dose_did_active_minus_pre",0.0187031676770121,0.0178003614492558,-0.0161848996753245,0.0535912350293487,1.01887916745642,0.98394537205491,1.05505324519047,0.293387932968308,0.758734342370173,34665,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_a444854c6b66","Double-crested Cormorant","checklist_reporting","within_location","dose_did_active_minus_pre",0.0584582581319336,0.0300050353357562,-0.000350530481000207,0.117267046744867,1.06020073001195,0.999649530947631,1.12441966221135,0.0513812780455966,0.251343267310706,217200,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_a444854c6b66","Double-crested Cormorant","conditional_positive_numeric_count","within_location","dose_did_active_minus_pre",0.016334419312199,0.0185811275086277,-0.0200839213968578,0.0527527600212558,1.01646855528853,0.980116417116469,1.05416898018103,0.379354348776927,0.758734342370173,29011,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_aa5353f6d6d2","Iceland Gull","checklist_reporting","within_location","dose_did_active_minus_pre",0.104597995611241,0.0329193838931716,0.0400771887873764,0.169118802435105,1.11026418955327,1.04089111621465,1.18426082363661,0.00148602779180724,0.0364076808992773,217184,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_aa5353f6d6d2","Iceland Gull","conditional_positive_numeric_count","within_location","dose_did_active_minus_pre",-0.0260645763054032,0.0338620055956802,-0.0924328877172302,0.0403037351064238,0.974272172679931,0.911710395877201,1.04112695297852,0.441460513124779,0.758734342370173,4317,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_acf526bb8010","Marbled Murrelet","checklist_reporting","within_location","dose_did_active_minus_pre",-0.149387267277207,0.0769286068083958,-0.300164566002506,0.00139003144809141,0.861235521972687,0.740696317219415,1.00139099798959,0.052149828010394,0.251343267310706,217200,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_acf526bb8010","Marbled Murrelet","conditional_positive_numeric_count","within_location","dose_did_active_minus_pre",0.049754838405352,0.0665586185668415,-0.0806976568463963,0.1802073336571,1.05101339666796,0.922472552547261,1.19746561231037,0.45474121452788,0.758734342370173,3103,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_b3d3ea90f9cb","Canada Goose","checklist_reporting","within_location","dose_did_active_minus_pre",-0.00596895501652432,0.0236775283526798,-0.0523760578307027,0.0404381477976541,0.994048823804222,0.94897193140699,1.04126690305951,0.800968662685303,0.891987828899542,217083,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_b3d3ea90f9cb","Canada Goose","conditional_positive_numeric_count","within_location","dose_did_active_minus_pre",-0.0237734786196457,0.0162358506739875,-0.0555951611990316,0.00804820395974019,0.97650688439395,0.945922004315207,1.0080806778135,0.143123394437849,0.594526161865958,68271,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_c12b832d2b03","California Gull","checklist_reporting","within_location","dose_did_active_minus_pre",0.0574428014455749,0.0300918185546253,-0.00153607915080487,0.116421682041955,1.059124688521,0.998465100014933,1.12346951918293,0.0562727248322793,0.251343267310706,217200,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_c12b832d2b03","California Gull","conditional_positive_numeric_count","within_location","dose_did_active_minus_pre",-0.0112027757636476,0.0283519550481332,-0.0667715865492871,0.044366035021992,0.988859741654768,0.935408836897493,1.04536492504046,0.692745185852703,0.969843260193784,6644,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_c2d1fbbaf6d3","Red-breasted Merganser","checklist_reporting","within_location","dose_did_active_minus_pre",0.0593958468194415,0.0282579746430872,0.00401123424294439,0.114780459395939,1.06119522836525,1.00401929001061,1.12162716783387,0.035560765587096,0.248925359109672,217092,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_c2d1fbbaf6d3","Red-breasted Merganser","conditional_positive_numeric_count","within_location","dose_did_active_minus_pre",0.0365363567669324,0.0212001223639435,-0.0050151195342389,0.0780878330681038,1.03721201300767,0.994997435181165,1.08121762116055,0.0848156533060093,0.458759995988611,13364,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_c34f23342a55","Pacific Loon","checklist_reporting","within_location","dose_did_active_minus_pre",-0.00426033675029768,0.0357614802955053,-0.074351550163327,0.0658308766627316,0.995748725610178,0.928345276535031,1.06804607037485,0.905170777164983,0.954869562952147,217200,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_c34f23342a55","Pacific Loon","conditional_positive_numeric_count","within_location","dose_did_active_minus_pre",-0.0495023560480245,0.037712926796262,-0.123418334320294,0.0244136222242446,0.951702915876046,0.883893822086459,1.02471407476177,0.18931447683493,0.618427290994103,6049,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_c9db024faf12","American Crow","checklist_reporting","within_location","dose_did_active_minus_pre",0.0166819633277896,0.0200562275181604,-0.0226275202735459,0.0559914469291251,1.01682188424709,0.977626562037584,1.05758863806735,0.405544551950952,0.641022033728924,217200,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_c9db024faf12","American Crow","conditional_positive_numeric_count","within_location","dose_did_active_minus_pre",0.00669182714544912,0.0105112202790405,-0.0139097860350374,0.0272934403259356,1.00671426744834,0.986186508044997,1.02766931814261,0.524361603700548,0.814100992086626,112180,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_d002764a39e8","Lesser Scaup","checklist_reporting","within_location","dose_did_active_minus_pre",0.135543396134413,0.0614236109643815,0.0151553308438254,0.255931461425,1.14515889022528,1.01527075523142,1.29166419608244,0.0273351233369434,0.231192071742639,216290,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_d002764a39e8","Lesser Scaup","conditional_positive_numeric_count","within_location","dose_did_active_minus_pre",0.0195913497323435,0.0542416997891933,-0.0867204283147092,0.125903127779396,1.01978451964877,0.916933408420875,1.1341722931726,0.717960308562628,0.977223753321355,9378,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_d7dd9536145c","Barrow's Goldeneye","checklist_reporting","within_location","dose_did_active_minus_pre",0.0246580867621817,0.040210588221982,-0.0541532179500735,0.103469391474437,1.02496461163702,0.947286954016873,1.10901184762807,0.53972841836267,0.749729746469673,216814,TRUE,"completed_with_rank_deficiency_warning"
"post_stage4a_stage3_dose_v1","atx_d7dd9536145c","Barrow's Goldeneye","conditional_positive_numeric_count","within_location","dose_did_active_minus_pre",0.0681692685850055,0.0406596983865991,-0.0115222758749901,0.147860813045001,1.07054650303482,0.988543851323392,1.15935151852475,0.0936244889772676,0.458759995988611,10960,TRUE,"completed_with_rank_deficiency_warning"
