"species","outcome","ratio","ratio_conf_low","ratio_conf_high","q_value","n","status"
"Brant","conditional_positive_numeric_count",1.0693258850346,0.965384565911555,1.18445838972506,0.338841275661963,3796,"completed"
"Western Gull","checklist_reporting",1.16551862174434,0.903127257029248,1.50414423555466,0.395917766159165,216824,"completed"
"Western Gull","conditional_positive_numeric_count",1.07266022268008,0.99311201052606,1.15858024183052,0.148797850005198,712,"completed_with_singular_warning"
"Horned Grebe","checklist_reporting",0.933803119849375,0.866785528818515,1.00600233581311,0.163363315902389,217142,"completed"
"Horned Grebe","conditional_positive_numeric_count",1.02031615412059,0.976804551416958,1.06576597421592,0.525726526634795,13054,"completed"
"Rhinoceros Auklet","checklist_reporting",0.751036435611007,0.570109146869075,0.989381999417073,0.111368634367205,217200,"completed"
"Rhinoceros Auklet","conditional_positive_numeric_count",,,,,1816,"failed_insufficient_support"
"Glaucous-winged Gull","checklist_reporting",1.13735500178618,1.07558429318161,1.20267319659496,5.00819359055838e-05,217037,"completed"
"Glaucous-winged Gull","conditional_positive_numeric_count",1.16941492915672,1.13457357401657,1.2053262193419,1.66599221144593e-22,85053,"completed"
"American Herring Gull","checklist_reporting",1.39062760424744,1.2334536886374,1.56782954358934,8.51492901048739e-07,217179,"completed"
"American Herring Gull","conditional_positive_numeric_count",1.0335127911399,0.956446432934555,1.11678882650282,0.563773770022676,1851,"completed"
"Great Blue Heron","checklist_reporting",1.0104401000231,0.955367979751458,1.06868684881013,0.838765938037213,217200,"completed"
"Great Blue Heron","conditional_positive_numeric_count",1.00331147605301,0.976054555085988,1.03132956322404,0.87080019078716,50285,"completed"
"Northern Pintail","checklist_reporting",1.20532868051395,1.10091867717084,1.31964082197513,0.000321095707698144,217200,"completed"
"Northern Pintail","conditional_positive_numeric_count",1.08240006542273,0.998548942837289,1.17329241599131,0.113475742859638,14278,"completed"
"Mallard","checklist_reporting",1.01430290126083,0.960420164752143,1.07120863686951,0.744798270375646,217200,"completed"
"Mallard","conditional_positive_numeric_count",1.07219141413686,1.0407424524699,1.10459069467241,2.0477866820198e-05,81526,"completed"
"Common Goldeneye","checklist_reporting",0.995889853681531,0.933912060299994,1.06198071834219,0.946004757190418,216892,"completed"
"Common Goldeneye","conditional_positive_numeric_count",1.19596589458618,1.14724052634937,1.24676071683484,5.19133719770113e-16,21195,"completed"
"Pigeon Guillemot","checklist_reporting",0.989632650029501,0.87831705708661,1.1150560883481,0.942639171251674,217200,"completed"
"Pigeon Guillemot","conditional_positive_numeric_count",1.01758934883943,0.942782959769299,1.09833135202702,0.771927823788218,6342,"completed"
"Red-necked Grebe","checklist_reporting",1.06410483275235,0.972281824090747,1.16459967370655,0.327116954752718,217200,"completed"
"Red-necked Grebe","conditional_positive_numeric_count",1.01789256842977,0.958273370474712,1.08122098848608,0.702046394985908,8109,"completed"
"Harlequin Duck","checklist_reporting",1.15027671671264,1.04842588129133,1.26202199756985,0.0134381384326743,217200,"completed"
"Harlequin Duck","conditional_positive_numeric_count",1.20272173085304,1.14911948017655,1.25882433186486,1.93022095576243e-14,12030,"completed"
"Brandt's Cormorant","checklist_reporting",0.990839934711987,0.849671016237956,1.15546341755537,0.946004757190418,217200,"completed"
"Brandt's Cormorant","conditional_positive_numeric_count",1.02602110559915,0.89366830210303,1.17797543748344,0.802693556038634,2573,"completed"
"Bufflehead","checklist_reporting",0.942593025375456,0.891117631589605,0.997041894347385,0.110339875065313,217200,"completed"
"Bufflehead","conditional_positive_numeric_count",1.1204633543132,1.09035478211344,1.15140333123991,3.15240837869813e-15,50039,"completed"
"Common Loon","checklist_reporting",0.941399741864104,0.874510708665812,1.01340494198622,0.226027324179586,217199,"completed"
"Common Loon","conditional_positive_numeric_count",1.04504655207801,1.00818324627148,1.08325773122008,0.0413558003378026,15359,"completed"
"American Wigeon","checklist_reporting",1.10560158456316,1.04193091289289,1.17316306548076,0.00436339698500843,217190,"completed"
"American Wigeon","conditional_positive_numeric_count",1.05644774129413,1.00813757218875,1.10707294408476,0.0520193998101351,34665,"completed"
"Double-crested Cormorant","checklist_reporting",1.02961216762428,0.961353960920457,1.10271685436752,0.570889015616783,217200,"completed"
"Double-crested Cormorant","conditional_positive_numeric_count",1.09630968005533,1.04907451603555,1.14567163362712,0.000163924576524155,29011,"completed"
"Iceland Gull","checklist_reporting",1.29090627469726,1.17925888805369,1.41312397721516,5.04947711878446e-07,217184,"completed"
"Iceland Gull","conditional_positive_numeric_count",1.1414978039896,1.03189318028065,1.26274430475323,0.0275557361574524,4317,"completed"
"Marbled Murrelet","checklist_reporting",0.935217269042057,0.763741223535125,1.14519331072124,0.670604342596355,217200,"completed"
"Marbled Murrelet","conditional_positive_numeric_count",1.07593487954328,0.937104938988661,1.23533215636144,0.476126592641651,3103,"completed"
"Canada Goose","checklist_reporting",0.991409159442069,0.940129848140965,1.04548549689091,0.857342627397333,217083,"completed"
"Canada Goose","conditional_positive_numeric_count",1.04313805789605,1.00511297085027,1.08260169691238,0.0565234208539867,68271,"completed"
"California Gull","checklist_reporting",1.31538553121289,1.21185248703858,1.42776378662426,1.34547924276646e-09,217200,"completed"
"California Gull","conditional_positive_numeric_count",1.14754774001871,1.05900665309068,1.24349154160534,0.00276416168841378,6644,"completed"
"Red-breasted Merganser","checklist_reporting",0.991466015326304,0.919341788819264,1.06924853357261,0.919805905749992,217092,"completed"
"Red-breasted Merganser","conditional_positive_numeric_count",1.12787380100669,1.06711086249821,1.19209667495949,8.59405255566222e-05,13364,"completed"
"Pacific Loon","checklist_reporting",0.936764621079169,0.846413412955736,1.03676045520263,0.367695042933349,217200,"completed"
"Pacific Loon","conditional_positive_numeric_count",1.15669593801429,1.03591215174182,1.29156269744407,0.0275557361574524,6049,"completed_with_convergence_warning"
"American Crow","checklist_reporting",1.02454731468472,0.97589935914681,1.07562033952495,0.508704604764138,217200,"completed"
"American Crow","conditional_positive_numeric_count",1.00805471290565,0.983834878685135,1.03287078576578,0.680704773653228,112180,"completed"
"Lesser Scaup","checklist_reporting",1.26217488947,1.10879766356326,1.43676840595878,0.00228161775534749,216290,"completed"
"Lesser Scaup","conditional_positive_numeric_count",1.0884243796051,0.963405802124219,1.22966628133926,0.306930551311193,9378,"completed"
"Barrow's Goldeneye","checklist_reporting",1.05257632376216,0.967813996907743,1.14476223828604,0.395917766159165,216814,"completed"
"Barrow's Goldeneye","conditional_positive_numeric_count",1.09955487022438,1.01337796386571,1.19306019643662,0.0521208626686396,10960,"completed"
"Short-billed Gull","checklist_reporting",1.25076029865524,1.17110062293813,1.33583852151601,1.27863966180429e-09,217200,"completed"
"Short-billed Gull","conditional_positive_numeric_count",1.29975603604821,1.22897499222397,1.37461361210179,1.02282689923671e-18,22003,"completed"
"Western Grebe","checklist_reporting",0.767908230469407,0.609622203146494,0.967292607419933,0.0798096623456756,217186,"completed"
"Western Grebe","conditional_positive_numeric_count",1.1176726658252,0.787842101497147,1.58558699206218,0.680996049081459,1346,"completed"
"Bonaparte's Gull","checklist_reporting",1.48090431091735,1.2240871016959,1.79160255430778,0.000321095707698144,217200,"completed"
"Bonaparte's Gull","conditional_positive_numeric_count",1.16261970977827,0.868900538899201,1.55562636809657,0.476126592641651,4025,"completed"
"Bald Eagle","checklist_reporting",1.04106153537422,0.993279940179803,1.09114165764744,0.203374973279404,217199,"completed"
"Bald Eagle","conditional_positive_numeric_count",1.06258039626907,1.04547362154422,1.07996708407394,1.76252229644815e-12,83359,"completed"
"Black Oystercatcher","checklist_reporting",0.961284120796209,0.885022857993937,1.04411671692808,0.523693341358451,217200,"completed"
"Black Oystercatcher","conditional_positive_numeric_count",0.992717515522004,0.95169130362901,1.03551231567032,0.804220814194581,13626,"completed"
"Dunlin","checklist_reporting",0.962044643926255,0.8617932596426,1.07395815243557,0.670604342596355,217200,"completed"
"Dunlin","conditional_positive_numeric_count",1.01540730416149,0.879902231365008,1.17178017806024,0.872198095614585,5908,"completed"
"Black-bellied Plover","checklist_reporting",0.942728125769902,0.83035745433837,1.07030570325376,0.527169282059606,217200,"completed"
"Black-bellied Plover","conditional_positive_numeric_count",0.963029244734942,0.862551348504835,1.07521172834797,0.680273720586879,3973,"completed"
"Common Raven","checklist_reporting",0.942578343007165,0.898810874354696,0.988477062367544,0.0506747575618012,217200,"completed"
"Common Raven","conditional_positive_numeric_count",0.999474871740208,0.981625145436527,1.01764917482414,0.954442015622478,60940,"completed"
"Glaucous Gull","checklist_reporting",,,,,217200,"failed_numerical_fit_no_fallback"
"Glaucous Gull","conditional_positive_numeric_count",,,,,185,"failed_insufficient_support"
