"analysis_taxon_id","unit_label","common_name","guild_ids","outcome","estimate_spawn_start","standard_error_spawn_start","estimate_early_egg","standard_error_early_egg","timing_contrast","persisted_summary_timing_contrast","persisted_minus_frozen_timing_contrast","approximate_timing_variance","approximate_timing_standard_error","spawn_early_covariance","covariance_sign","exact_timing_variance","exact_timing_standard_error","exact_conf_low","exact_conf_high","ratio_spawn_start_vs_early_egg","exact_standard_error_divided_by_approximate","exact_inverse_variance_weight","exact_variance_method"
"atx_6b4cfd1ab927","Horned Grebe","Horned Grebe","piscivore_active_spawn","detection",-0.055656382641294,0.0536131003325082,0.00832633345491295,0.0418265776816509,-0.063982716096207,-0.0639827177711107,-1.67490367408707e-09,0.00462382712782277,0.0679987288691691,0.000782948075216778,"positive",0.00305793128909831,0.0552985649822697,-0.172365911858203,0.0444004796657895,0.938021212059006,0.813229392694461,327.018466230767,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_6cbe5bbd310c","Rhinoceros Auklet","Rhinoceros Auklet","alcid_piscivore","detection",-0.467370074875379,0.173232909948178,-0.299309542108303,0.143959515191797,-0.168060532767076,-0.168060528384218,4.38285846504627e-09,0.0507339831033708,0.225242054473339,0.00930276606313647,"positive",0.0321284506969866,0.17924410923929,-0.519372531317048,0.183251465782896,0.845302664626635,0.795784382531934,31.1250613803731,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_725074cbfcb6","Glaucous-winged Gull","Glaucous-winged Gull","gull_roe","detection",0.158014809505677,0.042738617774562,0.0930095606644873,0.0309339178527104,0.0650052488411897,0.0650052490704083,2.29218616309979e-10,0.00278349672299834,0.0527588544511567,0.000404357996015019,"positive",0.00197478070828053,0.0444385047934844,-0.0220926200808502,0.15210311776323,1.06716462574714,0.84229472485277,506.385339803482,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_7571c026ae99","American Herring Gull","American Herring Gull","gull_roe","detection",0.401765463789135,0.0870850889921498,0.393575308216387,0.0781586086808495,0.00819015557274805,0.00819015585927579,2.86527744239318e-10,0.0136925808356968,0.117015301716044,0.00387677788847556,"positive",0.00593902500295374,0.077065069927651,-0.142854605951509,0.159234917097005,1.00822378664878,0.658589678422242,168.377806037633,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_7b80ddaff058","Great Blue Heron","Great Blue Heron","shoreline_scavenger","detection",0.114106391151865,0.0403225103220613,-0.0150909523922313,0.0311254239168609,0.129197343544096,0.129197343345108,-1.98987770705372e-10,0.00259469685267704,0.0509381669544266,0.000417642547343846,"positive",0.00175941176444391,0.041945342583461,0.0469859827613181,0.211408704326874,1.13791466212175,0.823456066273228,568.371782097334,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_7d980a7c8c37","Northern Pintail","Northern Pintail","surface_vegetation_roe","detection",0.243739193860187,0.0659318924608729,0.259487456167164,0.0516161148427055,-0.015748262306977,-0.0157482612907296,1.01624740567186e-09,0.00701123775492747,0.0837331341520636,0.00131239017016675,"positive",0.00438645699950949,0.0662303329261562,-0.14555732952634,0.114060804912386,0.984375093182086,0.790969233348875,227.974422207222,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_815c98107028","Mallard","Mallard","surface_vegetation_roe","detection",0.0640167472878936,0.0412590315837948,0.0243781742277471,0.0300177983237075,0.0396385730601465,0.0396385720085862,-1.05156031798836e-09,0.00260337590343535,0.0510232878540315,0.000408725561706199,"positive",0.00178592480999738,0.0422602036199234,-0.0431899040142325,0.122467050134525,1.04043466511138,0.82825324273148,559.933987367288,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_82312e6f2848","Common Goldeneye","Common Goldeneye","roe_diving_seaduck","detection",0.0895848217916289,0.0460067719856823,0.0323221540965319,0.0363295216175636,0.057262667695097,0.0572626673293543,-3.65742686136983e-10,0.00343645720950358,0.0586213033760218,0.000517819366937151,"positive",0.00240081846558942,0.0489981475730401,-0.0387719368572404,0.153297272247434,1.05893392160093,0.835842001989368,416.524620387944,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_8608f2ed61cf","Pigeon Guillemot","Pigeon Guillemot","alcid_piscivore","detection",-0.120749561818027,0.08730979005362,-0.0816222892642726,0.0677201115377532,-0.0391272725537544,-0.0391338958171209,-6.62326336648561e-06,0.0122090129458929,0.110494402328321,0.00255329691404499,"positive",0.00710214535166912,0.0842742270903099,-0.204301722475711,0.126047177368203,0.961628312466573,0.762701325266225,140.802525220775,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_86eda7ed9025","Red-necked Grebe","Red-necked Grebe","piscivore_active_spawn","detection",0.0828540540494742,0.0652336817205201,0.124975850517932,0.0495685664084502,-0.0421217964684578,-0.0421321856368657,-1.03891684078844e-05,0.00671247600660306,0.0819297016142684,0.0011902025321045,"positive",0.00433269134665954,0.0658231824409876,-0.171132863400603,0.0868892704636872,0.95875300073133,0.803410498806506,230.803424474487,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_87b306550dba","Harlequin Duck","Harlequin Duck","roe_diving_seaduck","detection",0.0840606598155484,0.0643940753715651,0.0888248326430449,0.0540244954755494,-0.0047641728274965,-0.00476412894406075,4.38834357472176e-08,0.00706524305434646,0.084055000174567,0.00126342559251538,"positive",0.00453838975728086,0.0673675720007843,-0.136802187674943,0.12727384201995,0.99524715784297,0.801470130996063,220.342468029705,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_98ca0000b734","Brandt's Cormorant","Brandt's Cormorant","piscivore_active_spawn","detection",0.034681181563306,0.0976076257862331,-0.00420017905344591,0.0886630556325397,0.0388813606167519,0.0388813613464285,7.2967663855561e-10,0.0173883860457241,0.13186502965428,0.00354234303799256,"positive",0.0103037002526255,0.101507143850202,-0.16006898550317,0.237831706736674,1.03964713323851,0.769780616713394,97.0525127364011,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_99238953638b","Bufflehead","Bufflehead","roe_diving_seaduck","detection",0.0546670954645342,0.0419492980661138,-0.0860560179469067,0.0312334016903521,0.140723113411441,0.140723113244853,-1.6658785462198e-10,0.00273526898939055,0.0522997991333671,0.000445315163284179,"positive",0.00184463867342963,0.0429492569601574,0.0565441166067763,0.224902110216106,1.15110587807557,0.821212656106663,542.111587707721,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_9ae1aa9b7fdf","Common Loon","Common Loon","piscivore_active_spawn","detection",-0.154524786405528,0.0550726137092688,-0.0832846486351748,0.040372358817633,-0.0712401377703532,-0.0712401385326576,-7.62304358525867e-10,0.00466292013727005,0.0682855778131082,0.000732989455924958,"positive",0.00319694120952958,0.0565414998875126,-0.182059441181753,0.0395791656410469,0.931238239800408,0.828015251511261,312.798995808605,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_a113baee5693","American Wigeon","American Wigeon","surface_vegetation_roe","detection",0.130772403177954,0.0439964025344808,0.128615613850115,0.0329370069825708,0.002156789327839,0.00215678936917982,4.13408179217312e-11,0.00302052986494599,0.0549593473846441,0.000468776531466607,"positive",0.00208297680870647,0.0456396407600505,-0.0872952628292063,0.0916088414848843,1.00215911687098,0.830425449571522,480.082157333764,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_a444854c6b66","Double-crested Cormorant","Double-crested Cormorant","piscivore_active_spawn","detection",0.0209411088581268,0.0493341392456531,0.0218260153024592,0.0378216716529017,-0.000884906444332402,-0.00088490636366774,8.06646624496032e-11,0.0038643361417294,0.0621637848085957,0.000611228712733336,"positive",0.00264187871452975,0.0513992092792268,-0.101625505465454,0.099855692576789,0.999115484969912,0.826835261679877,378.51851203472,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_aa5353f6d6d2","Iceland Gull","Iceland Gull","gull_roe","detection",0.439063594660927,0.0633903882031381,0.326406457679079,0.0518516473045058,0.112657136981848,0.112657137860485,8.7863720465986e-10,0.00670693464473541,0.0818958768481992,0.00130184479319812,"positive",0.00410324502150336,0.0640565767232636,-0.0128914463686754,0.238205720332371,1.11924811836651,0.782170961329321,243.709550553142,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_acf526bb8010","Marbled Murrelet","Marbled Murrelet","alcid_piscivore","detection",-0.108680669488967,0.135663317936685,-0.0208052011819973,0.105557239449767,-0.0878754683069697,-0.0878754685267372,-2.19767495868162e-10,0.0295468666338455,0.171892020273908,0.00529541721834431,"positive",0.0189560321854133,0.137680907120099,-0.357725087621168,0.181974151007229,0.915874925076885,0.800973232502044,52.7536559454409,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_b3d3ea90f9cb","Canada Goose","Canada Goose","surface_vegetation_roe","detection",0.0653134960845698,0.0405112845967702,0.0821017852445436,0.0301009441001953,-0.0167882891599738,-0.0167882986945766,-9.53460279826124e-09,0.00254723101540359,0.0504701002119432,0.000423301839419978,"positive",0.0017006279434989,0.0412386704865579,-0.0976145980839422,0.0640380197639946,0.983351848844782,0.817091115598761,588.018092859618,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_c12b832d2b03","California Gull","California Gull","gull_roe","detection",0.34140800927468,0.0614048905881248,0.145017378634518,0.0494758561707113,0.196390630640162,0.196390630420606,-2.19556400837817e-10,0.00621842093196449,0.0788569650187255,0.00142893240545595,"positive",0.00336055612294524,0.0579703038024232,0.0827709230145672,0.310010338265757,1.21700221084653,0.735132322029607,297.569796014472,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_c2d1fbbaf6d3","Red-breasted Merganser","Red-breasted Merganser","piscivore_active_spawn","detection",0.0155133080781765,0.0553477406426037,-0.0337834696297572,0.0423359543573647,0.0492967777079337,0.0492967776690534,-3.88803433892804e-11,0.00485570542558979,0.0696828919146572,0.000758362074888695,"positive",0.00333898127813252,0.0577839188540594,-0.0639576221316077,0.162551177547475,1.05053207898325,0.829241113081661,299.492544791775,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_c34f23342a55","Pacific Loon","Pacific Loon","piscivore_active_spawn","detection",-0.0898659009303994,0.0699102135394191,-0.0828363131709007,0.057144063238721,-0.00702958775949869,-0.00702968782536394,-1.0006586524669e-07,0.00815288192055812,0.0902933104972795,0.00136466621886192,"positive",0.00542354672687739,0.0736447331917048,-0.151370612466302,0.137311436947304,0.992995061999501,0.815616713864132,184.381190088087,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_c9db024faf12","American Crow","American Crow","shoreline_scavenger","detection",0.0021950138200042,0.0368531289080463,0.0111965631632745,0.027186959051566,-0.0090015493432703,-0.00900156013378364,-1.07905133404917e-08,0.0020972838527846,0.0457961117649152,0.000342884408157425,"positive",0.00141151512503223,0.037570136079501,-0.0826376629533612,0.0646345642668206,0.991038843312332,0.820378294829035,708.458579200254,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_d002764a39e8","Lesser Scaup","Lesser Scaup","roe_diving_seaduck","detection",0.142590999787124,0.0932629348374155,0.240328993420332,0.0680895579651739,-0.097737993633208,-0.0977379936332077,2.63677968348475e-16,0.0133341629183808,0.11547364599068,0.00205693094343094,"positive",0.00922030103151891,0.0960223985928226,-0.28593843658429,0.0904624493178739,0.906886482661383,0.831552496407472,108.456328766444,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_d7dd9536145c","Barrow's Goldeneye","Barrow's Goldeneye","roe_diving_seaduck","detection",-0.0302556516068753,0.0596378838663164,0.0564928212816131,0.0466900081574166,-0.0867484728884884,-0.0867484728884884,1.38777878078145e-17,0.00573663405379187,0.0757405707252848,0.00083605851391273,"positive",0.00406451702596641,0.0637535648098709,-0.211703163801876,0.0382062180248988,0.916907693774832,0.841735996961372,246.031691738881,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_e0e678a61ad7","Short-billed Gull","Short-billed Gull","gull_roe","detection",0.214130578663261,0.0490004298337403,0.187698743214535,0.0367673527910669,0.026431835448726,0.0264318354487257,-2.91433543964104e-16,0.00375288035515408,0.0612607570566515,0.000595851579918753,"positive",0.00256117719531658,0.0506080744083054,-0.0727581677184758,0.125621838615928,1.02678425458823,0.826109190284819,390.445456811275,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_ebf17f77fb66","Western Grebe","Western Grebe","piscivore_active_spawn","detection",-0.340417063157727,0.172008852109796,-0.285433084404068,0.124276987107295,-0.054983978753659,-0.0549839787536588,2.08166817117217e-16,0.0450318147285964,0.212207009141066,0.0053324808204299,"positive",0.0343668530877365,0.185382990286964,-0.418327963062447,0.308360005555129,0.94650031194667,0.873595038341685,29.0978053023086,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_fadb8da1a816","Bonaparte's Gull","Bonaparte's Gull","gull_roe","detection",0.167194913041992,0.15849500364029,0.390995632554236,0.145427772151328,-0.223800719512244,-0.223800719512244,5.55111512312578e-17,0.0462699030918341,0.215104400447397,0.0189427885570731,"positive",0.00838432597768807,0.0915659651709524,-0.40326671345696,-0.0443347255675283,0.799474438151754,0.425681506191895,119.270171825517,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_fc0a9b777dcd","Bald Eagle","Bald Eagle","shoreline_scavenger","detection",0.191449314074097,0.0367647222673918,0.0391373521662256,0.0256443048286089,0.152311961907871,0.152311961907871,0,0.00200927517354107,0.0448249391917163,0.000285270094365312,"positive",0.00143873498481045,0.0379306602211252,0.0779692339646396,0.226654689851102,1.1645234667346,0.846195464067351,695.055038320174,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_v2_000002","Black Oystercatcher","Black Oystercatcher","intertidal_roe_shorebird","detection",-0.0751035022865936,0.0594309837732755,-0.0461509761337417,0.047255785939861,-0.0289525261528519,-0.0289525261528519,1.04083408558608e-17,0.0057651511370533,0.0759285923552735,0.000961560037193878,"positive",0.00384203106266554,0.0619841194393011,-0.150439167867311,0.0925341155616073,0.971462582438046,0.816347538082551,260.278999229698,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_v2_000003","Dunlin","Dunlin","intertidal_roe_shorebird","detection",-0.122922417575726,0.0769547254047546,-0.0455390528270081,0.0631072328141079,-0.0773833647487179,-0.0773833647487176,3.05311331771918e-16,0.0099045525955752,0.0995216187347011,0.00160460485250801,"positive",0.00669534289055918,0.0818250749499148,-0.237757564682842,0.0829908351854057,0.925534968105069,0.822183923354777,149.357548425198,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_v2_000006","Black-bellied Plover","Black-bellied Plover","intertidal_roe_shorebird","detection",-0.261995295441625,0.087245028466748,-0.144595673427931,0.0728116723193449,-0.117399622013694,-0.117399622013694,-1.38777878078145e-16,0.0129132346181033,0.113636414137825,0.0021373425911325,"positive",0.00863854943583832,0.0929437971886146,-0.299566117089774,0.0647668730623857,0.889229766360085,0.817905051772285,115.760175643766,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_v2_000007","Common Raven","Common Raven","shoreline_scavenger","detection",-0.0651462332152546,0.0362738638151862,-0.0617915001362735,0.0263982834477685,-0.00335473307898111,-0.00335473307898111,-1.73472347597681e-18,0.0020126625650714,0.0448627079551759,0.000306875088100165,"positive",0.00139891238887107,0.0374020372288872,-0.0766613789960264,0.0699519128380642,0.996650887750816,0.833699946651841,714.841049343345,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_04afbeb21fb0","Hooded Merganser","Hooded Merganser","piscivore_active_spawn","positive_numeric_count_given_detection",-0.015702169098952,0.0291917085889916,0.017397439725181,0.0219074183120932,-0.033099608824133,-0.0330996088241331,-5.55111512312578e-17,0.00133209082744564,0.036497819488918,0.000172636826522622,"positive",0.0009868171744004,0.0314136463085774,-0.0946692242120244,0.0284700065637584,0.967442189010568,0.860699262270057,1013.35893409801,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_04cf65098f13","Red-throated Loon","Red-throated Loon","piscivore_active_spawn","positive_numeric_count_given_detection",-0.0538899689383413,0.16495584149926,0.0387530355874182,0.0908307034449142,-0.0926430045257595,-0.0926430045257595,2.77555756156289e-17,0.0354606463330269,0.188309974066768,0.00454233359901311,"positive",0.0263759791350007,0.162406832168479,-0.41095454641922,0.225668537367701,0.911518850322692,0.862444132199263,37.913284465448,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_08bb40b40c0a","Ring-billed Gull","Ring-billed Gull","gull_roe","positive_numeric_count_given_detection",-0.124448194170047,0.0811000384035043,-0.200754003861043,0.0688772306245189,0.076305809690996,0.076305809690996,1.38777878078145e-17,0.011321289127553,0.106401546640794,0.00218108032277597,"positive",0.00695912848200109,0.0834213910337216,-0.087197112275331,0.239808731657323,1.07929258182588,0.784024233363335,143.696154279429,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_1328b44be502","Black Scoter","Black Scoter","roe_diving_seaduck","positive_numeric_count_given_detection",-0.022337286534649,0.0891549747075003,0.160783480869683,0.0782467275223757,-0.183120767404332,-0.183120767404332,-5.55111512312578e-17,0.0140711598830559,0.118621919909669,0.00263448232431498,"positive",0.00880219523442595,0.0938200151056583,-0.367004618040426,0.000763083231762052,0.832667590561132,0.790916343093271,113.608023154149,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_136b0e66254b","Common Murre","Common Murre","alcid_piscivore","positive_numeric_count_given_detection",0.136089307842069,0.174936125859835,-0.181321234615165,0.115343258401312,0.317410542457234,0.317410542457234,-3.88578058618805e-16,0.0439067153894799,0.209539293187411,0.00539969337540792,"positive",0.0331073286386642,0.18195419379246,-0.0392131242120094,0.674034209126477,1.3735663634974,0.868353572376142,30.2047927488827,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_15dd5efcd8d6","Black Turnstone","Black Turnstone","intertidal_roe_shorebird","positive_numeric_count_given_detection",0.0519898740012489,0.089465352504936,0.167245409689037,0.0783048293396284,-0.115255535687788,-0.115255535687788,-3.46944695195361e-16,0.0141356955967408,0.11889363143895,0.00141252214689427,"positive",0.0113106513029522,0.106351545841855,-0.323700735237985,0.0931896638624088,0.891138397146129,0.894510030139546,88.4122384481065,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_1930f23cc4f8","Surf Scoter","Surf Scoter","roe_diving_seaduck","positive_numeric_count_given_detection",0.0474301497648476,0.0467662417678371,0.284324554396913,0.0415786722084938,-0.236894404632065,-0.236894404632065,-1.94289029309402e-16,0.00391586735170917,0.0625768915152324,0.000584371726578445,"positive",0.00274712389855227,0.0524130126834193,-0.339622021812808,-0.134166787451322,0.789074606241897,0.837577760964061,364.017072738145,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_3083477933a8","White-winged Scoter","White-winged Scoter","roe_diving_seaduck","positive_numeric_count_given_detection",0.102243367112954,0.0666824095379255,0.32830037193444,0.0619317224013287,-0.226057004821486,-0.226057004821486,5.55111512312578e-17,0.00828208198137886,0.0910059447584544,0.00159096537803895,"positive",0.00510015122530096,0.0714153430664655,-0.366028505175331,-0.0860855044676414,0.79767262918378,0.784732725494079,196.072617423416,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_35518e24dfdd","Common Merganser","Common Merganser","piscivore_active_spawn","positive_numeric_count_given_detection",0.125085511530178,0.0278663165223771,0.0957036206185835,0.0217048279941753,0.0293818909115945,0.029381890911595,4.75314232417645e-16,0.00124763115478204,0.0353218226424125,0.000194411460370983,"positive",0.000858808234040081,0.0293054301118424,-0.0280556966590723,0.0868194784822613,1.02981779744747,0.829669250324984,1164.40429931105,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_35707a9578d5","Pelagic Cormorant","Pelagic Cormorant","piscivore_active_spawn","positive_numeric_count_given_detection",0.0248764826922658,0.0319907379374784,0.0418616654915435,0.0251693168157619,-0.0169851827992777,-0.0169851827992777,-4.5102810375397e-17,0.00165690182275661,0.0407050589332163,0.000280007292064875,"positive",0.00109688723862686,0.0331192880150957,-0.0818977945024744,0.047927428903919,0.983158252180149,0.813640586282744,911.670739511791,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_40f730f5ad72","Long-tailed Duck","Long-tailed Duck","roe_diving_seaduck","positive_numeric_count_given_detection",0.199349273000559,0.0697872605079902,0.473378441672951,0.0633409346907939,-0.274029168672392,-0.274029168672391,5.55111512312578e-16,0.0088823357367135,0.0942461444129865,0.00189924156713844,"positive",0.00508385260243662,0.0713011402604237,-0.413776835639461,-0.134281501705323,0.760309897707116,0.756541720666919,196.701218190455,"linear_contrast_against_persisted_fixed_effect_covariance"
"atx_4ae57d328ec6","Greater Scaup","Greater Scaup","roe_diving_seaduck","positive_numeric_count_given_detection",0.000192603798300306,0.0711277864499817,0.219933341470424,0.0653533142352926,-0.219740737672124,-0.219740737672123,6.93889390390723e-16,0.0093302176868111,0.0965930519592952,0.00226195402191493,"positive",0.00480630964298124,0.0693275532741581,-0.355620245225756,-0.0838612301184921,0.802726887827968,0.717728158163727,208.059836814784,"linear_contrast_against_persisted_fixed_effect_covariance"
