"v1_pooling_family_id","region","outcome","contrast","affected_row_count","model_id_count","unit_class_count","duplicate_evidence_count","invalidation_status","scope_note"
"pf1_invalid_a943ee45f266295fa7de67aa","WCVI","detection","time_early_egg",57,1,2,0,"SUPERSEDED_UNDERCOUNT_SUBSET_ALL_VALUES_REMAIN_INVALID","Legacy 4,890/84 undercount; literal NA region was omitted by parsing"
"pf1_invalid_aee2c8876d33701f7724dc16","CC","detection","distance_ring_2_3",55,1,2,0,"SUPERSEDED_UNDERCOUNT_SUBSET_ALL_VALUES_REMAIN_INVALID","Legacy 4,890/84 undercount; literal NA region was omitted by parsing"
"pf1_invalid_aef7fd222a5834e801725d49","CC","positive_count","time_immediate_pre",45,1,2,0,"SUPERSEDED_UNDERCOUNT_SUBSET_ALL_VALUES_REMAIN_INVALID","Legacy 4,890/84 undercount; literal NA region was omitted by parsing"
"pf1_invalid_af5edb867ecb651f0580c6dc","CC","detection","active_near_minus_contemporaneous_reference",55,1,2,0,"SUPERSEDED_UNDERCOUNT_SUBSET_ALL_VALUES_REMAIN_INVALID","Legacy 4,890/84 undercount; literal NA region was omitted by parsing"
"pf1_invalid_b74a82742b72cd4cf480f687","SoG","positive_count","time_spawn_start",57,1,2,0,"SUPERSEDED_UNDERCOUNT_SUBSET_ALL_VALUES_REMAIN_INVALID","Legacy 4,890/84 undercount; literal NA region was omitted by parsing"
"pf1_invalid_ba8b4be496a436d22d2dab99","SoG","positive_count","time_late_egg",57,1,2,0,"SUPERSEDED_UNDERCOUNT_SUBSET_ALL_VALUES_REMAIN_INVALID","Legacy 4,890/84 undercount; literal NA region was omitted by parsing"
"pf1_invalid_bad8baa068a00bc793a92307","WCVI","detection","distance_ring_0_0p5",57,1,2,0,"SUPERSEDED_UNDERCOUNT_SUBSET_ALL_VALUES_REMAIN_INVALID","Legacy 4,890/84 undercount; literal NA region was omitted by parsing"
"pf1_invalid_bc63a8face566c64cf8f7990","CC","positive_count","distance_ring_5_10",45,1,2,0,"SUPERSEDED_UNDERCOUNT_SUBSET_ALL_VALUES_REMAIN_INVALID","Legacy 4,890/84 undercount; literal NA region was omitted by parsing"
"pf1_invalid_bd3b9d98b922d111da9f881d","WCVI","positive_count","time_immediate_pre",55,1,2,0,"SUPERSEDED_UNDERCOUNT_SUBSET_ALL_VALUES_REMAIN_INVALID","Legacy 4,890/84 undercount; literal NA region was omitted by parsing"
"pf1_invalid_bf25b1f67870d3c8d338748f","CC","detection","time_immediate_pre",55,1,2,0,"SUPERSEDED_UNDERCOUNT_SUBSET_ALL_VALUES_REMAIN_INVALID","Legacy 4,890/84 undercount; literal NA region was omitted by parsing"
"pf1_invalid_c0a30d68153157faa866c47b","CC","detection","active_near",110,3,2,55,"SUPERSEDED_UNDERCOUNT_SUBSET_ALL_VALUES_REMAIN_INVALID","Legacy 4,890/84 undercount; literal NA region was omitted by parsing"
"pf1_invalid_c26884d8b16edece22c3f622","WCVI","positive_count","active_near",112,3,2,56,"SUPERSEDED_UNDERCOUNT_SUBSET_ALL_VALUES_REMAIN_INVALID","Legacy 4,890/84 undercount; literal NA region was omitted by parsing"
"pf1_invalid_c7001ab493c8032d92ca30f6","WCVI","detection","distance_ring_3_4",57,1,2,0,"SUPERSEDED_UNDERCOUNT_SUBSET_ALL_VALUES_REMAIN_INVALID","Legacy 4,890/84 undercount; literal NA region was omitted by parsing"
"pf1_invalid_cf50ff14addf7b347b11f3ef","WCVI","detection","distance_ring_2_3",57,1,2,0,"SUPERSEDED_UNDERCOUNT_SUBSET_ALL_VALUES_REMAIN_INVALID","Legacy 4,890/84 undercount; literal NA region was omitted by parsing"
"pf1_invalid_d423ca9b336d752ac4a7cab9","SoG","detection","time_spawn_start",57,1,2,0,"SUPERSEDED_UNDERCOUNT_SUBSET_ALL_VALUES_REMAIN_INVALID","Legacy 4,890/84 undercount; literal NA region was omitted by parsing"
"pf1_invalid_d4fe487a1a38ea0890b2db68","SoG","positive_count","active_near",114,3,2,57,"SUPERSEDED_UNDERCOUNT_SUBSET_ALL_VALUES_REMAIN_INVALID","Legacy 4,890/84 undercount; literal NA region was omitted by parsing"
"pf1_invalid_d5fc3ea99feb401ea713b3da","CC","positive_count","time_spawn_start",45,1,2,0,"SUPERSEDED_UNDERCOUNT_SUBSET_ALL_VALUES_REMAIN_INVALID","Legacy 4,890/84 undercount; literal NA region was omitted by parsing"
"pf1_invalid_d8aac35bb0c127b61b83190d","SoG","positive_count","distance_ring_2_3",57,1,2,0,"SUPERSEDED_UNDERCOUNT_SUBSET_ALL_VALUES_REMAIN_INVALID","Legacy 4,890/84 undercount; literal NA region was omitted by parsing"
"pf1_invalid_db08a00f2aeea4afe77bf426","CC","detection","distance_ring_3_4",55,1,2,0,"SUPERSEDED_UNDERCOUNT_SUBSET_ALL_VALUES_REMAIN_INVALID","Legacy 4,890/84 undercount; literal NA region was omitted by parsing"
"pf1_invalid_df63c110979cc21bb497a409","WCVI","detection","time_late_egg",57,1,2,0,"SUPERSEDED_UNDERCOUNT_SUBSET_ALL_VALUES_REMAIN_INVALID","Legacy 4,890/84 undercount; literal NA region was omitted by parsing"
"pf1_invalid_e08f0f4072374b769042c618","CC","positive_count","time_post",41,1,2,0,"SUPERSEDED_UNDERCOUNT_SUBSET_ALL_VALUES_REMAIN_INVALID","Legacy 4,890/84 undercount; literal NA region was omitted by parsing"
"pf1_invalid_e338305c13a493b12bfac9b3","SoG","detection","distance_ring_4_5",57,1,2,0,"SUPERSEDED_UNDERCOUNT_SUBSET_ALL_VALUES_REMAIN_INVALID","Legacy 4,890/84 undercount; literal NA region was omitted by parsing"
"pf1_invalid_e62f050b0beea0cd5d92f61f","CC","positive_count","distance_ring_2_3",45,1,2,0,"SUPERSEDED_UNDERCOUNT_SUBSET_ALL_VALUES_REMAIN_INVALID","Legacy 4,890/84 undercount; literal NA region was omitted by parsing"
"pf1_invalid_e8d50b10677fbccd29598760","CC","positive_count","active_near_minus_contemporaneous_reference",44,1,2,0,"SUPERSEDED_UNDERCOUNT_SUBSET_ALL_VALUES_REMAIN_INVALID","Legacy 4,890/84 undercount; literal NA region was omitted by parsing"
"pf1_invalid_f0138acc3204251792e520aa","WCVI","detection","distance_ring_0p5_1",57,1,2,0,"SUPERSEDED_UNDERCOUNT_SUBSET_ALL_VALUES_REMAIN_INVALID","Legacy 4,890/84 undercount; literal NA region was omitted by parsing"
"pf1_invalid_f0a0418d73344d21b54273b5","WCVI","detection","time_spawn_start",57,1,2,0,"SUPERSEDED_UNDERCOUNT_SUBSET_ALL_VALUES_REMAIN_INVALID","Legacy 4,890/84 undercount; literal NA region was omitted by parsing"
"pf1_invalid_fccdf3bcd834ca15efeeb123","SoG","detection","distance_ring_2_3",57,1,2,0,"SUPERSEDED_UNDERCOUNT_SUBSET_ALL_VALUES_REMAIN_INVALID","Legacy 4,890/84 undercount; literal NA region was omitted by parsing"
