"analysis_version","analysis_taxon_id","species","outcome","comparison","engine","n","event_blocks_in_model","estimate","wald_standard_error","wald_conf_low","wald_conf_high","wald_p_value","wald_status","satterthwaite_standard_error","satterthwaite_df","satterthwaite_conf_low","satterthwaite_conf_high","satterthwaite_p_value","satterthwaite_status","satterthwaite_message","kenward_roger_standard_error","kenward_roger_df","kenward_roger_conf_low","kenward_roger_conf_high","kenward_roger_p_value","kenward_roger_status","kenward_roger_message","kenward_roger_projected_dense_gb","converged","singular_fit","rank_deficient","convergence_message","maximum_absolute_gradient","status","fit_seconds","interval_seconds","kenward_roger_seconds","multiplicity_family","primary_interval_method","primary_standard_error","primary_denominator_df","primary_conf_low","primary_conf_high","primary_p_value","inference_strength_label","ratio","ratio_conf_low","ratio_conf_high","direction","q_value_bh_fixed49","q_value_bh_fixed49_satterthwaite","q_value_bh_fixed49_wald","q_value_bh_estimable_only","significant_bh_fixed49"
"post_stage4a_blockaware_v1","atx_15dd5efcd8d6","Black Turnstone","checklist_reporting","active_minus_pre14","lme4_glmer_nAGQ0_random_slope",217200,58,-0.136829966401197,0.0795729955065312,-0.292790171735966,0.0191302389335713,0.0855137640545744,"completed",,,,,,"not_applicable_non_gaussian","",,,,,,"not_applicable_binomial_glmm","",9490.15974998474,TRUE,TRUE,FALSE,"boundary (singular) fit: see help('isSingular')",,"completed_with_singular_warning",736.228123903275,0.00186800956726074,,"blockaware_random_slope__fixed_49_species__checklist_reporting","wald",0.0795729955065312,Inf,-0.292790171735966,0.0191302389335713,0.0855137640545744,"weaker: prespecified Wald on the random-slope binomial fit",0.872118502973373,0.746178693651978,1.01931439439259,"negative",0.174590601611423,0.174590601611423,0.174590601611423,0.171027528109149,FALSE
"post_stage4a_blockaware_v1","atx_15dd5efcd8d6","Black Turnstone","conditional_positive_numeric_count","active_minus_pre14","lmerTest_lmer_REML_random_slope",4421,43,0.131565853478402,0.0674778113945326,-0.000688226610467968,0.263819933567273,0.0512041728884021,"completed",0.0674778113945326,711.506805924637,-0.000913584527121369,0.264045291483926,0.0515966223879482,"completed","",0.0693366787419064,165.966207752872,-0.00532976116955183,0.268461468126357,0.0594993607072833,"completed","",3.9318316206336,TRUE,TRUE,FALSE,"boundary (singular) fit: see help('isSingular')",0.00654012183076702,"completed_with_singular_warning",2.46126985549927,0.0024409294128418,138.413850069046,"blockaware_random_slope__fixed_49_species__conditional_positive_numeric_count","kenward_roger",0.0693366787419064,165.966207752872,-0.00532976116955183,0.268461468126357,0.0594993607072833,"stronger: Kenward-Roger adjusted standard error and denominator df",1.14061301858397,0.994684416807916,1.30795057827319,"positive",0.163979692836377,0.148719676294674,0.13901651585829,0.153940119805578,FALSE
"post_stage4a_blockaware_v1","atx_1812dd827ede","Surfbird","checklist_reporting","active_minus_pre14","lme4_glmer_nAGQ0_random_slope",217200,58,0.3739353486572,0.187818211208215,0.00581841904836139,0.742052278266039,0.046487156583542,"completed",,,,,,"not_applicable_non_gaussian","",,,,,,"not_applicable_binomial_glmm","",9490.15974998474,TRUE,TRUE,FALSE,"boundary (singular) fit: see help('isSingular')",,"completed_with_singular_warning",679.11462020874,0.00198984146118164,,"blockaware_random_slope__fixed_49_species__checklist_reporting","wald",0.187818211208215,Inf,0.00581841904836139,0.742052278266039,0.046487156583542,"weaker: prespecified Wald on the random-slope binomial fit",1.45344318036595,1.00583537892574,2.10024137429773,"positive",0.0990378553301546,0.0990378553301546,0.0990378553301546,0.0970166746091311,FALSE
"post_stage4a_blockaware_v1","atx_1812dd827ede","Surfbird","conditional_positive_numeric_count","active_minus_pre14","lmerTest_lmer_REML_random_slope",1063,,,,,,,"not_attempted",,,,,,"not_attempted","",,,,,,"not_attempted","",,FALSE,,,"failed_insufficient_support",,"failed_insufficient_support",,,,"blockaware_random_slope__fixed_49_species__conditional_positive_numeric_count","none",,,,,,"weaker: Wald only",,,,,1,1,1,,FALSE
"post_stage4a_blockaware_v1","atx_1930f23cc4f8","Surf Scoter","checklist_reporting","active_minus_pre14","lme4_glmer_nAGQ0_random_slope",217183,58,0.0274843603137825,0.0462276092852101,-0.0631200889766187,0.118088809604184,0.552148140489209,"completed",,,,,,"not_applicable_non_gaussian","",,,,,,"not_applicable_binomial_glmm","",9488.67423983663,TRUE,FALSE,FALSE,"",,"completed",529.996387004852,0.00186800956726074,,"blockaware_random_slope__fixed_49_species__checklist_reporting","wald",0.0462276092852101,Inf,-0.0631200889766187,0.118088809604184,0.552148140489209,"weaker: prespecified Wald on the random-slope binomial fit",1.02786553948703,0.938830723698426,1.1253440482891,"positive",0.689105261481052,0.689105261481052,0.689105261481052,0.675041888797766,FALSE
"post_stage4a_blockaware_v1","atx_1930f23cc4f8","Surf Scoter","conditional_positive_numeric_count","active_minus_pre14","lmerTest_lmer_REML_random_slope",16632,57,0.344167567484218,0.0908330508571704,0.166138059198269,0.522197075770167,0.000151247288353167,"completed",0.0908330508571704,13.4861465330199,0.148651342659524,0.539683792308912,0.00212023573755187,"completed","",,,,,,"skipped_dense_inverse_memory_infeasible","pbkrtest forms a dense 16632 by 16632 inverse of the marginal covariance; projected working set 55.6 GB exceeds the 12.0 GB budget (row cap 7723)",55.6471381187439,TRUE,FALSE,FALSE,"",0.0112937777885236,"completed",12.2803010940552,0.00494003295898438,,"blockaware_random_slope__fixed_49_species__conditional_positive_numeric_count","satterthwaite_denominator_df",0.0908330508571704,13.4861465330199,0.148651342659524,0.539683792308912,0.00212023573755187,"intermediate: Satterthwaite denominator df, standard error not Kenward-Roger adjusted",1.41081502242575,1.16026838259014,1.71546433339748,"positive",0.00742082508143153,0.00742082508143153,0.000570085933023476,0.00696648885195613,TRUE
"post_stage4a_blockaware_v1","atx_3083477933a8","White-winged Scoter","checklist_reporting","active_minus_pre14","lme4_glmer_nAGQ0_random_slope",217199,58,0.283012372972234,0.070647657025824,0.144545509609481,0.421479236334987,6.17635685075809e-05,"completed",,,,,,"not_applicable_non_gaussian","",,,,,,"not_applicable_binomial_glmm","",9490.0723638162,TRUE,TRUE,FALSE,"boundary (singular) fit: see help('isSingular')",,"completed_with_singular_warning",511.207959890366,0.00215506553649902,,"blockaware_random_slope__fixed_49_species__checklist_reporting","wald",0.070647657025824,Inf,0.144545509609481,0.421479236334987,6.17635685075809e-05,"weaker: prespecified Wald on the random-slope binomial fit",1.32712158215406,1.15551428077083,1.52421456240609,"positive",0.000432344979553066,0.000432344979553066,0.000432344979553066,0.000423521612623412,TRUE
"post_stage4a_blockaware_v1","atx_3083477933a8","White-winged Scoter","conditional_positive_numeric_count","active_minus_pre14","lmerTest_lmer_REML_random_slope",4706,50,0.153510577514903,0.0541759601815155,0.0473276467312569,0.25969350829855,0.00460333466398155,"completed",0.0541759601815155,42.4365697137475,0.0442123761612773,0.262808778868529,0.00701704898738739,"completed","",0.0563450728141189,102.332795781198,0.0417547550375307,0.265266399992276,0.00757553532003327,"completed","",4.45510277152061,TRUE,FALSE,FALSE,"",0.00336835000780411,"completed",2.58860301971436,0.00372600555419922,162.166026115417,"blockaware_random_slope__fixed_49_species__conditional_positive_numeric_count","kenward_roger",0.0563450728141189,102.332795781198,0.0417547550375307,0.265266399992276,0.00757553532003327,"stronger: Kenward-Roger adjusted standard error and denominator df",1.16592011959433,1.04263874549339,1.30377825603592,"positive",0.0247467487121087,0.0229223600254655,0.0150375599023397,0.023231641648102,TRUE
"post_stage4a_blockaware_v1","atx_35518e24dfdd","Common Merganser","checklist_reporting","active_minus_pre14","lme4_glmer_nAGQ0_random_slope",217093,58,0.207224352185736,0.0574272654129767,0.0946689802456794,0.319779724125794,0.00030801250985103,"completed",,,,,,"not_applicable_non_gaussian","",,,,,,"not_applicable_binomial_glmm","",9480.81171157211,TRUE,FALSE,FALSE,"",,"completed",249.022580862045,0.00188899040222168,,"blockaware_random_slope__fixed_49_species__checklist_reporting","wald",0.0574272654129767,Inf,0.0946689802456794,0.319779724125794,0.00030801250985103,"weaker: prespecified Wald on the random-slope binomial fit",1.23025855201638,1.09929490656245,1.37682444972145,"positive",0.00188657662283756,0.00188657662283756,0.00188657662283756,0.00184807505910618,TRUE
"post_stage4a_blockaware_v1","atx_35518e24dfdd","Common Merganser","conditional_positive_numeric_count","active_minus_pre14","lmerTest_lmer_REML_random_slope",27776,58,0.11137830764534,0.0203200241931037,0.0715517920618737,0.151204823228805,4.22428134827292e-08,"completed",0.0203200241931037,5387.22726015911,0.0715428421411807,0.151213773149498,4.41640174915381e-08,"completed","",,,,,,"skipped_dense_inverse_memory_infeasible","pbkrtest forms a dense 27776 by 27776 inverse of the marginal covariance; projected working set 155.2 GB exceeds the 12.0 GB budget (row cap 7723)",155.200561523438,TRUE,TRUE,FALSE,"boundary (singular) fit: see help('isSingular')",0.0812327925814316,"completed_with_singular_warning",24.8186390399933,0.0025489330291748,,"blockaware_random_slope__fixed_49_species__conditional_positive_numeric_count","satterthwaite_denominator_df",0.0203200241931037,5387.22726015911,0.0715428421411807,0.151213773149498,4.41640174915381e-08,"intermediate: Satterthwaite denominator df, standard error not Kenward-Roger adjusted",1.11781770585959,1.07416416920853,1.16324530211604,"positive",7.21345619028455e-07,7.21345619028455e-07,5.17474465163433e-07,6.77181601536917e-07,TRUE
"post_stage4a_blockaware_v1","atx_35707a9578d5","Pelagic Cormorant","checklist_reporting","active_minus_pre14","lme4_glmer_nAGQ0_random_slope",217200,58,0.0402762714881913,0.0453112569939945,-0.0485321603142766,0.129084703290659,0.374067558893208,"completed",,,,,,"not_applicable_non_gaussian","",,,,,,"not_applicable_binomial_glmm","",9490.15974998474,TRUE,FALSE,FALSE,"",,"completed",828.078391075134,0.0342538356781006,,"blockaware_random_slope__fixed_49_species__checklist_reporting","wald",0.0453112569939945,Inf,-0.0485321603142766,0.129084703290659,0.374067558893208,"weaker: prespecified Wald on the random-slope binomial fit",1.04109836025799,0.95262670203906,1.13778649434438,"positive",0.53909736428727,0.53909736428727,0.53909736428727,0.528095377261,FALSE
"post_stage4a_blockaware_v1","atx_35707a9578d5","Pelagic Cormorant","conditional_positive_numeric_count","active_minus_pre14","lmerTest_lmer_REML_random_slope",18881,53,0.0279222092824226,0.0247558987072633,-0.0205984605887352,0.0764428791535804,0.259361622755287,"completed",0.0247558987072633,34.5427915870004,-0.0223587268587118,0.078203145423557,0.267135146518517,"completed","",,,,,,"skipped_dense_inverse_memory_infeasible","pbkrtest forms a dense 18881 by 18881 inverse of the marginal covariance; projected working set 71.7 GB exceeds the 12.0 GB budget (row cap 7723)",71.7139865979552,TRUE,FALSE,FALSE,"",0.0117990202852525,"completed",13.6218159198761,0.0114810466766357,,"blockaware_random_slope__fixed_49_species__conditional_positive_numeric_count","satterthwaite_denominator_df",0.0247558987072633,34.5427915870004,-0.0223587268587118,0.078203145423557,0.267135146518517,"intermediate: Satterthwaite denominator df, standard error not Kenward-Roger adjusted",1.02831568789471,0.977889376939501,1.08134230609993,"positive",0.523584887176294,0.523584887176294,0.508348780600362,0.491528669594072,FALSE
"post_stage4a_blockaware_v1","atx_40f730f5ad72","Long-tailed Duck","checklist_reporting","active_minus_pre14","lme4_glmer_nAGQ0_random_slope",217200,58,0.364257695527214,0.0904177849431546,0.187042093476743,0.541473297577685,5.61083908475194e-05,"completed",,,,,,"not_applicable_non_gaussian","",,,,,,"not_applicable_binomial_glmm","",9490.15974998474,TRUE,TRUE,FALSE,"boundary (singular) fit: see help('isSingular')",,"completed_with_singular_warning",766.088276147842,0.0020601749420166,,"blockaware_random_slope__fixed_49_species__checklist_reporting","wald",0.0904177849431546,Inf,0.187042093476743,0.541473297577685,5.61083908475194e-05,"weaker: prespecified Wald on the random-slope binomial fit",1.43944510493276,1.20567803516213,1.71853691424034,"positive",0.000432344979553066,0.000432344979553066,0.000432344979553066,0.000423521612623412,TRUE
"post_stage4a_blockaware_v1","atx_40f730f5ad72","Long-tailed Duck","conditional_positive_numeric_count","active_minus_pre14","lmerTest_lmer_REML_random_slope",2946,44,0.339684734283141,0.0658870881973446,0.210548414370131,0.46882105419615,2.52876144781968e-07,"completed",0.0658870881973446,66.4822020431258,0.208154725068646,0.471214743497635,2.46027567228906e-06,"completed","",0.0680169892612153,65.7900905770254,0.203876345816025,0.475493122750256,4.61372605352957e-06,"completed","",1.74590000510216,TRUE,FALSE,FALSE,"",0.00441396878159139,"completed",1.7639479637146,0.00536894798278809,46.9906039237976,"blockaware_random_slope__fixed_49_species__conditional_positive_numeric_count","kenward_roger",0.0680169892612153,65.7900905770254,0.203876345816025,0.475493122750256,4.61372605352957e-06,"stronger: Kenward-Roger adjusted standard error and denominator df",1.40450472856758,1.22614652593362,1.60880734141188,"positive",4.52145153245898e-05,2.41107015884328e-05,2.47818621886328e-06,4.24462796924721e-05,TRUE
"post_stage4a_blockaware_v1","atx_4ae57d328ec6","Greater Scaup","checklist_reporting","active_minus_pre14","lme4_glmer_nAGQ0_random_slope",216227,58,0.0434977840917439,0.0602356613728505,-0.0745619427839937,0.161557510967481,0.470216535790334,"completed",,,,,,"not_applicable_non_gaussian","",,,,,,"not_applicable_binomial_glmm","",9405.32326164097,TRUE,FALSE,FALSE,"",,"completed",282.217972040176,0.00200295448303223,,"blockaware_random_slope__fixed_49_species__checklist_reporting","wald",0.0602356613728505,Inf,-0.0745619427839937,0.161557510967481,0.470216535790334,"weaker: prespecified Wald on the random-slope binomial fit",1.04445767988707,0.928149980084603,1.17534005115815,"positive",0.6400169514924,0.6400169514924,0.6400169514924,0.626955381053779,FALSE
"post_stage4a_blockaware_v1","atx_4ae57d328ec6","Greater Scaup","conditional_positive_numeric_count","active_minus_pre14","lmerTest_lmer_REML_random_slope",4514,52,0.257671637271923,0.0734097007909444,0.113791267605811,0.401552006938035,0.000448024343712235,"completed",0.0734097007909444,21.0947993568664,0.105049570840943,0.410293703702903,0.00207172153888059,"completed","",0.0758189925643936,42.2358154391271,0.104688021245352,0.410655253298494,0.00148888197858738,"completed","",4.09899124503136,TRUE,FALSE,FALSE,"",0.00388456101063639,"completed",2.62681913375854,0.00319290161132812,146.9134349823,"blockaware_random_slope__fixed_49_species__conditional_positive_numeric_count","kenward_roger",0.0758189925643936,42.2358154391271,0.104688021245352,0.410655253298494,0.00148888197858738,"stronger: Kenward-Roger adjusted standard error and denominator df",1.29391387577021,1.11036414629024,1.50780545598874,"positive",0.00561193976544476,0.00742082508143153,0.00156808520299282,0.00526835161653997,TRUE
"post_stage4a_blockaware_v1","atx_59441ff7abde","Brant","checklist_reporting","active_minus_pre14","lme4_glmer_nAGQ0_random_slope",217200,58,0.42671742198701,0.0934832782090238,0.243493563540585,0.609941280433435,5.00354477913479e-06,"completed",,,,,,"not_applicable_non_gaussian","",,,,,,"not_applicable_binomial_glmm","",9490.15974998474,TRUE,TRUE,FALSE,"boundary (singular) fit: see help('isSingular')",,"completed_with_singular_warning",1487.79427289963,0.00300383567810059,,"blockaware_random_slope__fixed_49_species__checklist_reporting","wald",0.0934832782090238,Inf,0.243493563540585,0.609941280433435,5.00354477913479e-06,"weaker: prespecified Wald on the random-slope binomial fit",1.53221962896591,1.27569810683515,1.84032333262044,"positive",8.17245647258683e-05,8.17245647258683e-05,8.17245647258683e-05,8.00567164661567e-05,TRUE
"post_stage4a_blockaware_v1","atx_59441ff7abde","Brant","conditional_positive_numeric_count","active_minus_pre14","lmerTest_lmer_REML_random_slope",3796,41,0.034882168104371,0.0702506679341347,-0.102806610936416,0.172570947145158,0.619514462753681,"completed",0.0702506679341347,36.2351375483602,-0.107560694418827,0.177325030627569,0.622513496585307,"completed","",0.0728536467637913,40.4257771268814,-0.112312251515778,0.182076587724519,0.634662133617496,"completed","",2.89872014522552,TRUE,FALSE,FALSE,"",0.00601379724685103,"completed",2.44734907150269,0.00262308120727539,96.7155170440674,"blockaware_random_slope__fixed_49_species__conditional_positive_numeric_count","kenward_roger",0.0728536467637913,40.4257771268814,-0.112312251515778,0.182076587724519,0.634662133617496,"stronger: Kenward-Roger adjusted standard error and denominator df",1.03549768695536,0.893765134406353,1.19970607311964,"positive",0.840498501277224,0.824409765748109,0.820438072295415,0.789039409362292,FALSE
"post_stage4a_blockaware_v1","atx_5a9a3495d0ea","Western Gull","checklist_reporting","active_minus_pre14","lme4_glmer_nAGQ0_random_slope",216824,58,0.276075442010176,0.13508512159896,0.0113134688290003,0.540837415191352,0.0409817450834533,"completed",,,,,,"not_applicable_non_gaussian","",,,,,,"not_applicable_binomial_glmm","",9457.33091497421,TRUE,TRUE,FALSE,"boundary (singular) fit: see help('isSingular')",,"completed_with_singular_warning",527.789458990097,0.0020289421081543,,"blockaware_random_slope__fixed_49_species__checklist_reporting","wald",0.13508512159896,Inf,0.0113134688290003,0.540837415191352,0.0409817450834533,"weaker: prespecified Wald on the random-slope binomial fit",1.31794728886963,1.0113777081454,1.7174444742548,"positive",0.0990378553301546,0.0990378553301546,0.0990378553301546,0.0970166746091311,FALSE
"post_stage4a_blockaware_v1","atx_5a9a3495d0ea","Western Gull","conditional_positive_numeric_count","active_minus_pre14","lmerTest_lmer_REML_random_slope",712,31,0.0869032204293734,0.040792568764,0.00695125481505982,0.166855186043687,0.0331411681128661,"completed",0.040792568764,4.26010977089295,-0.0236793225210472,0.197485763379794,0.0959563871520643,"completed","",0.0494103114184692,14.4808974433175,-0.0187421373318291,0.192548578190576,0.0997155894882237,"completed","",0.101979732513428,TRUE,TRUE,FALSE,"boundary (singular) fit: see help('isSingular')",0.000487216311739758,"completed_with_singular_warning",0.519836902618408,0.0073089599609375,1.52966380119324,"blockaware_random_slope__fixed_49_species__conditional_positive_numeric_count","kenward_roger",0.0494103114184692,14.4808974433175,-0.0187421373318291,0.192548578190576,0.0997155894882237,"stronger: Kenward-Roger adjusted standard error and denominator df",1.09079110831468,0.981432404394768,1.21233539533688,"positive",0.257161257101209,0.247466472129008,0.0955245433841434,0.24141669033991,FALSE
