"analysis_version","analysis_taxon_id","species","outcome","n","event_blocks_in_model","event_block_intercept_variance","event_block_slope_variance","event_block_slope_sd","event_block_intercept_slope_correlation","observer_variance","location_variance","residual_variance","slope_variance_over_residual_variance","slope_sd_multiplicative_spread_low","slope_sd_multiplicative_spread_high","converged","singular_fit","status"
"post_stage4a_blockaware_v1","atx_35707a9578d5","Pelagic Cormorant","checklist_reporting",217200,58,0.103601082862123,0.00611438069142895,0.0781945055066464,-0.850347194860556,0.98400906261105,11.6674383223193,,,0.962791661278038,1.1257739751226,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_35707a9578d5","Pelagic Cormorant","conditional_positive_numeric_count",18881,53,0.023457560809713,0.0014292845573844,0.0378058799313599,-0.555543427522622,0.0993407084297369,0.257588416625052,0.59450391587739,0.00240416340281798,0.990165012303041,1.06793629428582,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_40f730f5ad72","Long-tailed Duck","checklist_reporting",217200,58,1.45074199832705,0.139855491897884,0.373972581746155,-1,1.01893835449955,10.2891456089329,,,0.99033215084504,2.09222956999514,TRUE,TRUE,"completed_with_singular_warning"
"post_stage4a_blockaware_v1","atx_40f730f5ad72","Long-tailed Duck","conditional_positive_numeric_count",2946,44,0.156634621262361,0.0149366184707963,0.122215459213621,0.567522307482065,0.131212977089091,0.491765753147328,1.31156108209771,0.0113884276338138,1.24292724006801,1.58708689372738,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_4ae57d328ec6","Greater Scaup","checklist_reporting",216227,58,0.393537049239928,0.0253522656969896,0.159223948252107,0.470695871236157,0.798048396494356,6.10556412226957,,,0.890719100717585,1.2247316176292,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_4ae57d328ec6","Greater Scaup","conditional_positive_numeric_count",4514,52,0.165972345298176,0.0399863390773495,0.199965844776926,-0.442893662894931,0.19840347237987,0.885747626887934,1.55951158670899,0.0256402962428333,1.05940326546432,1.58033599903707,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_59441ff7abde","Brant","checklist_reporting",217200,58,2.95838740045344,0.180098117469027,0.424379685504652,-1,0.353509125359461,10.5570991684399,,,1.00234047111883,2.34221510458209,TRUE,TRUE,"completed_with_singular_warning"
"post_stage4a_blockaware_v1","atx_59441ff7abde","Brant","conditional_positive_numeric_count",3796,41,0.311976953849585,0.0334122311522994,0.182790128705845,0.606951033999428,0.0898624943922135,0.57283379502971,1.66319349483462,0.0200892026430285,0.862510496236182,1.24317960693696,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_5a9a3495d0ea","Western Gull","checklist_reporting",216824,58,1.43467138345978,0.00545534673615273,0.0738603190905153,-0.999999854651115,1.27144967748327,7.16556785634271,,,1.22411131418865,1.41897639218382,TRUE,TRUE,"completed_with_singular_warning"
"post_stage4a_blockaware_v1","atx_5a9a3495d0ea","Western Gull","conditional_positive_numeric_count",712,31,0,0.000837847665146015,0.0289455983725681,,0.0595882790040592,0.000690622496992116,0.0763101410290764,0.0109795061815804,1.05967008811995,1.1228261091047,TRUE,TRUE,"completed_with_singular_warning"
"post_stage4a_blockaware_v1","atx_6b4cfd1ab927","Horned Grebe","checklist_reporting",217142,58,1.68859236352313,0.00154074084800118,0.0392522718833086,-1,0.963938005334208,10.8514240527241,,,0.905593746615121,0.97955202122335,TRUE,TRUE,"completed_with_singular_warning"
"post_stage4a_blockaware_v1","atx_6b4cfd1ab927","Horned Grebe","conditional_positive_numeric_count",13054,55,0.0155928098361696,0.00309336511140513,0.0556180286544312,0.257975658056005,0.117553938563715,0.196995899226102,0.588087747122036,0.00526004006467289,0.963703505066463,1.07709161361971,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","checklist_reporting",217200,58,2.11674070663799,0.0206886215089366,0.143835397273886,-0.999999997429244,1.17252290012536,15.8950501658958,,,0.735627682067164,0.980825847700749,TRUE,TRUE,"completed_with_singular_warning"
"post_stage4a_blockaware_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","conditional_positive_numeric_count",1816,,,,,,,,,,,,FALSE,,"failed_insufficient_support"
"post_stage4a_blockaware_v1","atx_725074cbfcb6","Glaucous-winged Gull","checklist_reporting",217037,58,0.220710696878159,0.00730071063339799,0.0854441960193786,-0.249067034189471,2.15532570545439,4.83193985457888,,,1.02624309877532,1.21749205355534,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_725074cbfcb6","Glaucous-winged Gull","conditional_positive_numeric_count",85053,57,0.0179194177308397,0.0209799481790759,0.144844565583511,0.413318832926135,0.282261970594277,0.555585701691342,0.912496447837172,0.0229918135339631,1.00348220225093,1.34066436327922,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_7571c026ae99","American Herring Gull","checklist_reporting",217179,58,0.300712988658682,0.0388355284153689,0.197067319501151,1,2.20144431459113,3.3730791553132,,,1.01058915365735,1.49880499446803,TRUE,TRUE,"completed_with_singular_warning"
"post_stage4a_blockaware_v1","atx_7571c026ae99","American Herring Gull","conditional_positive_numeric_count",1851,47,0.0174654433080619,0.00058474754192584,0.0241815537533435,0.999999905262566,0.102552393892416,0.0134241819410772,0.513202468240024,0.00113940905999765,1.03323372423687,1.08443219755141,TRUE,TRUE,"completed_with_singular_warning"
"post_stage4a_blockaware_v1","atx_7b80ddaff058","Great Blue Heron","checklist_reporting",217200,58,0.0260059534952516,1.69158520372733e-05,0.00411288852721215,1,0.202431100935603,3.12409482176046,,,1.00868119989373,1.01701260572897,TRUE,TRUE,"completed_with_singular_warning"
"post_stage4a_blockaware_v1","atx_7b80ddaff058","Great Blue Heron","conditional_positive_numeric_count",50285,56,0.0203827250019801,0.00356073099194679,0.059671860972713,0.0107612163093852,0.0339636335653786,0.124989939916338,0.44098166151757,0.0080745557075845,0.937016148152844,1.05578963793723,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_7d980a7c8c37","Northern Pintail","checklist_reporting",217200,58,0.202666109791211,0.0281631087044008,0.167818678055814,0.586320910932708,0.384153748350882,11.6821170353389,,,0.959808532250217,1.34261055771658,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_7d980a7c8c37","Northern Pintail","conditional_positive_numeric_count",14278,52,0.0169733689546668,0.00700749670759798,0.0837107920617048,-1,0.168189441710855,0.695242744476883,1.09754605666008,0.00638469489738074,0.98328788937634,1.16249464328929,TRUE,TRUE,"completed_with_singular_warning"
"post_stage4a_blockaware_v1","atx_815c98107028","Mallard","checklist_reporting",217200,58,0.0380875850940263,0.000994889696149926,0.0315418721091492,-1,0.553578231797876,5.06558892045454,,,0.969007789916396,1.03210573295395,TRUE,TRUE,"completed_with_singular_warning"
"post_stage4a_blockaware_v1","atx_815c98107028","Mallard","conditional_positive_numeric_count",81526,57,0.0068869951190495,0.00780291763105869,0.088334124952131,0.350618897115534,0.129093036871017,0.755285553296393,0.876733408402423,0.00889998893195722,0.952594694461983,1.13666949368764,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_82312e6f2848","Common Goldeneye","checklist_reporting",216892,58,0.315370387246221,0.0115513860497948,0.107477374594818,-0.398099441715712,0.641481554460835,7.53569537365053,,,0.934004153391007,1.15798376050842,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_82312e6f2848","Common Goldeneye","conditional_positive_numeric_count",21195,55,0.037492955599512,0.000534204325718597,0.0231128606130569,0.509555737104738,0.116964241566645,0.308533714131098,0.731340177778365,0.000730445751444124,1.15218751911847,1.20669841460023,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_8608f2ed61cf","Pigeon Guillemot","checklist_reporting",217200,58,0.42550486704144,0.0112389439787857,0.106013885782881,0.998926069043267,0.875788616664077,11.5040833177761,,,0.837197846631204,1.03492908870759,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_8608f2ed61cf","Pigeon Guillemot","conditional_positive_numeric_count",6342,53,0.0306785962595156,0.00219989974227868,0.0469030888351575,0.70217059251635,0.0658223827314764,0.157752989039699,0.527725671628351,0.00416864265005464,0.960475168661109,1.05493486749372,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_86eda7ed9025","Red-necked Grebe","checklist_reporting",217200,58,1.26150182531421,0.0221642641093434,0.148876674161346,-0.671060070455698,1.22329939283347,9.54467977600286,,,0.966226410843788,1.30134228128416,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_86eda7ed9025","Red-necked Grebe","conditional_positive_numeric_count",8109,53,0.0245098062985026,0.00158707652659458,0.0398381290548963,-1,0.142998513989761,0.131793619201854,0.694727638011496,0.00228445859896582,0.991630520031953,1.07387280436914,TRUE,TRUE,"completed_with_singular_warning"
"post_stage4a_blockaware_v1","atx_87b306550dba","Harlequin Duck","checklist_reporting",217200,58,1.67483652616439,0.0228144859131946,0.151044648740677,0.922322766891494,0.459542314856501,14.6494109388076,,,0.923167010297657,1.24875140928296,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_87b306550dba","Harlequin Duck","conditional_positive_numeric_count",12030,56,0.0763452990196322,0.0095471615338799,0.0977095774930989,0.43110876981781,0.0390619389787466,0.297025481945713,0.564767027190745,0.0169046014980181,1.05193411196758,1.27896305474369,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_98ca0000b734","Brandt's Cormorant","checklist_reporting",217200,58,0.298087785074675,0.0149207334415936,0.122150454119474,1,1.39775532646376,10.4311919418854,,,0.85837080213283,1.09590642442228,TRUE,TRUE,"completed_with_singular_warning"
"post_stage4a_blockaware_v1","atx_98ca0000b734","Brandt's Cormorant","conditional_positive_numeric_count",2573,44,0.0493031280121547,0.00562233612279451,0.0749822387155419,-0.87561715571106,0.158362684979585,0.324504491745098,0.94397896208192,0.00595599727179788,0.983248258908271,1.14233091705313,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_99238953638b","Bufflehead","checklist_reporting",217200,58,0.474272719242604,0.00126019836809882,0.0354992727826757,1,0.506051626539959,8.03929917920788,,,0.889780820792941,0.955250594990465,TRUE,TRUE,"completed_with_singular_warning"
"post_stage4a_blockaware_v1","atx_99238953638b","Bufflehead","conditional_positive_numeric_count",50039,56,0.0847814021737195,0.00257880396576967,0.0507819255815459,0.713710577780384,0.091573792086326,0.502662744700196,0.664742263592227,0.0038794042548671,1.02974185097341,1.13982186550603,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_9ae1aa9b7fdf","Common Loon","checklist_reporting",217199,58,1.75127115565182,0.00437571421759556,0.0661491815338297,0.211262947585353,0.660707671548978,7.73152747415888,,,0.874463557654705,0.998155408821845,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_9ae1aa9b7fdf","Common Loon","conditional_positive_numeric_count",15359,56,0.0273102355156988,0.00543854725855561,0.0737465067549346,0.370947845522741,0.0787281306670312,0.091130343821701,0.388382823846882,0.0140030581288006,0.947457176117402,1.09803198593683,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_a113baee5693","American Wigeon","checklist_reporting",217190,58,0.0505149022602603,0.00395922735419361,0.0629223915168012,1,0.381130137747519,7.33171549934515,,,1.02270609828485,1.15985724718291,TRUE,TRUE,"completed_with_singular_warning"
"post_stage4a_blockaware_v1","atx_a113baee5693","American Wigeon","conditional_positive_numeric_count",34665,56,0.0279807496000653,2.48967321980297e-05,0.00498966253348157,-1,0.124737055015808,0.671136266176619,1.19596761650223,2.08172293751929e-05,1.04942297627142,1.05994793794573,TRUE,TRUE,"completed_with_singular_warning"
"post_stage4a_blockaware_v1","atx_a444854c6b66","Double-crested Cormorant","checklist_reporting",217200,58,0.179457412828667,0.00976714791085975,0.0988288819670634,-0.337265852286504,0.591376982114023,6.07231473361298,,,0.935343043387102,1.13975786220977,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_a444854c6b66","Double-crested Cormorant","conditional_positive_numeric_count",29011,54,0.0080233273941038,0.00234433439341566,0.0484183270406533,0.994302958379547,0.0819011496248065,0.204701665819827,0.718065522486544,0.00326479174950165,1.05823727179674,1.16583926504159,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_aa5353f6d6d2","Iceland Gull","checklist_reporting",217184,58,0.743024319317065,0.031592709997797,0.177743382430393,1,1.78786597383646,4.30379900144168,,,0.958425698353576,1.36755370465893,TRUE,TRUE,"completed_with_singular_warning"
"post_stage4a_blockaware_v1","atx_aa5353f6d6d2","Iceland Gull","conditional_positive_numeric_count",4317,47,0.23757049826023,0.0394215934515791,0.198548718080926,0.897928707648695,0.323323109736233,0.530147743401051,1.62375496830238,0.0242780433138837,0.915275479907294,1.36147306291782,FALSE,FALSE,"completed_with_convergence_warning"
"post_stage4a_blockaware_v1","atx_acf526bb8010","Marbled Murrelet","checklist_reporting",217200,58,0.38576010879818,0.00257616231003318,0.0507559091144389,-0.874395398026619,0.968072472309503,11.12811754482,,,0.926426167749632,1.02540831808507,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_acf526bb8010","Marbled Murrelet","conditional_positive_numeric_count",3103,48,0.0136296796075226,0.000629322560048528,0.0250863022394399,-1,0.0498796006049197,0.0611971645257573,0.550324176987558,0.00114354881425236,1.03971731814316,1.09321344221826,TRUE,TRUE,"completed_with_singular_warning"
"post_stage4a_blockaware_v1","atx_b3d3ea90f9cb","Canada Goose","checklist_reporting",217083,58,0.0621137495785199,0.00018612587990736,0.0136427958977388,1,0.324330684100789,3.38641766809037,,,0.969867769733571,0.996695526984694,TRUE,TRUE,"completed_with_singular_warning"
"post_stage4a_blockaware_v1","atx_b3d3ea90f9cb","Canada Goose","conditional_positive_numeric_count",68271,58,0.0127390718766399,0.00852474929779698,0.0923295689245703,0.52444971211314,0.0657063128025692,0.429230515941863,1.04539246804264,0.00815459223057005,0.948415990092975,1.14076269908617,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_c12b832d2b03","California Gull","checklist_reporting",217200,58,0.140902972528365,0.0266100989743986,0.163126021757409,-0.592061542911532,1.20093784589973,4.7907045042444,,,1.15365448867441,1.59869354854471,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_c12b832d2b03","California Gull","conditional_positive_numeric_count",6644,55,0.0469566025913074,0.0301409303731156,0.173611435029826,-0.861906653143062,0.198648840311796,0.331309277069976,1.56700263589837,0.0192347668616624,1.06645379955244,1.50917298443637,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_c2d1fbbaf6d3","Red-breasted Merganser","checklist_reporting",217092,58,0.771869592069375,0.0207368640191584,0.144003000035271,1,0.746585442709593,8.08643490022675,,,0.789931337212282,1.05358301231627,TRUE,TRUE,"completed_with_singular_warning"
"post_stage4a_blockaware_v1","atx_c2d1fbbaf6d3","Red-breasted Merganser","conditional_positive_numeric_count",13364,55,0.0251285634043256,0.0027618919107916,0.0525537050148855,0.206296192514613,0.109903699279969,0.1709730712277,0.855373035401544,0.00322887418294063,1.07550461806361,1.19470270693179,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_c34f23342a55","Pacific Loon","checklist_reporting",217200,58,1.9375377578807,0.0159429107228462,0.12626523956674,-0.341432183815401,1.04953433350322,9.46636320405544,,,0.844154763229289,1.08666247212174,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_c34f23342a55","Pacific Loon","conditional_positive_numeric_count",6049,50,0.191960166502652,0.0435811062596746,0.208760882973019,-1,0.350720802444859,0.21313727480438,1.77531420308153,0.0245483904674609,1.12568334186629,1.70900620036477,TRUE,TRUE,"completed_with_singular_warning"
"post_stage4a_blockaware_v1","atx_c9db024faf12","American Crow","checklist_reporting",217200,58,0.654595212011673,0.00360305116271557,0.0600254209707485,0.652838286823272,0.876384889982694,2.58964944643096,,,0.985008754018969,1.11065073513877,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_c9db024faf12","American Crow","conditional_positive_numeric_count",112180,58,0.0322442800422715,0.00126194218241119,0.0355238255599139,-0.31596431369559,0.114139230055037,0.214733182725614,0.688184513502823,0.00183372650452126,0.969239031251878,1.0406064122103,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_d002764a39e8","Lesser Scaup","checklist_reporting",216290,58,0.15832154085835,0.179387961937599,0.42354216075569,0.403691725604924,0.507863275679692,9.63166658620396,,,0.922361759690536,2.15171791479188,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_d002764a39e8","Lesser Scaup","conditional_positive_numeric_count",9378,49,0.171476601524563,0.0131946298641351,0.114867880036741,-0.206511637579877,0.0921880103490865,0.646376565806428,0.974704411341266,0.013537057707555,0.904206024337783,1.13773303699242,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_d7dd9536145c","Barrow's Goldeneye","checklist_reporting",216814,58,0.659772464458957,0.0413948406400977,0.203457220663455,0.434332559124951,0.66467714791655,9.57870115774153,,,0.845939682837862,1.27074993034056,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_d7dd9536145c","Barrow's Goldeneye","conditional_positive_numeric_count",10960,55,0.0897547980358621,0.0123690955763237,0.111216435729274,-0.374028865464352,0.120990967728004,0.311883880119209,1.21192489570346,0.0102061568502923,0.9019922445477,1.12668930569791,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_e0e678a61ad7","Short-billed Gull","checklist_reporting",217200,58,0.382861167198009,0.008361222487775,0.091439720514528,0.470615907686531,1.4175595981488,6.8719470746637,,,1.12908728420846,1.35566083193123,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_e0e678a61ad7","Short-billed Gull","conditional_positive_numeric_count",22003,57,0.0614516446012594,0.0286728041369624,0.169330458385261,-0.124304537679853,0.27495739582172,0.47941933181836,1.54124072531724,0.0186037156078007,1.12590566950358,1.57972166181983,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_ebf17f77fb66","Western Grebe","checklist_reporting",217186,58,0.118213172905691,0.138877245860733,0.372662375161127,-0.999999882966638,0.718761759265199,6.74391085069568,,,0.566769929930022,1.19425543637561,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_ebf17f77fb66","Western Grebe","conditional_positive_numeric_count",1346,48,0,0.0943705883733915,0.307197962840562,,0.294282676558117,0.409233767138146,1.5234511572844,0.0619452667859794,0.852773248458935,1.57638512549395,TRUE,TRUE,"completed_with_singular_warning"
"post_stage4a_blockaware_v1","atx_fadb8da1a816","Bonaparte's Gull","checklist_reporting",217200,58,0.753007407658157,0.15807386773269,0.39758504465421,-0.882821362555122,0.405496597685315,8.86453686302204,,,1.17341042190212,2.59889015017423,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_fadb8da1a816","Bonaparte's Gull","conditional_positive_numeric_count",4025,47,0.136623549443828,0.101107641901612,0.317974278679286,-0.251052325659867,0.0901776374140939,0.482026820248294,2.07030653237132,0.0488370395014909,1.0246326102297,1.93533933233287,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_fc0a9b777dcd","Bald Eagle","checklist_reporting",217199,58,0.410484857489735,0.000213145060800204,0.0145994883746042,1,0.353612467269809,1.27244925077755,,,1.04055571235215,1.07138680207228,TRUE,TRUE,"completed_with_singular_warning"
"post_stage4a_blockaware_v1","atx_fc0a9b777dcd","Bald Eagle","conditional_positive_numeric_count",83359,58,0.0264270373790551,0.000197008690452651,0.0140359784287613,0.742844423540634,0.0399075680452413,0.10341020030071,0.344408041007227,0.000572021169646609,1.0582983553968,1.08842777854518,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_v2_000002","Black Oystercatcher","checklist_reporting",217200,58,1.40043553260445,0.0710655613968466,0.266581247271534,0.926273735579205,0.225804896493311,11.0464111202819,,,0.641565541833787,1.09342892800074,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_v2_000002","Black Oystercatcher","conditional_positive_numeric_count",13626,54,0.0247617907178534,0.00180006878714219,0.0424272175276931,-0.680028140824387,0.0199310887357066,0.112767762508259,0.44944095886142,0.00400512848606934,0.954209269897028,1.03871270617591,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_v2_000003","Dunlin","checklist_reporting",217200,58,1.11294269896332,0.0112319125675738,0.105980717904597,0.954912197871216,0.326260926363115,10.5159627151069,,,0.849852013964122,1.05050225714081,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_v2_000003","Dunlin","conditional_positive_numeric_count",5908,43,0.608458479144322,0.00828089329247822,0.0909994136930465,-0.827486017956101,0.0798451431699246,0.630694708978458,2.02657898118619,0.00408614387564174,0.919552744207655,1.10310723045305,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_v2_000006","Black-bellied Plover","checklist_reporting",217200,58,1.1519121805495,3.5711906420093e-05,0.00597594397732216,0.999998534417962,0.409953303115892,13.504528838797,,,0.968377004538031,0.980020379548852,TRUE,TRUE,"completed_with_singular_warning"
"post_stage4a_blockaware_v1","atx_v2_000006","Black-bellied Plover","conditional_positive_numeric_count",3973,35,0.226688622830924,0.000509283072807645,0.0225673009641748,-1,0.0258637031364348,0.204650402643959,0.96431038333863,0.000528131897786279,0.93722591895235,0.98049639007579,TRUE,TRUE,"completed_with_singular_warning"
"post_stage4a_blockaware_v1","atx_v2_000007","Common Raven","checklist_reporting",217200,58,0.462708287116242,0.000963884094235806,0.0310464827997602,-0.743959361814823,0.600673984954891,1.457292037224,,,0.912020691886454,0.970445887670286,TRUE,FALSE,"completed"
"post_stage4a_blockaware_v1","atx_v2_000007","Common Raven","conditional_positive_numeric_count",60940,57,0.0144682183510979,0.000233103158754111,0.0152677162258837,-0.999998070984525,0.0380227962169795,0.0933323983407353,0.282368645474792,0.000825527771903135,0.989958133063811,1.02065319120198,TRUE,TRUE,"completed_with_singular_warning"
