"analysis_taxon_id","species","outcome","comparison","primary_estimate","primary_standard_error","primary_conf_low","primary_conf_high","primary_ratio","primary_ratio_conf_low","primary_ratio_conf_high","primary_q_value","primary_status","primary_direction","sensitivity_estimate","sensitivity_standard_error","sensitivity_conf_low","sensitivity_conf_high","sensitivity_ratio","sensitivity_ratio_conf_low","sensitivity_ratio_conf_high","sensitivity_q_value","sensitivity_status","sensitivity_direction","sign_agreement","estimate_difference_from_primary","primary_interval_excludes_zero","sensitivity_interval_excludes_zero","confidence_intervals_overlap","bh_threshold_crossing","interpretation_change_class","interpretation_changes_materially","interpretation_rule","model_n","model_event_blocks","model_observer_clusters","model_generalized_locations","retained_checklists","retained_fraction","changed_component"
"atx_1812dd827ede","Surfbird","checklist_reporting","active_minus_pre14",0.316804595776672,0.175188270317196,-0.0265581045589,0.660167296112244,1.37273430763511,0.973791460468404,1.93511604471456,0.163363315902389,"completed","positive",0.14468718886049,0.354773870020523,-0.550656819035628,0.840031196756609,1.15567800476653,0.576570983186502,2.31643924104508,0.850993348392021,"completed","positive",TRUE,-0.172117406916182,FALSE,FALSE,TRUE,FALSE,"same_direction__compatible_magnitude",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",217200,58,29248,22980,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_1812dd827ede","Surfbird","conditional_positive_numeric_count","active_minus_pre14",,,,,,,,,"failed_insufficient_support",,,,,,,,,,"failed_insufficient_support",,,,FALSE,FALSE,,,"not_assessable__failed_or_unsupported_component",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",1063,,,,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_1930f23cc4f8","Surf Scoter","checklist_reporting","active_minus_pre14",0.0033872325247271,0.0373668225522733,-0.0698503938944277,0.0766248589438819,1.00339297567945,0.932533322149138,1.07963698425551,0.947512022271045,"completed","positive",-0.344578954338965,0.0918995967628497,-0.524698854187904,-0.164459054490026,0.708518609359953,0.591733535613833,0.848352492458644,0.00124023626270675,"completed","negative",FALSE,-0.347966186863692,FALSE,TRUE,FALSE,TRUE,"material_direction_reversal__at_least_one_interval_excludes_zero",TRUE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",217183,58,29247,22979,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_1930f23cc4f8","Surf Scoter","conditional_positive_numeric_count","active_minus_pre14",0.265309245535371,0.0364827310672532,0.193804406585894,0.336814084484848,1.3038341183201,1.21385883694139,1.40047866882038,2.32440140116456e-12,"completed","positive",1.13805605457572,0.0923195697466613,0.957113022804029,1.31899908634741,3.12069600221322,2.60416743856683,3.73967641020394,1.32288104500878e-33,"completed","positive",TRUE,0.872746809040348,TRUE,TRUE,FALSE,FALSE,"same_direction__nonoverlapping_intervals__encoding_scales_not_directly_comparable",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",16632,57,3846,2163,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_3083477933a8","White-winged Scoter","checklist_reporting","active_minus_pre14",0.0785472556808884,0.0518666813972822,-0.0231095718553984,0.180204083217175,1.08171447110837,0.977155409176007,1.19746172002666,0.259845384694383,"completed","positive",0.164678693843816,0.1544219973601,-0.13798285940272,0.467340247090352,1.17901423331415,0.87111362302563,1.59574425840022,0.561018368586443,"completed","positive",TRUE,0.0861314381629277,FALSE,FALSE,TRUE,FALSE,"same_direction__compatible_magnitude",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",217199,58,29248,22980,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_3083477933a8","White-winged Scoter","conditional_positive_numeric_count","active_minus_pre14",0.158220741237151,0.0528906849315405,0.0545569036536764,0.261884578820626,1.17142474791803,1.05607256909169,1.29937655819907,0.00912247352531673,"completed","positive",0.508326505957132,0.170298528682019,0.174547523120214,0.84210548879405,1.66250667064378,1.19070732716791,2.32124919942254,0.0064610948920924,"completed","positive",TRUE,0.350105764719981,TRUE,TRUE,TRUE,FALSE,"same_direction__compatible_magnitude",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",4706,50,1511,837,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_35518e24dfdd","Common Merganser","checklist_reporting","active_minus_pre14",0.151276771980792,0.0299442087649932,0.0925872012558569,0.209966342705728,1.163318587519,1.09700879793443,1.23363653839,4.1982001811496e-06,"completed","positive",0.331489445948169,0.0694501299140043,0.195369692595093,0.467609199301245,1.39304144396915,1.21576036102227,1.59617349506602,2.22276477676188e-05,"completed","positive",TRUE,0.180212673967377,TRUE,TRUE,TRUE,FALSE,"same_direction__compatible_magnitude",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",217093,58,29239,22972,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_35518e24dfdd","Common Merganser","conditional_positive_numeric_count","active_minus_pre14",0.105187479526222,0.020314359492429,0.0653720665520622,0.145002892500383,1.11091886537587,1.06755615243735,1.15604291411776,1.14638868509506e-06,"completed","positive",0.222411283178181,0.0471627479068966,0.129973995868722,0.31484857048764,1.24908499988357,1.13879876946688,1.37005182896758,7.59234362465754e-06,"completed","positive",TRUE,0.117223803651959,TRUE,TRUE,TRUE,FALSE,"same_direction__compatible_magnitude",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",27776,58,5707,3099,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_35707a9578d5","Pelagic Cormorant","checklist_reporting","active_minus_pre14",0.0469494035312908,0.0427186330546705,-0.0367775787246458,0.130676385787227,1.04806897914879,0.963890501262992,1.13959893122164,0.434802345247555,"completed","positive",-0.0242173496534315,0.0952342615990125,-0.210873072481762,0.162438373174899,0.976073537455867,0.809876856017166,1.17637581990788,0.870315857489514,"completed","negative",FALSE,-0.0711667531847223,FALSE,FALSE,TRUE,FALSE,"direction_reversal__both_intervals_include_zero",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",217200,58,29248,22980,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_35707a9578d5","Pelagic Cormorant","conditional_positive_numeric_count","active_minus_pre14",0.0240974481228979,0.0234069344054299,-0.0217793003002363,0.069974196546032,1.02439013792296,0.978456156203373,1.07248050719578,0.476126592641651,"completed","positive",0.051919298307048,0.0522328702080914,-0.0504552461099663,0.154293842724062,1.05329073673773,0.950796479561252,1.16683370200262,0.39785467633335,"completed","positive",TRUE,0.0278218501841501,FALSE,FALSE,TRUE,FALSE,"same_direction__compatible_magnitude",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",18881,53,4258,2147,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_40f730f5ad72","Long-tailed Duck","checklist_reporting","active_minus_pre14",0.130478662180212,0.0603076682724646,0.0122778043745927,0.248679519985832,1.13937362788504,1.01235348603242,1.28233100575142,0.0914966824909325,"completed","positive",0.470359008591097,0.184944202127901,0.107875033270914,0.832842983911279,1.60056870800013,1.11390853518218,2.29984788527562,0.0538153205770225,"completed","positive",TRUE,0.339880346410885,TRUE,TRUE,TRUE,FALSE,"same_direction__compatible_magnitude",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",217200,58,29248,22980,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_40f730f5ad72","Long-tailed Duck","conditional_positive_numeric_count","active_minus_pre14",0.359167543876526,0.0550939634298073,0.251185359788537,0.467149727964515,1.43213672721105,1.2855483512185,1.595440267558,4.06479584207625e-10,"completed","positive",1.86099493667098,0.193191261985246,1.48234702105206,2.23964285228991,6.43013116318772,4.40326812567156,9.3899770796928,5.95103118890624e-21,"completed","positive",TRUE,1.50182739279446,TRUE,TRUE,FALSE,FALSE,"same_direction__nonoverlapping_intervals__encoding_scales_not_directly_comparable",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",2946,44,1034,603,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_4ae57d328ec6","Greater Scaup","checklist_reporting","active_minus_pre14",0.122639664049509,0.0468283954644811,0.0308576954853272,0.214421632613691,1.1304769960441,1.03133872928609,1.23914500861373,0.0325696616516724,"completed","positive",0.370028573483699,0.126787213121123,0.121530202066094,0.618526944901304,1.44777598207574,1.12922347029203,1.85619175426217,0.0191491486463755,"completed","positive",TRUE,0.24738890943419,TRUE,TRUE,TRUE,FALSE,"same_direction__compatible_magnitude",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",216227,58,29097,22934,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_4ae57d328ec6","Greater Scaup","conditional_positive_numeric_count","active_minus_pre14",0.150424734942116,0.0538443604809927,0.0448917276287781,0.255957742255453,1.16232781914027,1.04591461012298,1.29169814253624,0.0159802645270829,"completed","positive",0.906611264367271,0.153411043026071,0.605931145205447,1.2072913835291,2.47591806938879,1.83295816472308,3.34441363927805,1.75663545600438e-08,"completed","positive",TRUE,0.756186529425155,TRUE,TRUE,FALSE,FALSE,"same_direction__nonoverlapping_intervals__encoding_scales_not_directly_comparable",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",4514,52,1505,708,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_59441ff7abde","Brant","checklist_reporting","active_minus_pre14",0.150813211009579,0.0554265413897836,0.0421791860979843,0.259447235921173,1.16277944339748,1.04308136768647,1.29621338840189,0.0260373264608843,"completed","positive",0.317241692712973,0.163304037524956,-0.00282833936591864,0.637311724791864,1.37333445674744,0.997175656617645,1.89138946340421,0.157509099697523,"completed","positive",TRUE,0.166428481703394,TRUE,FALSE,TRUE,TRUE,"same_direction__compatible_magnitude",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",217200,58,29248,22980,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_59441ff7abde","Brant","conditional_positive_numeric_count","active_minus_pre14",0.0670284359452532,0.0521729888317259,-0.03522874313074,0.169285615021246,1.0693258850346,0.965384565911555,1.18445838972506,0.338841275661963,"completed","positive",0.317236095466638,0.169595311957618,-0.0151646079171283,0.649636798850404,1.3733267698777,0.984949795723996,1.91484522871176,0.109466114269195,"completed","positive",TRUE,0.250207659521385,FALSE,FALSE,TRUE,FALSE,"same_direction__compatible_magnitude",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",3796,41,1333,558,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_5a9a3495d0ea","Western Gull","checklist_reporting","active_minus_pre14",0.153166156838662,0.130134006238001,-0.101891808551731,0.408224122229055,1.16551862174434,0.903127257029248,1.50414423555466,0.395917766159165,"completed","positive",0.291312281432268,0.33506057174597,-0.365394371829233,0.948018934693768,1.33818240822633,0.693922933251733,2.58059227023242,0.607933598852825,"completed","positive",TRUE,0.138146124593606,FALSE,FALSE,TRUE,FALSE,"same_direction__compatible_magnitude",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",216824,58,29166,22958,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_5a9a3495d0ea","Western Gull","conditional_positive_numeric_count","active_minus_pre14",0.0701417524384904,0.0393137701599369,-0.00691182117147141,0.147195326048452,1.07266022268008,0.99311201052606,1.15858024183052,0.148797850005198,"completed_with_singular_warning","positive",,,,,,,,,"failed_insufficient_support",,,,FALSE,FALSE,,,"not_assessable__failed_or_unsupported_component",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",712,,,,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_6b4cfd1ab927","Horned Grebe","checklist_reporting","active_minus_pre14",-0.0684896554256355,0.0379976619824376,-0.14296370440794,0.00598439355666908,0.933803119849375,0.866785528818515,1.00600233581311,0.163363315902389,"completed","negative",0.0315062306855669,0.0954180980415123,-0.155509804949109,0.218522266320243,1.03200780569175,0.855978684060348,1.24423672089201,0.850993348392021,"completed","positive",FALSE,0.0999958861112024,FALSE,FALSE,TRUE,FALSE,"direction_reversal__both_intervals_include_zero",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",217142,58,29242,22975,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_6b4cfd1ab927","Horned Grebe","conditional_positive_numeric_count","active_minus_pre14",0.0201125342902358,0.0222357305097065,-0.0234686966787273,0.0636937652591989,1.02031615412059,0.976804551416958,1.06576597421592,0.525726526634795,"completed","positive",0.123322146123551,0.0555077865786538,0.0145288835678534,0.232115408679248,1.13124878966672,1.01463494080533,1.26126528138946,0.0539211119764728,"completed","positive",TRUE,0.103209611833315,FALSE,TRUE,TRUE,FALSE,"same_direction__compatible_magnitude",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",13054,55,3022,1747,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_6cbe5bbd310c","Rhinoceros Auklet","checklist_reporting","active_minus_pre14",-0.286301112268364,0.140628266975882,-0.561927450749376,-0.0106747737873519,0.751036435611007,0.570109146869075,0.989381999417073,0.111368634367205,"completed","negative",-0.322810529144814,0.298466372794945,-0.907793870419211,0.262172812129583,0.724111039309098,0.403413224896246,1.2997511357843,0.561018368586443,"completed","negative",TRUE,-0.0365094168764501,TRUE,FALSE,TRUE,FALSE,"same_direction__compatible_magnitude",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",217200,58,29248,22980,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_6cbe5bbd310c","Rhinoceros Auklet","conditional_positive_numeric_count","active_minus_pre14",,,,,,,,,"failed_insufficient_support",,,,,,,,,,"failed_insufficient_support",,,,FALSE,FALSE,,,"not_assessable__failed_or_unsupported_component",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",1816,,,,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_725074cbfcb6","Glaucous-winged Gull","checklist_reporting","active_minus_pre14",0.128705392760653,0.0284910083749518,0.0728640424625186,0.184546743058788,1.13735500178618,1.07558429318161,1.20267319659496,5.00819359055838e-05,"completed","positive",0.0282547404328839,0.0636595489052544,-0.0965156826934809,0.153025163559249,1.02865769175376,0.907995657670509,1.16535430303584,0.850993348392021,"completed","positive",TRUE,-0.100450652327769,TRUE,FALSE,TRUE,TRUE,"same_direction__compatible_magnitude",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",217037,58,29206,22967,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
"atx_725074cbfcb6","Glaucous-winged Gull","conditional_positive_numeric_count","active_minus_pre14",0.156503563187879,0.0154322675316707,0.126256874626017,0.18675025174974,1.16941492915672,1.13457357401657,1.2053262193419,1.66599221144593e-22,"completed","positive",0.278436660532995,0.0325184342521067,0.214701700565233,0.342171620500758,1.32106292732426,1.23949210202056,1.4080019187743,9.06245577864437e-17,"completed","positive",TRUE,0.121933097345116,TRUE,TRUE,FALSE,FALSE,"same_direction__nonoverlapping_intervals__encoding_scales_not_directly_comparable",FALSE,"BH threshold crossing or same-direction interval nonoverlap alone is not material because exposure units differ; material means a sign reversal with at least one 95% interval excluding zero",85053,57,13084,7897,217200,1,"for each checklist with modeled-window links, one minimum-distance event retained; checklists without a modeled link retained with all exposure terms zero; deterministic source-token tie break"
