"analysis_taxon_id","unit_label","outcome","outcome_label","contrast","window_days","window_role","estimate","standard_error","ratio","ratio_conf_low","ratio_conf_high","p_value","q_value","estimable","adjusted_significant","direction","status"
"atx_04afbeb21fb0","Hooded Merganser","detection","reporting","did_early_pre","-14 to -8","pre_onset",-0.0267010074406932,0.0484186767650244,0.973652312804975,0.885502613716517,1.07057710677065,0.581317757717358,0.922010926195214,TRUE,FALSE,"negative","completed"
"atx_6b4cfd1ab927","Horned Grebe","detection","reporting","did_early_pre","-14 to -8","pre_onset",0.0283562364676983,0.0488664900325304,1.02876210172917,0.934802198905038,1.13216620927282,0.561725955423356,0.922010926195214,TRUE,FALSE,"positive","completed"
"atx_aa5353f6d6d2","Iceland Gull","detection","reporting","did_early_pre","-14 to -8","pre_onset",0.0867668170112853,0.0607328842264461,1.09064233082619,0.968247590839643,1.2285088081226,0.153101153015786,0.734885534475772,TRUE,FALSE,"positive","completed"
"atx_d002764a39e8","Lesser Scaup","detection","reporting","did_early_pre","-14 to -8","pre_onset",-0.0226193405915374,0.0856783846324075,0.977634558744689,0.826507829468635,1.1563947688994,0.791777696891139,0.922010926195214,TRUE,FALSE,"negative","completed"
"atx_40f730f5ad72","Long-tailed Duck","detection","reporting","did_early_pre","-14 to -8","pre_onset",0.0130118280061875,0.0786897629212578,1.01309685020476,0.868300632681872,1.18203901881854,0.868663748085683,0.926574664624728,TRUE,FALSE,"positive","completed"
"atx_815c98107028","Mallard","detection","reporting","did_early_pre","-14 to -8","pre_onset",-0.0117339952133079,0.0367638085675089,0.988334579627506,0.919624599769685,1.06217824265697,0.749595739521165,0.922010926195214,TRUE,FALSE,"negative","completed"
"atx_acf526bb8010","Marbled Murrelet","detection","reporting","did_early_pre","-14 to -8","pre_onset",-0.148173064030564,0.143930635243781,0.862281872051871,0.650332228838566,1.14330797997995,0.303256282424882,0.922010926195214,TRUE,FALSE,"negative","completed"
"atx_7d980a7c8c37","Northern Pintail","detection","reporting","did_early_pre","-14 to -8","pre_onset",0.0519093921134638,0.061491222977649,1.05328030268747,0.933689637111876,1.18818861421773,0.398571268442122,0.922010926195214,TRUE,FALSE,"positive","completed"
"atx_c34f23342a55","Pacific Loon","detection","reporting","did_early_pre","-14 to -8","pre_onset",-0.0388931182964268,0.0619218135514947,0.961853508194144,0.851924268607181,1.08596762096934,0.529938145301926,0.922010926195214,TRUE,FALSE,"negative","completed"
"atx_35707a9578d5","Pelagic Cormorant","detection","reporting","did_early_pre","-14 to -8","pre_onset",-0.0423989836749216,0.0555417240718471,0.95848728349378,0.859625231107748,1.06871906427806,0.445241716592463,0.922010926195214,TRUE,FALSE,"negative","completed"
"atx_8608f2ed61cf","Pigeon Guillemot","detection","reporting","did_early_pre","-14 to -8","pre_onset",-0.111432093913934,0.0847162457157703,0.89455213487508,0.75769610969217,1.05612726761217,0.188390000973276,0.777854756073133,TRUE,FALSE,"negative","completed"
"atx_c2d1fbbaf6d3","Red-breasted Merganser","detection","reporting","did_early_pre","-14 to -8","pre_onset",0.0168315180541476,0.0479292193302299,1.01697396613774,0.925789839164442,1.11713912169889,0.725457464142866,0.922010926195214,TRUE,FALSE,"positive","completed"
"atx_86eda7ed9025","Red-necked Grebe","detection","reporting","did_early_pre","-14 to -8","pre_onset",-0.00515161007327329,0.060502345097749,0.994861636712713,0.883614826924534,1.12011438247089,0.932144303350613,0.943913810555333,TRUE,FALSE,"negative","completed"
"atx_04cf65098f13","Red-throated Loon","detection","reporting","did_early_pre","-14 to -8","pre_onset",0.0431744191593434,0.161548302375855,1.04411999350092,0.760746998804673,1.43304746852939,0.78927365330526,0.922010926195214,TRUE,FALSE,"positive","completed"
"atx_6cbe5bbd310c","Rhinoceros Auklet","detection","reporting","did_early_pre","-14 to -8","pre_onset",-0.018421805800129,0.187577188531243,0.981746838499019,0.679725431442352,1.41796497573677,0.921766176492862,0.943913810555333,TRUE,FALSE,"negative","completed"
"atx_08bb40b40c0a","Ring-billed Gull","detection","reporting","did_early_pre","-14 to -8","pre_onset",-0.198626575046617,0.0894813169891259,0.819855990862309,0.687972279259497,0.977021699880563,0.0264354226541939,0.422966762467102,TRUE,FALSE,"negative","completed"
"atx_e0e678a61ad7","Short-billed Gull","detection","reporting","did_early_pre","-14 to -8","pre_onset",-0.111835776398166,0.0435880158106035,0.894191092725098,0.8209716365698,0.973940724249276,0.0102954193684435,0.324468075269128,TRUE,FALSE,"negative","completed"
"atx_1930f23cc4f8","Surf Scoter","detection","reporting","did_early_pre","-14 to -8","pre_onset",-0.0134616154636769,0.0470895049828055,0.986628586871736,0.899644719883111,1.08202265507543,0.774975436210189,0.922010926195214,TRUE,FALSE,"negative","completed"
"atx_1812dd827ede","Surfbird","detection","reporting","did_early_pre","-14 to -8","pre_onset",-0.252320891305429,0.201578052776189,0.776995367002953,0.523401399607816,1.15345851347822,0.210668996436474,0.777854756073133,TRUE,FALSE,"negative","completed"
"atx_ebf17f77fb66","Western Grebe","detection","reporting","did_early_pre","-14 to -8","pre_onset",0.107033415614228,0.130545209701506,1.11297144448239,0.861715168622632,1.43748825753314,0.41227574506519,0.922010926195214,TRUE,FALSE,"positive","completed"
"atx_5a9a3495d0ea","Western Gull","detection","reporting","did_early_pre","-14 to -8","pre_onset",-0.0574060699243848,0.186302353319539,0.944210575992034,0.655372192001825,1.36034702524077,0.757980450073579,0.922010926195214,TRUE,FALSE,"negative","completed"
"atx_3083477933a8","White-winged Scoter","detection","reporting","did_early_pre","-14 to -8","pre_onset",-0.164774473275737,0.0667161741128821,0.848084948342056,0.744132795334562,0.966558770307891,0.0135195031362137,0.324468075269128,TRUE,FALSE,"negative","completed"
"atx_c9db024faf12","American Crow","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",0.02685045233994,0.0319225429028382,1.02721417380028,0.964913728609221,1.09353709826168,0.400284869646031,0.673251110782098,TRUE,FALSE,"positive","completed"
"atx_7571c026ae99","American Herring Gull","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",0.0718058405578779,0.0865530958707106,1.07444670983654,0.906798413327731,1.27308971355836,0.406755879430851,0.673251110782098,TRUE,FALSE,"positive","completed"
"atx_a113baee5693","American Wigeon","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",0.0548360981779953,0.0384189837684438,1.0563674599343,0.97974423474825,1.13898318645865,0.153488321273632,0.45061600553029,TRUE,FALSE,"positive","completed"
"atx_fc0a9b777dcd","Bald Eagle","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",0.08729136692559,0.0308159221501102,1.09121457724015,1.02725815699278,1.15915288233604,0.0046160878832469,0.0911809199147181,TRUE,FALSE,"positive","completed"
"atx_d7dd9536145c","Barrow's Goldeneye","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",-0.0734988874517591,0.0525398857241294,0.929137179500879,0.838219590864199,1.02991615531295,0.161838170139533,0.45061600553029,TRUE,FALSE,"negative","completed"
"atx_v2_000002","Black Oystercatcher","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",-0.00908003076620065,0.0525535577569911,0.990961068225719,0.893969955470733,1.0984752146642,0.862826945059726,0.958399745366224,TRUE,FALSE,"negative","completed"
"atx_1328b44be502","Black Scoter","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",-0.0816149081110662,0.0820186353771947,0.921626801374278,0.784766953724832,1.0823543944859,0.319698516685217,0.639397033370434,TRUE,FALSE,"negative","completed"
"atx_15dd5efcd8d6","Black Turnstone","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",0.055504990827373,0.0778758002885184,1.05707429273457,0.907439144943278,1.23138401796646,0.476008305294426,0.761613288471081,TRUE,FALSE,"positive","completed"
"atx_v2_000006","Black-bellied Plover","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",-0.16806391899775,0.0751127371276242,0.84529980224167,0.729582972555972,0.979370109429175,0.0252544010170757,0.202035208136606,TRUE,FALSE,"negative","completed"
"atx_fadb8da1a816","Bonaparte's Gull","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",-0.0825181258490766,0.176687983234328,0.920794747518918,0.65127701208208,1.30184691203498,0.640480289180033,0.904207467077694,TRUE,FALSE,"negative","completed"
"atx_98ca0000b734","Brandt's Cormorant","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",0.00938218269598119,0.0984654911398469,1.0094263333405,0.832263123744562,1.22430213879569,0.924089276482336,0.978600254271614,TRUE,FALSE,"positive","completed"
"atx_59441ff7abde","Brant","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",-0.140428204415292,0.0731905662741781,0.8689860520549,0.752857676016659,1.00302724236188,0.0550266976941294,0.315167244548565,TRUE,FALSE,"negative","completed"
"atx_99238953638b","Bufflehead","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",0.0125070356659595,0.0372558400607127,1.01258557572944,0.941281467267626,1.08929112473835,0.737092041893556,0.949277387815811,TRUE,FALSE,"positive","completed"
"atx_c12b832d2b03","California Gull","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",-0.0892789316225625,0.0564612392984617,0.914590429799709,0.818779119249087,1.02161331990044,0.113822518491298,0.45061600553029,TRUE,FALSE,"negative","completed"
"atx_b3d3ea90f9cb","Canada Goose","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",0.109411636120534,0.0352847850742,1.11562148593702,1.04107593178932,1.19550482522941,0.00192987986776551,0.0911809199147181,TRUE,FALSE,"positive","completed"
"atx_82312e6f2848","Common Goldeneye","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",0.0516854703706408,0.0398469066812549,1.05304447673068,0.973932741505281,1.13858239148948,0.194596369581254,0.461705456482557,TRUE,FALSE,"positive","completed"
"atx_9ae1aa9b7fdf","Common Loon","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",-0.0148472257946372,0.0478103724500114,0.98526245079365,0.897130597492353,1.08205215568092,0.756147281247025,0.949277387815811,TRUE,FALSE,"negative","completed"
"atx_35518e24dfdd","Common Merganser","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",0.100713819393362,0.0377288353453486,1.10596009214032,1.02712810569033,1.19084242620831,0.00759840999289318,0.0911809199147181,TRUE,FALSE,"positive","completed"
"atx_136b0e66254b","Common Murre","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",-0.0365998376890191,0.123636742643642,0.964061839385374,0.756597856061028,1.22841377716532,0.767209315740442,0.949277387815811,TRUE,FALSE,"negative","completed"
"atx_v2_000007","Common Raven","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",-0.019359938988772,0.0312007876104049,0.980826261086605,0.92264350056739,1.04267808080318,0.534931812349952,0.814873608730698,TRUE,FALSE,"negative","completed"
"atx_a444854c6b66","Double-crested Cormorant","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",0.0013786839782325,0.0449057576372971,1.0013796347999,0.917011758799695,1.09350961246617,0.975507419788671,0.996262896805451,TRUE,FALSE,"positive","completed"
"atx_v2_000003","Dunlin","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",-0.0682740951319751,0.0669595391259361,0.93400443242083,0.819130079722999,1.06498870127777,0.307902977738951,0.639397033370434,TRUE,FALSE,"negative","completed"
"atx_v2_000011","Glaucous Gull","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",,,,,,,,FALSE,FALSE,,"failed_numerical_fit_no_fallback"
"atx_725074cbfcb6","Glaucous-winged Gull","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",-0.00962363319406257,0.0361787654075198,0.990422525772869,0.922624723668314,1.06320235562098,0.790237472066737,0.949277387815811,TRUE,FALSE,"negative","completed"
"atx_7b80ddaff058","Great Blue Heron","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",-0.00286696960343561,0.0367543563930045,0.997137136229215,0.927832382878064,1.07161863154982,0.937825243676963,0.978600254271614,TRUE,FALSE,"negative","completed"
"atx_4ae57d328ec6","Greater Scaup","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",-0.0258098719696566,0.0626722034962774,0.974520355631805,0.861874911037651,1.10188834989681,0.680468961873736,0.93321457628398,TRUE,FALSE,"negative","completed"
"atx_87b306550dba","Harlequin Duck","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",-0.0807544906991976,0.0587098121034059,0.922420126367802,0.822157243881214,1.03491016573871,0.168981002073859,0.45061600553029,TRUE,FALSE,"negative","completed"
"atx_04afbeb21fb0","Hooded Merganser","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",-0.072923593590463,0.0478987371124497,0.929671860201063,0.846365996260291,1.02117732927435,0.127895521581007,0.45061600553029,TRUE,FALSE,"negative","completed"
"atx_6b4cfd1ab927","Horned Grebe","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",0.0911516260420882,0.0482923953911974,1.09543508915376,0.99650638726406,1.20418499056878,0.0590938583528559,0.315167244548565,TRUE,FALSE,"positive","completed"
"atx_aa5353f6d6d2","Iceland Gull","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",0.115440884269351,0.05815748723427,1.12236816297308,1.00145536187152,1.25787962321297,0.0471477771303227,0.315167244548565,TRUE,FALSE,"positive","completed"
"atx_d002764a39e8","Lesser Scaup","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",-0.0145222738418597,0.0876425199687256,0.985582665775458,0.830025831410134,1.17029272381414,0.868393869648656,0.958399745366224,TRUE,FALSE,"negative","completed"
"atx_40f730f5ad72","Long-tailed Duck","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",-0.0670361361837688,0.0782185453649976,0.935161407561714,0.802244649788438,1.09009995694384,0.391424798911335,0.673251110782098,TRUE,FALSE,"negative","completed"
"atx_815c98107028","Mallard","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",0.0532277564606738,0.0363395057086339,1.05466982563365,0.982164601592747,1.13252752063991,0.142993152560571,0.45061600553029,TRUE,FALSE,"positive","completed"
"atx_acf526bb8010","Marbled Murrelet","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",0.19364855199805,0.129683750553498,1.2136696662146,0.941268421761603,1.56490329924458,0.135375205706911,0.45061600553029,TRUE,FALSE,"positive","completed"
"atx_7d980a7c8c37","Northern Pintail","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",0.0851618596678816,0.0597926592979838,1.08889330034341,0.968477915584112,1.22428049256822,0.154363639811152,0.45061600553029,TRUE,FALSE,"positive","completed"
"atx_c34f23342a55","Pacific Loon","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",0.00011784473434235,0.0653233835678477,1.00011785167831,0.879929371485059,1.13672272986811,0.998560600538938,0.998560600538938,TRUE,FALSE,"positive","completed"
"atx_35707a9578d5","Pelagic Cormorant","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",0.0143599861759495,0.0548188353405068,1.01446358608118,0.91111791376552,1.12953148207943,0.793357286720933,0.949277387815811,TRUE,FALSE,"positive","completed"
"atx_8608f2ed61cf","Pigeon Guillemot","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",-0.0518374327304003,0.0852719608592547,0.949483209189891,0.80334790292757,1.12220167781382,0.543249072487132,0.814873608730698,TRUE,FALSE,"negative","completed"
"atx_c2d1fbbaf6d3","Red-breasted Merganser","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",-0.0409656272769222,0.0487391175526816,0.959862122455703,0.872412826412408,1.05607719904112,0.400623513792497,0.673251110782098,TRUE,FALSE,"negative","completed"
"atx_86eda7ed9025","Red-necked Grebe","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",0.108370526814895,0.0603034751876174,1.11446060643253,0.990225966710918,1.25428183570604,0.0723219789669517,0.347145499041368,TRUE,FALSE,"positive","completed"
"atx_04cf65098f13","Red-throated Loon","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",-0.0266391175053095,0.174306652330797,0.973712573948461,0.691927651739586,1.37025334120072,0.878533099919038,0.958399745366224,TRUE,FALSE,"negative","completed"
"atx_6cbe5bbd310c","Rhinoceros Auklet","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",-0.0972273380221893,0.185312032147302,0.907349707596451,0.631010834052615,1.30470579496694,0.59981383847366,0.872456492325324,TRUE,FALSE,"negative","completed"
"atx_08bb40b40c0a","Ring-billed Gull","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",-0.208228644955587,0.0854275678075779,0.812021350898974,0.686833344134531,0.960027173908787,0.01478971775596,0.141981290457216,TRUE,FALSE,"negative","completed"
"atx_e0e678a61ad7","Short-billed Gull","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",0.0538270310678134,0.0421879923705011,1.05530205189872,0.971552555302938,1.14627089874145,0.201996137211119,0.461705456482557,TRUE,FALSE,"positive","completed"
"atx_1930f23cc4f8","Surf Scoter","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",-0.0111937642935256,0.0467690861802274,0.988868652774935,0.902253741334104,1.08379845673459,0.810841102092672,0.949277387815811,TRUE,FALSE,"negative","completed"
"atx_1812dd827ede","Surfbird","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",-0.27024600742977,0.223981404005533,0.76319172040735,0.49201725474379,1.18382352749324,0.227603351519975,0.496589130589037,TRUE,FALSE,"negative","completed"
"atx_ebf17f77fb66","Western Grebe","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",-0.17905428407822,0.136347042796096,0.836060513390873,0.639998416175598,1.09218579981552,0.189107293417784,0.461705456482557,TRUE,FALSE,"negative","completed"
"atx_5a9a3495d0ea","Western Gull","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",0.158750303364462,0.164964762640902,1.17204525438338,0.848254398347033,1.61943171883278,0.335884584323615,0.644898401901341,TRUE,FALSE,"positive","completed"
"atx_3083477933a8","White-winged Scoter","detection","reporting","did_immediate_pre","-7 to -1","pre_onset",-0.177969561678356,0.0659271753958677,0.836967898999165,0.735514921889999,0.952414754761215,0.00694464412264456,0.0911809199147181,TRUE,FALSE,"negative","completed"
"atx_c9db024faf12","American Crow","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",-0.015454746749735,0.0265440918759163,0.984664064992883,0.934746218285893,1.03724765280812,0.560412272571841,0.908495510604517,TRUE,FALSE,"negative","completed"
"atx_7571c026ae99","American Herring Gull","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",0.0660041906144808,0.0772877102660034,1.06823119370172,0.918074315481698,1.24294718189418,0.393101504904434,0.893365578048137,TRUE,FALSE,"positive","completed"
"atx_a113baee5693","American Wigeon","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",0.0288011504250333,0.0316684995282216,1.02921991418303,0.967279324859535,1.09512692407102,0.363108748316737,0.893365578048137,TRUE,FALSE,"positive","completed"
"atx_fc0a9b777dcd","Bald Eagle","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",0.0395129757271778,0.0250638422573719,1.04030399749823,0.990434788054749,1.09268416281737,0.114912195299309,0.582644212166237,TRUE,FALSE,"positive","completed"
"atx_d7dd9536145c","Barrow's Goldeneye","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",-0.0178809054052004,0.0435828286405874,0.982278009394005,0.901854860967282,1.06987291359075,0.681604895714108,0.908495510604517,TRUE,FALSE,"negative","completed"
"atx_v2_000002","Black Oystercatcher","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",-0.0143863865223627,0.0434022327544029,0.985716603062036,0.905332318819218,1.07323819260028,0.740292135315181,0.908495510604517,TRUE,FALSE,"negative","completed"
"atx_1328b44be502","Black Scoter","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",-0.111591660258009,0.0685402639214461,0.894409405849011,0.781978440089507,1.02300542349942,0.103499796874989,0.582644212166237,TRUE,FALSE,"negative","completed"
"atx_15dd5efcd8d6","Black Turnstone","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",0.0831143927164525,0.0622578082321817,1.0866661081266,0.96183855064331,1.22769380553653,0.181875196600063,0.671539187446387,TRUE,FALSE,"positive","completed"
"atx_v2_000006","Black-bellied Plover","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",-0.116924833844207,0.0629598450489269,0.889652062375751,0.786373142961601,1.00649519782503,0.0632921711716939,0.582644212166237,TRUE,FALSE,"negative","completed"
"atx_fadb8da1a816","Bonaparte's Gull","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",-0.0613374809836629,0.169512719805708,0.940505783394356,0.674639836056746,1.31114571260484,0.717467197116952,0.908495510604517,TRUE,FALSE,"negative","completed"
"atx_98ca0000b734","Brandt's Cormorant","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",0.0153704604340692,0.082983856067298,1.0154891935084,0.863056682961504,1.19484423502035,0.853054681197904,0.908495510604517,TRUE,FALSE,"positive","completed"
"atx_59441ff7abde","Brant","detection","reporting","did_pre_14_day","-14 to -1","pre_onset_combined",-0.0559762954234179,0.0630183535338214,0.945561549760909,0.835696308938555,1.06987028041545,0.37440421579941,0.893365578048137,TRUE,FALSE,"negative","completed"
